step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.12674,-54.1575927734375,-55.025390625,sp2,32,0.001,40.57929611206055
10,0,40.70892,-53.12236404418945,-53.99155807495117,sp2,32,0.001,40.798118591308594
20,1,40.340874,-52.15837478637695,-53.032814025878906,sp2,32,0.001,39.10956954956055
30,1,40.02303,-51.26808166503906,-52.15224075317383,sp2,32,0.001,40.828948974609375
40,2,39.75128,-50.44021224975586,-51.338130950927734,sp2,32,0.001,39.048851013183594
50,3,39.52548,-49.688453674316406,-50.60321807861328,sp2,32,0.001,37.600154876708984
60,3,39.342472,-49.013275146484375,-49.947505950927734,sp2,32,0.001,37.56138229370117
70,4,39.1964,-48.39817810058594,-49.35441589355469,sp2,32,0.001,37.719573974609375
80,5,39.083717,-47.84313201904297,-48.823585510253906,sp2,32,0.001,37.03319549560547
90,5,38.99611,-47.36111831665039,-48.36545944213867,sp2,32,0.001,37.077476501464844
100,6,38.935387,-46.915470123291016,-47.94602584838867,sp2,32,0.001,36.8583984375
110,6,38.89512,-46.51572799682617,-47.57301712036133,sp2,32,0.001,37.01519012451172
120,7,38.87343,-46.1533088684082,-47.238285064697266,sp2,32,0.001,36.73036193847656
130,8,38.860867,-45.8397216796875,-46.95079803466797,sp2,32,0.001,35.95670700073242
140,8,38.857555,-45.55856704711914,-46.69558334350586,sp2,32,0.001,35.6201057434082
150,9,38.86574,-45.301246643066406,-46.464439392089844,sp2,32,0.001,33.39934539794922
160,10,38.881996,-45.06825637817383,-46.257301330566406,sp2,32,0.001,34.71589660644531
170,10,38.897705,-44.86332321166992,-46.0767822265625,sp2,32,0.001,36.501319885253906
175,10,38.90622,-44.769126892089844,-45.99410629272461,sp2,32,0.001,35.0450325012207
