step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.044926,-53.907920837402344,-54.345550537109375,soft_tsl2,32,0.001,39.76778793334961
10,0,41.001503,-53.83951187133789,-54.28358459472656,soft_tsl2,32,0.001,40.71921157836914
20,1,40.958313,-53.77167892456055,-54.22199249267578,soft_tsl2,32,0.001,41.92162322998047
30,1,40.914936,-53.703453063964844,-54.16009521484375,soft_tsl2,32,0.001,40.354209899902344
40,2,40.871113,-53.6343994140625,-54.09749221801758,soft_tsl2,32,0.001,41.31436538696289
50,3,40.827614,-53.565650939941406,-54.03530502319336,soft_tsl2,32,0.001,41.260433197021484
60,3,40.783997,-53.49675750732422,-53.97300720214844,soft_tsl2,32,0.001,40.979000091552734
70,4,40.740444,-53.42768096923828,-53.91069793701172,soft_tsl2,32,0.001,39.551448822021484
80,5,40.696785,-53.35832214355469,-53.84822082519531,soft_tsl2,32,0.001,41.21045684814453
90,5,40.652874,-53.28839111328125,-53.785369873046875,soft_tsl2,32,0.001,39.1772575378418
100,6,40.60908,-53.21860885620117,-53.72267532348633,soft_tsl2,32,0.001,40.757198333740234
110,6,40.565212,-53.148643493652344,-53.65986633300781,soft_tsl2,32,0.001,39.926815032958984
120,7,40.521317,-53.0784912109375,-53.596946716308594,soft_tsl2,32,0.001,41.233001708984375
130,8,40.477386,-53.00807189941406,-53.53395080566406,soft_tsl2,32,0.001,40.810646057128906
140,8,40.43371,-52.93793487548828,-53.47128677368164,soft_tsl2,32,0.001,40.20012664794922
150,9,40.390087,-52.86768341064453,-53.40869903564453,soft_tsl2,32,0.001,40.119407653808594
160,10,40.34646,-52.797298431396484,-53.346046447753906,soft_tsl2,32,0.001,40.12590026855469
170,10,40.302704,-52.72661590576172,-53.28315734863281,soft_tsl2,32,0.001,39.612037658691406
175,10,40.281105,-52.69172668457031,-53.25212097167969,soft_tsl2,32,0.001,39.91494369506836
