form	categorical_judgment
ù è ò o N H I P ù o V W o A D a á R w è M i I o H f b g á m L	grammatical
á V p W L B ǎ d p m ǎ Q J O c i ǔ è p s h O B l v w ò B D ě S	grammatical
ǎ h ǒ o M é ó a I e f z g Y T ě W W Y j g M P a N d U K à y D	grammatical
ě ò q x w è H N A D Z Z P c Z x w R G N D n ó ó Y d p K f q s	grammatical
ǒ ǎ r á d V f P é L h u N ǎ l ǎ P h t L x V k X a ě L á A H u	grammatical
A V H s F o z m ò s a G m á N z r g B ǎ ǒ K b w N d t f ú j o	grammatical
D D m N ó ǎ Q Z é y h X r G ě i F C y h ú X ǔ Q ù ò ǔ i L R q	grammatical
F e V x A w K i a s Z D U é z l e c I Z X Y n k B n r M y V Y	grammatical
I A M à ó F v P F g à R O L U e h q T ò m ú Z ú c z U é ǒ q è	grammatical
L J ù á ǔ E f j F k B H T q z X O n G G N m ò P e L m o i K D	grammatical
N Z T ǔ Q b r o J E M m U J H L t O ǔ F X o j ó N h w Y é e p	grammatical
Q B G è E d b w v C h C j r è á d è y n U S Z ě U Z K Y O ǔ p	grammatical
S Q Y G s q S l E K s V x r f j F F p m m e ò ě L a w s T y B	grammatical
V ó L U B D Q Z g C Z O é ù K o M R q i K S M l Q L O ù é é a	grammatical
X W x x K x ǎ ǒ V W à Y y j ò ò i h G W K U y u k z o P q ù d	grammatical
a ǎ u k z C o k C k x V t l p h o z ǎ t k B w v v b w P ò K a	grammatical
d ù A s A k u f é o è ò h b s a H ǎ á n t l Q M è J q T T b O	grammatical
g E I à ǒ è M Z u q ě W N ǒ L D B X r Y o r z O G Z ě r s T l	grammatical
i x K R ú à W B e Z C r z ě à y D J é i J B X t u l z p O w S	grammatical
l Z M p k E u p v s t ě A T o ò X V i J h C M á k W ú ò ù ù v	grammatical
o ú J h B t f v K b D c w H T t è d E Q g ǎ C j X ú h ě b t g	grammatical
q K F ù L ù y J d H á p L X D C W f R N I á Y H A Z n ǎ é o ǔ	grammatical
s Z S k D à w L á X d y z t ú m x m R B f j h z è j ě à B F T	grammatical
v è C T u W h B l X n S M y l ó v u S h ǒ v d h b N c P ě m è	grammatical
x T k B y Y ù D ó v B h k u P j W P k Z C è d t ó F c W k f b	grammatical
ù á v a M ó ò O h P l á N G J X r a ǒ ǔ o J k E D t V G Z h ú	ungrammatical
á e O e C w s ǒ ú D ò ǎ x R S a ǎ ò k T P p u á H ǔ Q N ú A y	ungrammatical
é R ě ó G l o p k ǒ G l i H R F x ǒ Z R M ù r d U s c á ě n c	ungrammatical
ě o ù p Q n u N e i E r P y h D ù R a V y G q l H W e K ǒ g e	ungrammatical
ò r T ú ǒ g s e e e T n v é A ǔ L K E e u P e K W J ò y C F f	ungrammatical
A s j A à f o x e r z a O i h V s è U q X n a j S ù ú l W è N	ungrammatical
D t s e E C o m B ǔ k á l l x ù B P O a t c q i I f j f W Y h	ungrammatical
G f K f ǔ q à Q T ó é G w p ǎ u b r ò ě R w Y x y S k D x ù v	ungrammatical
J ó B ǒ I G f b n C u r X w v a p F ú ǔ a E I S u ǔ O r B j p	ungrammatical
L z ě w q V N y e i d l E é q o d è ǔ J ǎ h ǔ F ǒ Z v ǔ K è L	ungrammatical
O V u N w l A E w b I e k ú á C é e ǔ ǎ X R t z á K C á k j L	ungrammatical
R h S m p g J l O W A K b b Y X D x m é u j N m é z U J á i H	ungrammatical
U ó z w m e h Y B Z D G U á u B m i H I x I p o e p q i C a à	ungrammatical
X á v V K ě Y ó b ǔ r ǒ W y R K è y V y è E F V z ò ǔ u b g ǎ	ungrammatical
Z j u l A y á Q Q G ǒ r b P O X f à D f D M f é á ò k j J é f	ungrammatical
b m N N n ǔ j S O H n W á è ě J H Y A Z J c n L c O O k g x c	ungrammatical
d w a b V e y t B r X e m a h h u E C u P I A I K U M v ò m o	ungrammatical
f N R J A ó ǒ T B f T I q M P ě i c ò a q u J ó B X b v c x x	ungrammatical
h f I n e h w w e ó O u ú W o ǔ l K d g T y T h h m N ú A D A	ungrammatical
k E g E Q o o Q s D p a é ó Q ǒ Y f q S f s à ó h ǎ s a t M M	ungrammatical
m n x l ě I ě b I C V L Y ò ǒ X X H e ǎ ǔ T à n U y ǎ r à w e	ungrammatical
p O G z v M r B à G ù X n u O n E Y R ú z d a h è l J N p a ò	ungrammatical
r y P s B ǔ u ó g e W e M ú J ǎ w l t n h N ě e Y R Y y u X j	ungrammatical
u Z Y O F z Q U ǔ L è N N W S q r e ě à ò Y R ǔ j s W e W á R	ungrammatical
x N ě a Q X G P M ù H ù U o G q E a n O C x é ǎ o F W m é ò F	ungrammatical
ù ù G v G H l L l ǎ á o á R d y E è ǒ z b Y N I é t à ǒ d W K m	grammatical
á G o ě D M A o d ǎ f U ó a T W J c N Z s V M I X T b B o ǒ P x	grammatical
ǎ p U ǒ W S l P ò l z l A t i u X ě v v u á f n B k ó O r ù Z N	grammatical
ě Q ě o J J F è F S n r H u h D ǒ á O X y A a J B ǒ O F S b l I	grammatical
ǒ ù J v x ě m f x V v à ǔ y u g I ǒ ě ò ò Y b R Y f I ù H m n C	grammatical
A K T Y ě k g p ě m W ǒ K e A n T q k P z ǎ A G é J v S f g e z	grammatical
C t ó h o t W O W T L t H b T Y t N ě j r h o d ǒ U ǎ u é h g ǔ	grammatical
F Y h I v u R x U T m q P ǔ ò b L E f s ò k k V C k t D T J g w	grammatical
I ǎ m E ò o w c à z D ó o b c n l B D u v Q e E a H k v ù ǒ ò à	grammatical
K Z ǒ m Q h E M k H G G e M q N F F s B t y P ù u A r O I Q B B	grammatical
N ú c U K b H z I s R N u á D ó ú n X è T p ù o Z d N ǔ G D ù H	grammatical
P i J S X y p v R r q Y B T r ǎ c g q U é H è ǎ ǔ à J K p W l K	grammatical
R u Q z P H ǔ á U ò F O ú ǎ J l t e ǎ q Y j ǎ M n é H é M è ǎ f	grammatical
U s à t X ǒ Z R j t ò c ǒ k T è ó ú r ò m d y Q O à Z ù ě A W L	grammatical
X ò V L m E e R J D á X W ù i b Z a v z g à X v H U x k ù ù s S	grammatical
Z c U J X ò g Y k p u D U ú ó ù m a g K p Q ě v j F f v Y b V y	grammatical
c s G d p G è ù ó s t j C R z ǔ j X p g p o e á x H R H Y N Y ǎ	grammatical
g ú W g s W y U ě E f ó s l ǔ O x A I y ù k n i l ǎ s ǒ K x i I	grammatical
i L u L J j v j ú q y q ù v W e A l I ù W i P K k F Z l a p d q	grammatical
k w ǒ O Y C U C n v Q ě j F i g ě v B e n w p l p ě h l X j z u	grammatical
n ó X W Z è T l l v J U U P W K s é Z T y K ǒ D h B X è ǔ l g h	grammatical
p M n E C Z t s I d á ǔ ú C I D F C H F è U B f Q i i B ǎ u n c	grammatical
s T à ǒ é m á O L z ò y H ó F q t E é R Q S B o X N s r i l á s	grammatical
u o a M j O à q I f P a S B L u s á n d l z V B z é ǒ J U Z f z	grammatical
x L é ě P I z T q x W O R u S F r e t C i v m X c S h l e u K K	grammatical
ù ù ó x y i F s D n ù G e r b X W C k P k c c d Z a m R U O v B	ungrammatical
á L U X r R à g V C o ǔ J è k a v I R f p A E a X g X ǎ c ǔ c è	ungrammatical
ǎ z n X R f ò f l l M Q T ó A u Y e w è h ó E A j g C m a E ó T	ungrammatical
ě Y e é ú P e ó á G Y V ǎ v u a h X P s G m X T y C t L ó i w j	ungrammatical
ǒ è f s r Q L a a ù é k U O u G b x u à h ù a R S M b i ě p a h	ungrammatical
A x y ù Y y N v ò ó N Y d F W à ò t ò ǎ p Y I Q k P v d B X ǎ n	ungrammatical
D g H e ǔ ǔ x Q g a R g w c c w L Y y á à O Q F g w O D I d Q B	ungrammatical
G é ǔ i E d ǒ q c p L x O M d Y à ú ò B b à q b K H z ù J d B M	ungrammatical
J F j G T ò a ě O ǒ k X V q N b F d m o n Y G Z p C V b j b G è	ungrammatical
M V K è Z ú I a R ǎ ù ě ǎ x S Z W u V B á o x k B a d M e d u V	ungrammatical
P ò s y U Z j W E t y D p ù S u u z ù P W M R e h X é u e à M ó	ungrammatical
R w S R ò B N a D E Y á r K l U a C Q O é D m á ú x S ě à ě N ǔ	ungrammatical
U d T n S Z G J è P à ó F x à k d q y J ǎ p Q v z B x b P b h ù	ungrammatical
W w f n q W a Y e m l á m e B ǎ R M ó C H n s N b J b w P ǔ W J	ungrammatical
a ǒ T T l M o ǎ ǔ d P L C G é b D b V I s D c P x m c D m ò O à	ungrammatical
c ǒ ǎ L w h c b D X u à B M D z D è p i k F E n X J r f Z z p à	ungrammatical
d p V z W g ǎ d V j I B p o G J á W F Q ú e ǔ z s a J W P n u j	ungrammatical
f b m U n I N o X I x k t b y l L z X U E z è J n K à c q ě ǎ v	ungrammatical
i K M v ǎ b z ǎ h t V o ó l è D ǔ ó o Z é b V Q Z ú ó n r c ǒ I	ungrammatical
l ě D ò R J k m g U E é u v j N Y u H e z L i e è b ǔ p h o g m	ungrammatical
n X E a d ò P g q v w ǔ q D O ó Q H m c y D P f G K A ǎ f g Z s	ungrammatical
q ò a W ǒ a p X n h y Q g B ò à à h Z h ó T S c P ǔ á d R x d U	ungrammatical
s Q A l O Q P v d x i q Z i è J m ě ǔ c d ǔ d k k u x w R q D i	ungrammatical
v ǒ t S S ó t j D ě ǎ E m E ǎ ò k ó e i p L v V e R m ě F o A ú	ungrammatical
x f y j t S m H h j J i z Q r c D C G B à N A y c c L i D O M ù	ungrammatical
ù ù W c J o E F u P d X ǔ o Z é ǔ H M u v o Q Q t Z à è g x è p U	grammatical
á P x b é s E é B O g c v W N B f è w e L à à z ě X y j è S N y u	grammatical
ǎ v ǔ i Q L r h é C X Q u u á ú t A V g v ù r A q H p ú ù s S L u	grammatical
ě K Y S A M e T O y J l Y C G T O a Z r ǎ f i o z v z a Z q h c ó	grammatical
ò g C ù e l M c e O ǔ P n S n l c h ǔ J q ù E ǎ G o ó f d O j B á	grammatical
ú v ú O P v h d V z D w y I l o I N X J l é P ǔ M a p p n r è y L	grammatical
C ě K ú ú L ò f A á D á u c Y ó ǎ U l V v A é ǔ y r v E G M I s V	grammatical
E V A Y ǎ l g l W U m ǒ T T ǎ Q a N r è d N c ǔ J O ǒ ě d v l K ě	grammatical
H ǔ e r s f Q w A L v Y Q J R g v P X ě K b C t Q T W h m B X ó ù	grammatical
J a i K G N k E ú E e V Y ǔ V l u à C à s é C a H F v z R W N T n	grammatical
M H y F ò M X ú ò m R K u s U ǒ J r N ò O S F ó X w à ǒ ú j p ǎ B	grammatical
O S I p V à X T x b y E a X W C è j U A c f h ó W C j y u L j ó D	grammatical
R S K è s z H ó P q f C W X m g T p R k V U S r m F j ǎ O m y V ǔ	grammatical
U H G P à N U ě l k c f B W g l ǒ a r k o c x w h L d p P l b s C	grammatical
W U ǒ Q ú t á h é L h k b E i ù k à n z a v R N á Q y N L e f S e	grammatical
Z ù U ò I t ù i B ù a ó O e O s U ǎ q è x R ò ò t l z p ó s F H ě	grammatical
b q W e q h Z à v q l ù r i x Y X m Q F o K ò c t n T s K A B ó v	grammatical
e V V á ǔ ǔ n ǒ m v D B Y G X h U h p O g x x O á g n M u l X ò D	grammatical
h V R b q V J ó d W g j u Q ú k à p b s U á Z q X t x ò M N t B o	grammatical
k D q U p r q o ǔ M D L d C k G V j O k ù S á o u B U h g i G ó w	grammatical
n ǔ H é a b H Z v k ǔ q L A H ě z Q v I R Q i P ě ò ǔ y H O N ó ě	grammatical
p n N i Y G à U x á D H m n ù T j z ó a C q x j P f X h R ò b ě R	grammatical
s B X R Z X q u ù T R u s D p r I R k k k k w X n V O l n W t J F	grammatical
u z f Z p c O v G C u E ù H f o q S p H G O J ǒ y Y n o G U G b ú	grammatical
x D o Z r H I H d Q l M à k i m á F f K c D b q F Z l h p S M h l	grammatical
ù ǔ C ò è r C g R W I v X e f ǒ P h ǒ m ò G I l p v ù f ǔ J q J P	ungrammatical
á P e é F n C R V e Y Q O t F á e D f ě m b n à g f r P O A t ó v	ungrammatical
é P x ù r h D X j C I l f L Y V A ě U F f p G à x L I f R s q L l	ungrammatical
ě m r r g N v q ò m U é a v ǒ ò s z L O N i l a ù H n C M q ě O P	ungrammatical
ǒ ě J à P ù ú ò Z ò ù à F f Q I K X d y c f G K K ǔ Q l ú B z f ú	ungrammatical
A m P H E X ǔ f f g f v k Y t Z n N d P P v e r N é Z t Q Y s u J	ungrammatical
D I R ó X J w ǎ F q F ǔ X r I a ù H a u K ǔ è v n a I J P D è R O	ungrammatical
G é è N M w g x S R ǔ a j ù W é n r M k c é q J R x v X ě J n G c	ungrammatical
I x y r ù ù ò e J b q v K u o Y t A ǔ y r ǎ E b f b y D t P Y K c	ungrammatical
L à ù U C c g L ù y è x G N I z e ò e F q J o F x é X h O ǎ E P ú	ungrammatical
N d A L b Y g r b ú è x W k w i ò P w Q O à è T R d x ǔ ě ó t E d	ungrammatical
Q K S ě x ě ǔ I V Z x o d t K n d R w è B n o y m Q R g f w L h g	ungrammatical
T J F P è s W ó f K j X e e é L o I ú á S é I b h L i M w o y V e	ungrammatical
V g t o Z ù L I l f ú ǎ V W C G ǒ G o c à s j ù ù E G B E c L ǒ Z	ungrammatical
Y ú C ǒ O Q J ò S a L E h r J ù A H ě O a N R C ò ǔ ó h ě J d N è	ungrammatical
a d Z D S v c E Z Y y F è G c y M I D B V M g á L l k D t A z H à	ungrammatical
c T c p w M ò t ǒ M D R Q n Y M á é W é ó H S ǒ G e r k t s n C è	ungrammatical
e F ù u u C ú x ù T B t H P s ǎ L V H B N V ó e N f ě i b R Q x k	ungrammatical
g G Y d H i R s á a g F q V B M u h v a S F é I m á N b s Z à O ě	ungrammatical
i k ó N ú f Q á I S ò a R t R n ú J E r c y o G Y F ǎ c Z e c é q	ungrammatical
l W S G P Q Y w L A V è Z X D t Y s I u a g x ǔ ó ǒ R G a z Q l A	ungrammatical
o F w ú Z F i x B X C J b z q G Z Q P a E Z d d e t y N f ò é ě ò	ungrammatical
