form	categorical_judgment
ù ǔ M G a é H R I x h k a D n a ǔ S X s y U K a ú k a r T t b	grammatical
á Z Q w ǔ E é P a a y w k Y E i a t r B k M a D a k e d z R Q	grammatical
é ó y a h J D x G q n ò V ǒ r ú y a ù G N a ò ú a a b b ù w ù	grammatical
ó ù á n t t ù H g L a I A U Q è r x K a l a X N p i a è G G a	grammatical
ǒ H á a i y T q E M u p a ě a S v g T a y q i v a H e v z ě é	grammatical
B C g w A ǎ O X a a W X G R q A ò K a B Q ó w p ǒ a a ǒ è n ò	grammatical
E N X D Q é á T E N F N ò m M à a a á ǒ a w a S a C s s Y U t	grammatical
H D X a P S a U j p X ǒ H J h m ò p a i A T L W w ú a U a c c	grammatical
J x F q a a W a Z t r D E h h v O X a a ǎ E w J F S O z z G b	grammatical
M ě s H K H X a W ě q H a X H ǔ k D a o E ǔ a i y V é a ú è p	grammatical
O a ǔ O a é Y a Y ú a s M m o è a d t q c f L k f w G ò ǒ L S	grammatical
R H x ò W B M ò q G B a a O ǔ X n a s X Y x ě Q o a o m M u a	grammatical
U W à a D a t z a ó I E E i ó V ú H a o ú B o ě ǔ u n v ó a N	grammatical
X J a N G g Z á a y r P m é W h D à ó S á x ò a a G ù y a T y	grammatical
a á l l g ě a a N V X ě t r I p P a h F è k L k X P a i R n S	grammatical
a F O W F z a L t r á a J ú K x a r g I a ǔ i K ě w I T b ě n	grammatical
a V a T a F è ǎ X à ǎ C Z t E v a à C Y ò a j è Z u à F J é h	grammatical
a h a R N é M ǒ a T B Z é Q a a z j V W k e b C V M n U ǒ á ù	grammatical
g ě a X E O ǎ r g a w v a K k B r H ú Y ò o I r a a U R D X G	grammatical
j ǎ K a R u A a è w m ě v k Q a C a g M t a B f g Q T C X V r	grammatical
l a N a a z Z a i a x n j C t V à T M X W ě H E r b C T G L p	grammatical
o N a a à a V A T C U A h J a I C C è F Z S A ò w K a r P U c	grammatical
r L a x g j g F I j S ǔ Q F t K a r t v l n T z j a ě a a R k	grammatical
u ó a é D T X B ǔ ò P a a R R ǒ u a R P h k a X Y Z Q o A x K	grammatical
w z L q ǒ C J q w y U Z j i M ò a N p a a r a X E á é T i q a	grammatical
