form	categorical_judgment
ù ǔ L g ě F I k J Q W G u X F u à U è ó	grammatical
ǔ A Y f ó p O D ò x V K h ǒ I M R J e Z	grammatical
á Q a u t J y B d p H F Q B ú ǔ w f ě o	grammatical
à f j W é j ú á C à G R q ǔ W P w S r g	grammatical
ǎ t G M ù I é ó v i Z v J ú W k ó b á L	grammatical
è ǔ L J M á M x j v G g X k n r R ě A h	grammatical
ě F f P j N f L B I E e K g P F m M j ó	grammatical
ò ù N D ǔ á z Z L g F O p w Y W C W w g	grammatical
ǒ è Y é G w è Q D m á M è D F ò F M v n	grammatical
ú K X L E s B ú X K p y N v d á P Q O ù	grammatical
B ǔ d P f k J C k Y m N D K ó é z b r F	grammatical
C G à W a I ó r K J B M K s ǎ O m H A ǒ	grammatical
D d ǔ b L V j ǒ l t v è ǒ m Q R j Y l u	grammatical
E j r j v i ě L i p a ó Y P D R P y ǎ M	grammatical
G á t N ǎ R ú v s L Y t Y á v L a Z W o	grammatical
H L M Q ó R G Q ě ǔ e r Q V I K t K c h	grammatical
I b t r n b o N i f X w è ǒ c e C z v z	grammatical
J r g Z H c ó m s à N v a A J A f U i á	grammatical
L D j m ù q M è R s K B M P ò B á ó Y A	grammatical
M T Q ú u V X ǒ c x w w S l b E è F y H	grammatical
O é ò R ě C k ú w Q e C F C K v Q n H L	grammatical
P b q i J k w l Q Y Y I X Z h ó W O Z y	grammatical
R é J y U Y ǔ N S c J C ě z l K K G L x	grammatical
S T U r z d é F ǒ W ú ò p d k s X k j J	grammatical
T k G I s O V J n j I G q J i V k I ǔ è	grammatical
V ù w A p N ǒ ú E G B S ú S v p g ó o h	grammatical
W è z u N J L t M ǎ è ù ǔ á B h C e i H	grammatical
X Q b m l ǔ n x s I L v y m y u e ǔ e s	grammatical
Y g w l X x D B u Y á c S T F q w q C K	grammatical
Z r w r n ǒ y h b g h i c W R m R f Z r	grammatical
a x K C q J q d K j d x d V é ú h e ú x	grammatical
c N q è z I p L S ě N C h H W H C d n K	grammatical
d f R o ù w à l ǔ x m z x O h ǔ h W K ǒ	grammatical
e h A p g é s ǎ C d N b d P D è r j Y E	grammatical
f v F a e R l P y D S b W k a u V ú b X	grammatical
h D O i z d K K K f N è o ǒ I ò ǎ ó I D	grammatical
i W á v K ǒ k j m ě V O d è s à M R s ú	grammatical
j k I N a à h Y n y à b H v u H C X ú p	grammatical
l ǎ G j Y q K à T v U C m ě P ù w é O q	grammatical
m D D k H D ǎ I Z ù a B G D I é G s z P	grammatical
n H O q y o B g C E K C è a A J v O F k	grammatical
o N b B R ó P C B B T l è w I J k W n R	grammatical
