grammatical	ungrammatical
ù ù ù m D a P i ú t é C ù q à A T h H s	ù i ù ù m D a P i ú t é C ù q à A T h H s
ù u ù v T ú ó è Q p I G a H d q G ú á l	ù u ù v j ú ó è Q p I G a H d q G ú á l
á è ǎ ǎ ó E F è L ǎ O O I J r a Z J x N	á è ǎ ǎ ó E F è j ǎ O O I J r a Z J x N
à F ǔ m R q ù M y y ǔ ú p s ó a x z P y	à F ǔ m R q ù M y y ǔ e p s ó a x z P y
ǎ K a O M é b l t W v m q Z á T i W e Q	ǎ K N O M é b l t W v m q Z á T i W e Q
é l R à ǔ a i f u y t n w m S U c V p W	é l R à ǔ v i f u y t n w m S U c V p W
è w H a G r ǒ Y ò X j u y x J I P o F à	g è w H a G r ǒ Y ò X j u y x J I P o F à
ó à m C a l è A r J a x v G à e ú i o Z	f ó à m C a l è A r J a x v G à e ú i o Z
ò N a ě è c e M o b ǔ w G U o a i a b c	ò N ǎ ě è c e M o b ǔ w G U o a i a b c
ǒ M n y r á W G x z X D a n U e M U ǔ y	ǒ M n y r k W G x z X D a n U e M U ǔ y
ú O ó z G U a j Y C F o m f à N A y a ú	ú O ó z G U ě j Y C F o m f à N A y a ú
A a l G T r ó Z ù Z ǒ k b d Q ú ǒ o f r	d A a l G T r ó Z ù Z ǒ k b d Q ú ǒ o f r
B a a ù J f à D C h n l n F x b t é è x	g B a a ù J f à D C h n l n F x b t é è x
C U z H ě p a x ò R n f j u o Q C R M Y	C k U z H ě p a x ò R n f j u o Q C R M Y
D a G é ù ǎ T x Y o ǔ ǔ i i G D c f è w	D b G é ù ǎ T x Y o ǔ ǔ i i G D c f è w
E a o m ǎ ó é v k k I B è B A Y O u ǎ H	b a o m ǎ ó é v k k I B è B A Y O u ǎ H
F v n O a Z f y é F K c X Y A C B q o W	F v e n O a Z f y é F K c X Y A C B q o W
H à G q D C N T r à ǔ W a N G U c f M F	H à G q D C N T h à ǔ W a N G U c f M F
I H a à w ò h q Z P ò ǎ h G G x B ǒ R ǔ	c I H a à w ò h q Z P ò ǎ h G G x B ǒ R ǔ
J K a M O o ò V c G ǔ i W K X ě é j ú ǎ	c J K a M O o ò V c G ǔ i W K X ě é j ú ǎ
K Y s Z a E q ù S w f h W Z e x u J B Y	e K Y s Z a E q ù S w f h W Z e x u J B Y
L o M s t Y R I F M a Q r p a G G o A o	L o M s c t Y R I F M a Q r p a G G o A o
M m R ǒ F á o N s Y ò a t D o w q e N w	M m R ǒ F á o N s Y ò h a t D o w q e N w
N y a b ǎ N x U K R M U ǔ p t R D s ǎ b	N y ó b ǎ N x U K R M U ǔ p t R D s ǎ b
P ě q a m u n h e G ě J c D P V ó f c Z	P ě q y m u n h e G ě J c D P V ó f c Z
Q ǔ T A ó ú F p F a R t H z D y I Y i U	Q ǔ T f A ó ú F p F a R t H z D y I Y i U
R B I ǒ I L Z y l M p q ú T B a G a C à	R B I ǒ I L f Z y l M p q ú T B a G a C à
S Q x O u W P v y Z S V a q N O z i ù B	S Q x O u W P v y Z k V a q N O z i ù B
T Y Q Z l y F é T a é ǎ T M G T d q T h	T f Q Z l y F é T a é ǎ T M G T d q T h
U a M ù z G W K E Z j u á ǔ W P Z p ě T	U m M ù z G W K E Z j u á ǔ W P Z p ě T
V v z p R y w q G n ǔ T w ě B a ǒ f à n	V v z p R y w q G n ǔ T w ě e B a ǒ f à n
X à s a j L r A p i d s ò X ò b H y b j	X k s a j L r A p i d s ò X ò b H y b j
Y I è r ó M a w k W W I S X S à f t v ú	Y k è r ó M a w k W W I S X S à f t v ú
Z P Z O Q o a R ě u Z S K i á g v à P y	Z j Z O Q o a R ě u Z S K i á g v à P y
a ò i J l r T p H M ó J U j é I ě z a H	y ò i J l r T p H M ó J U j é I ě z a H
a M U Z E r F B H p o k B Y g b D ò ě ù	ó M U Z E r F B H p o k B Y g b D ò ě ù
a d L B B Y p ó w C R R x S d f D d a ǒ	j a d L B B Y p ó w C R R x S d f D d a ǒ
a s q g T O X j t z ó R l c V w ě W u L	A s q g T O X j t z ó R l c V w ě W u L
l n x a c s ǒ N U L Z O Z W ǎ x l Y ǔ g	l n x C c s ǒ N U L Z O Z W ǎ x l Y ǔ g
m s V á a ǒ I ù n á h p g E c k B G f g	i s V á a ǒ I ù n á h p g E c k B G f g
o è l v ó K n Q à H á ǒ N a i B h T V e	o è l v ó c K n Q à H á ǒ N a i B h T V e
p B W E R o è a W p L S r y x G B S ǒ K	c B W E R o è a W p L S r y x G B S ǒ K
q Q m X q U s y ě G o a V á X B D q ú O	q Q m X q U s y j ě G o a V á X B D q ú O
r m r à B ǎ y C K D n U W a ǔ O n Z T W	r m r à B ǎ y C K D n b W a ǔ O n Z T W
s v à E I P C R ò a f ó E t ě r Q M f S	b s v à E I P C R ò a f ó E t ě r Q M f S
