step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.002285,-53.86560821533203,-53.85669708251953,sp2,32,0.001,41.18340301513672
10,0,40.56447,-52.9411506652832,-53.54439926147461,sp2,32,0.001,40.7686882019043
20,1,40.173927,-52.065345764160156,-53.30609893798828,sp2,32,0.001,39.37071228027344
30,1,39.826607,-51.248199462890625,-53.13071060180664,sp2,32,0.001,38.772010803222656
40,2,39.52302,-50.4845085144043,-53.017173767089844,sp2,32,0.001,38.8430061340332
50,3,39.25154,-49.76993179321289,-52.9494514465332,sp2,32,0.001,38.346656799316406
60,3,39.008446,-49.09751510620117,-52.92171096801758,sp2,32,0.001,37.87846755981445
70,4,38.797283,-48.47222900390625,-52.937313079833984,sp2,32,0.001,37.18182373046875
80,5,38.613422,-47.884422302246094,-52.990379333496094,sp2,32,0.001,36.6589241027832
90,5,38.45099,-47.32929229736328,-53.07225799560547,sp2,32,0.001,35.871726989746094
100,6,38.311848,-46.810672760009766,-53.18324279785156,sp2,32,0.001,36.91390609741211
110,6,38.189144,-46.32257080078125,-53.31278991699219,sp2,32,0.001,36.410728454589844
120,7,38.090385,-45.865875244140625,-53.47398376464844,sp2,32,0.001,35.84961700439453
130,8,38.006203,-45.43384552001953,-53.65381622314453,sp2,32,0.001,35.28264236450195
140,8,37.938923,-45.02800369262695,-53.85300064086914,sp2,32,0.001,35.698577880859375
150,9,37.88006,-44.64311218261719,-54.059547424316406,sp2,32,0.001,34.22337341308594
160,10,37.83374,-44.280372619628906,-54.278926849365234,sp2,32,0.001,34.50550079345703
170,10,37.797752,-43.93687438964844,-54.50853729248047,sp2,32,0.001,33.189273834228516
175,10,37.786087,-43.774681091308594,-54.629615783691406,sp2,32,0.001,32.74911880493164
