grammatical	ungrammatical
a ù K V s g d f K b g ó j ǔ Z Z M ò y h	ù a ù K V s g d f K b g ó j ǔ Z Z M ò y h
a ò à J R ǎ F M P c J r g é ú d ě v ǔ g	é a ò à J R ǎ F M P c J r g é ú d ě v ǔ g
a g H ú ú S ú ě o V S g A h A A K k Z ǒ	ǒ a g H ú ú S ú ě o V S g A h A A K k Z ǒ
a ǔ ě j ǔ U y o Y e H n g n V v g á ě g	D a ǔ ě j ǔ U y o Y e H n g n V v g á ě g
a M ù y P ǔ ě R X O O ě m à N g j K j g	H a M ù y P ǔ ě R X O O ě m à N g j K j g
a q d d g V e C V v ǔ ù O g t S R t r J	M a q d d g V e C V v ǔ ù O g t S R t r J
a p b M d g M m R o z X r é M u r t X g	S a p b M d g M m R o z X r é M u r t X g
a A q g O s Z ù I ǔ Y ù ó N k ú Y é g i	W a A q g O s Z ù I ǔ Y ù ó N k ú Y é g i
a Z t q s w K H g ě U Q Y ò ò g x u a à	c a Z t q s w K H g ě U Q Y ò ò g x u a à
a ě h T g è a k u ù L T g t k N Z E u è	g a ě h T g è a k u ù L T g t k N Z E u è
a g T U E w P Z H X G M g ǎ a Q j m R h	l a g T U E w P Z H X G M g ǎ a Q j m R h
a o è ù e c K F g n v C V x v g Q s ó y	q a o è ù e c K F g n v C V x v g Q s ó y
a M a W T i ù ǎ g g X T s a w d y é D i	w a M a W T i ù ǎ g g X T s a w d y é D i
a T k d c g D é A A O K ǒ x v Q ǎ g a O	ù T k d c g D é A A O K ǒ x v Q ǎ g a O
a L Q p U b g X g ě J U a j O d F y ù x	é L Q p U b g X g ě J U a j O d F y ù x
a g è K c A T N t x u s A g O z ó R T é	ǒ g è K c A T N t x u s A g O z ó R T é
a D g F e g q B D d n w a r I ó m W ě f	C D g F e g q B D d n w a r I ó m W ě f
a è F G P t T g g Q S ǎ k è r x u è d L	G è F G P t T g g Q S ǎ k è r x u è d L
a a A Q g k p Q p g e G v ǔ ú ě I k ù W	L a A Q g k p Q p g e G v ǔ ú ě I k ù W
a ù l x R e u X k g ǎ x f X ù ù g T c e	Q ù l x R e u X k g ǎ x f X ù ù g T c e
a y i X z ǔ x U p U ǔ r á g l ò g L ě ò	V y i X z ǔ x U p U ǔ r á g l ò g L ě ò
a ù f F t g E l z S f f n K L x t ǎ g R	a ù f F t à E l z S f f n K L x t ǎ g R
a V r ǒ u P p H J p V O g ù x m g k K M	a V r ǒ u P p H J p V O g ù x m e k K M
a g P e R I é à V ǎ g O W S ǔ o h D U X	a g P e R I é à V ǎ D O W S ǔ o h D U X
a f á ú é Q z V A o a W w U g ǎ è D Z g	a f á ú é Q z V A o a W w U C ǎ è D Z g
a ǔ ò a v ò g K v Q à w o X o g W ù V s	a ǔ ò a v ò n K v Q à w o X o g W ù V s
a M z ò y O a l o E f W g C a N ě X W g	a M z ò y O a l o E f W g C a N ě X W è
a h P a C g p K y c m h g l L F f d P Z	a h P a C g p K y c m h p l L F f d P Z
a Q t g W d A M A ǔ d R V V C ó D g H z	a Q t g W d A M A ǔ d R V V C ó D x H z
a w k g P i M b H ò m H O U e D ú f S g	a w k g P i M b H ò m H O U e D ú f S x
a S G E Y g q d y b z g K e v x ú x è k	a S G E Y S q d y b z g K e v x ú x è k
a L W W t g E B ǎ S B x i ě z o è ù g i	a L W W t y E B ǎ S B x i ě z o è ù g i
a i B ǔ j N b Y G t o g à n ǒ ǎ ù L g G	a i B ǔ j N b Y G t o V à n ǒ ǎ ù L g G
