step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.21607,-54.345298767089844,-55.21072769165039,sp2,32,0.001,40.65542984008789
10,0,40.75292,-53.186859130859375,-54.05999755859375,sp2,32,0.001,41.20479965209961
20,1,40.341156,-52.1021728515625,-52.987037658691406,sp2,32,0.001,39.279815673828125
30,1,39.979855,-51.091026306152344,-51.991615295410156,sp2,32,0.001,39.614105224609375
40,2,39.667328,-50.1499137878418,-51.06984329223633,sp2,32,0.001,38.4820556640625
50,3,39.404896,-49.295387268066406,-50.23710250854492,sp2,32,0.001,37.46616744995117
60,3,39.18785,-48.51649475097656,-49.48261260986328,sp2,32,0.001,38.29254150390625
70,4,39.011208,-47.805213928222656,-48.79780578613281,sp2,32,0.001,37.99451446533203
80,5,38.87169,-47.15829849243164,-48.17924118041992,sp2,32,0.001,36.452823638916016
90,5,38.765156,-46.575496673583984,-47.62677001953125,sp2,32,0.001,36.51090621948242
100,6,38.688152,-46.04942321777344,-47.131649017333984,sp2,32,0.001,35.30685043334961
110,6,38.636223,-45.582176208496094,-46.695281982421875,sp2,32,0.001,36.128379821777344
120,7,38.60819,-45.14722442626953,-46.29311752319336,sp2,32,0.001,35.88121032714844
130,8,38.596096,-44.76914978027344,-45.946475982666016,sp2,32,0.001,35.14329147338867
140,8,38.60081,-44.42622375488281,-45.635005950927734,sp2,32,0.001,35.42481994628906
150,9,38.613403,-44.12682342529297,-45.36594009399414,sp2,32,0.001,36.33423614501953
160,10,38.637802,-43.854034423828125,-45.123008728027344,sp2,32,0.001,33.29207229614258
170,10,38.67382,-43.60402297973633,-44.90269470214844,sp2,32,0.001,33.553489685058594
175,10,38.694134,-43.488346099853516,-44.80184555053711,sp2,32,0.001,34.24605178833008
