grammatical	ungrammatical
ù ù a a a y a G z a Z b H ó J a b T a b	ù ù a a a y a G a z a Z b H ó J a b T a b
ǔ u a a a a a b D R D á é ó a m b a b A	ǔ u a a a a a a b D R D á é ó a m b a b A
ǎ a D t a S a a a H a b a b A m z b U R	ǎ a D t a S a a a H a b a b A a m z b U R
è b b E é ǔ b b b L z a á M b a b ò q a	b è b b E é ǔ b b b L z a á M b a b ò q a
ó b a p b a r y b b Q b y b b y o è l b	a ó b a p b a r y b b Q b y b b y o è l b
ǒ b j u b a b a a n a a x o a a l ǔ u z	ǒ b a u b a b a a n a a x o a a l ǔ u z
B è ù a m a a a a a I Q y ě r a b a b ù	B è ù a m a a a a a I Q y b r a b a b ù
D b a b a n b a f K ù a a Y a M á a W a	D b a b a n b a n K ù a a Y a M á a W a
F v S b b P ò b b b B é n a b x q a b a	F b S b b P ò b b b B é n a b x q a b a
H b b b ó I b b C N b a r b a U A q W b	H b b b ó I b b C N b a r b a U A q W b a
K ù a b à a b ù a b b T s b z M b p b R	K ù a b à a b ù a b b b T s b z M b p b R
M Q b è x b s T t b b b T b a V S b a a	M Q b è x b s T t b b b T b a V S b a b a
O g p a a I ò á G H E a a a b a b s a b	O g p a a I ò á a H E a a a b a b s a b
R C D é b ó u b b S b b a b T q T a b a	R C D é b ó u b b S b b b a b T q T a b a
T a Y b p a y p S b è a a a a K a a H w	b a Y b p a y p S b è a a a a K a a H w
V a a a a a ú b P é n a b q ě a b T E ó	V a a a a a a b P é n a b q ě a b T E ó
X a b a b O a P b F b Y K n b b E s ó b	X a b a b O a P b F b Y K n b b E s b ó b
Z j a a a a P a a b ǔ a ǔ b Y ě a N E D	Z j a a a a P a a b ǔ a ǔ b Y ě a N E b D
a ǒ à Q K b a R ǔ é b a M j b b b b C b	a ǒ à Q K b a R ǔ é b a M b b b b b C b
a I a ù a ú a a H Q é v b B á a b a J b	a I a ù a ú a a H Q é v a b B á a b a J b
a R a Y q Z H M a a G a T m a b a b b A	a R a Y q Z H M a a G a T m a b a b a b A
a a ù o ú a x o a a a b P n M b a b Q w	a a ù o ú a x o a a a b P n a b a b Q w
a a T I a K H ě á á a y a b a N u b a b	a a T I a K H ě á á a a y a b a N u b a b
a a a a a é ó m P b a Y b A a T t E b S	a a a a a a é ó m P b a Y b A a T t E b S
a a w a z a a K b è a b F ǒ G a z b Q v	a a w a z a a a K b è a b F ǒ G a z b Q v
a b Q a b é U a b B W b b b ǒ é m E b ò	a b Q a b é U a b B W b b b b ǒ é m E b ò
