grammatical	ungrammatical
ù ù i t U d v c h ǒ ǔ ǎ d L a j x W ǎ d	ù ù i t U d v c h ǒ ǔ ǎ d L a j x c ǎ d
ǔ b S m c u v O t o R Z h p q p z c é m	ǔ b S m c u v O t o R Z h p q p b c é m
à ù e ù ǒ v H A c è N d ò a U P l d B H	à ù e ù ǒ v H A c è N d ò c U P l d B H
ǎ b à w F M ò B j B F á b ǎ b N ò ù k c	ǎ b à w F c ò B j B F á b ǎ b N ò ù k c
é m p Y ǔ X R b x b q l F K T c a L j s	é m p Y ǔ X R b c b q l F K T c a L j s
ě L f a ú à y L à f ù k ǒ a b Y u è w m	ě L f a ú à b y L à f ù k ǒ a b Y u è w m
ó v V w a F b z ǔ b à x è l i G T e R t	ó v V w a F b a z ǔ b à x è l i G T e R t
ǒ K c B C è d à M ú K c ǔ y T x q m l x	ǒ K c B C è d à M ú K c ǔ y T d x q m l x
ú c e f W i K á k p C ǒ c E Y D ù ǎ d l	ú c e f W d i K á k p C ǒ c E Y D ù ǎ d l
B M è ě z p e b K á h u q Q b a U T ó M	B M è ě z p e b K á h a u q Q b a U T ó M
C v ǎ t p h r á H ǔ B b n c O c q b à H	C v ǎ t p h r á H ǔ B b n c b O c q b à H
E a V j k ò b V a B z e f O r B v G a r	E a V j k ò b V a B z e f O b B v G a r
G è Y U F ó L y H F Z c d I O A ǒ N d c	G è Y U F ó L y H F Z c d I O A ǒ N d c d
H b N D S K C ú ú t ǎ M g a b ǔ q c U i	H b N D S K C ú ú t ǎ M g a b ǔ q c a U i
J é i b r K d ě ò D m h a T b E ǒ C S u	a é i b r K d ě ò D m h a T b E ǒ C S u
K b D O w Z i q G K ǎ á a t b N C ù S T	K b D O w Z i q G K ǎ á a t b N a ù S T
M ǎ a b n B T V A P F ǔ p ó I a ǎ ǒ V ú	M ǎ a b n B T V A P F ǔ p ó I a ǎ ǒ V b ú
N Y U c d Q c n ǒ j H p D c s Z ú ò Z W	N Y U c d Q c n ǒ j H p D c d s Z ú ò Z W
O x ú E S p l E F h p a Y W ó W b N r a	O b ú E S p l E F h p a Y W ó W b N r a
Q R B g z c G M ù ú d Y d W l ó c s ě r	Q R B g z c G M ù ú d Y d W l ó c d s ě r
S è b é a c v F r ǔ S Q s E è e ě u ó a	S è b é a b c v F r ǔ S Q s E è e ě u ó a
T Z b ě v u x W K x c H ò V U Y j d i c	T Z b ě v u x W K x c H ò V U b Y j d i c
U v á S a l b d P o e s m a X j q S A v	U v b á S a l b d P o e s m a X j q S A v
W L v ú k z c ò S à V V Q c J d à w à S	W L v ú k z c ò d à V V Q c J d à w à S
X x ě b c R è y t W b è M a g L k W I d	X x ě b c R è y t a b è M a g L k W I d
Z Z ǔ f q ǒ O e M é c R ǒ b ǔ d r ú h c	Z Z ǔ f q ǒ O e M b é c R ǒ b ǔ d r ú h c
a N T C B r j a Q T l ǒ m b X r R T E O	a N T C B r b j a Q T l ǒ m b X r R T E O
a g Q v e K ǎ Q B m y M ú a S à è q P b	a g Q v e b ǎ Q B m y M ú a S à è q P b
b é d P i c Q ǒ b k D S ò u i Y Q ó ǔ W	b é d P i c Q ǒ b k D S ò u i Y Q c ǔ W
b L p H s S s Q D F ǎ b H E h d t V h a	b a L p H s S s Q D F ǎ b H E h d t V h a
b a q é S ó b V á ó b Z g C M e m V H d	b a q é S ó b V á a b Z g C M e m V H d
b n S ě ǒ G c I á v P é c T é c i i V c	b n S ě ǒ G c I b á v P é c T é c i i V c
c ó g X ù D K x h d P f é g d J x V G x	c ó g X ù D K x h d P f é c g d J x V G x
c W o a l á a v D D b r E ù é V ǎ l é é	c W o a b á a v D D b r E ù é V ǎ l é é
c r r d b z m R O ù S d p C y ǒ r B B g	c r r d b c z m R O ù S d p C y ǒ r B B g
e Q t X B J y i S V b l à ǒ é b O A s a	e Q t X B J y i S V b l à ǒ é a b O A s a
f g Y è ú H p b t j U N D c X h i c l a	f g Y è ú H p b t j U N D c X b i c l a
h C Z D a K F W x I i h ǒ ǔ ó c N b á c	h C Z D a b F W x I i h ǒ ǔ ó c N b á c
i n M c ú c b G R ǔ a d U x b ě E N M à	i n M c ú d c b G R ǔ a d U x b ě E N M à
k Y ǒ ù ò A ó a d H q á ó V c X d ǎ k Y	k Y ǒ ù ò c A ó a d H q á ó V c X d ǎ k Y
m ǔ c ǒ é B V b c d I J è U R á h p ě G	m ǔ c ǒ é d V b c d I J è U R á h p ě G
n Q u Y O f à z k ò T m c b O H X p f c	n Q u Y O f à z k b T m c b O H X p f c
o u q Q b N e ù c J ǒ b ě q v f á k ú w	o u q Q b N e ù c J ǒ b ě q v c f á k ú w
q ó f ǒ X V à ù Y c ǔ c ú d d f è r R H	q ó f ǒ X V à ù Y c d c ú d d f è r R H
r a k k q è h z ǎ j F é b a z ǒ U ǔ T t	b a k k q è h z ǎ j F é b a z ǒ U ǔ T t
t G x q ǎ q a S n ǒ b L a P X k ǔ F G x	t G x q ǎ q a S n ǒ b L a b P X k ǔ F G x
u h L Y c b t C t e Y F m c è m e c J d	u h L Y c b t C t e Y F m d è m e c J d
