grammatical	ungrammatical
ù ù é J o W x p q s y m V ó M z z n g X	ù ù é J o W x p q s y m V ó M z z n A X
ǔ ó ǎ Q N ǒ R s W d O l V F g ǔ C ě s F	ǔ ó ǎ Q N ǒ R s W d O l V F I ǔ C ě s F
á V N g t E á é C X o n F s v ó R S ó g	á V N g t E á g C X o n F s v ó R S ó g
à j é r à f W g z H Y Z D B L y j L p p	à j é r à f W K z H Y Z D B L y j L p p
é ǒ z ě x é V j t g S P é z C I B á C k	é ǒ z ě x é V j t V S P é z C I B á C k
è O t l á ǒ F Y é ǒ G c i d B ò X g V B	è O t l á ǒ F Y é ǒ G c i d B ò X u V B
ě U v a ù N X è q H K b y v A B W g w è	ě U v a ù N X è q H K b y v A B W P w è
ò ó à V x q à g V J B ú J l F E F f m ó	ò ó à V x q à Y V J B ú J l F E F f m ó
ǒ b P è e p d N U P è s y i b a v W á g	ǒ b P è e p d N U P è s y i b a v W á v
ú s F c A x t s ǒ T A è ǔ g t I c L U b	ú s F c A x t s ǒ T A è ǔ W t I c L U b
B N y P Q j Q è g i S A f n Q r x V k i	B N y P Q j Q è j i S A f n Q r x V k i
C e ǎ x F w ù g s R s I é é q a b u è N	C e ǎ x F w ù X s R s I é é q a b u è N
D w g Z e O R G k g ǒ Y K P K ú é x U Q	D w g Z e O R G k g g Y K P K ú é x U Q
F K è W ó ǎ r L b q F l e G g m V q w f	F K è W ó ǎ r L b q F l e G u m V q w f
G U v g T y R r z E w h X j k N H t à q	G U v E T y R r z E w h X j k N H t à q
H o S J w g é A u m n ú è E y è è H P f	H o S J w Z é A u m n ú è E y è è H P f
J ě j ò S R c g Z Y é H d w é T r E A k	J ě j ò S R c ú Z Y é H d w é T r E A k
K l ú R K m N d I ù ǎ b R x ó O à O g C	K l ú R K m N d I ù ǎ b R x ó O à O G C
M ò c t ù O p S ó v G F X c R ú s T E g	M ò c t ù O p S ó v G F X c R ú s T E
N c F f H R ó A l u h à r T I Q Y g ǔ m	N c F f H R ó A l u h à r T I Q Y ó ǔ m
O y x O O c E j j ó Y v N B e ú F g D F	O y x O O c E j j ó Y v N B e ú F U D F
Q I j j W f Z ó u ó g A D h c M s A Y A	Q I j j W f Z ó u ó t A D h c M s A Y A
R f ǒ B s N K G I ě z z ó g ú O é ó K ò	R f ǒ B s N K G I ě z z ó ě ú O é ó K ò
T ù ě g ě ě d u ó j è u r ǒ v x Y O l U	T ù ě I ě ě d u ó j è u r ǒ v x Y O l U
