step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.041073,-53.908843994140625,-53.9032096862793,ptsl2,32,0.001,42.29408264160156
10,0,40.999126,-53.83066177368164,-53.86765670776367,ptsl2,32,0.001,39.82345199584961
20,1,40.957466,-53.75309753417969,-53.83208465576172,ptsl2,32,0.001,41.56904220581055
30,1,40.915707,-53.67531204223633,-53.79642868041992,ptsl2,32,0.001,40.8151741027832
40,2,40.87387,-53.59730529785156,-53.760650634765625,ptsl2,32,0.001,41.354068756103516
50,3,40.83165,-53.5179443359375,-53.72524642944336,ptsl2,32,0.001,40.19294357299805
60,3,40.78939,-53.438289642333984,-53.68998718261719,ptsl2,32,0.001,41.027870178222656
70,4,40.74683,-53.35793685913086,-53.6545524597168,ptsl2,32,0.001,40.007144927978516
80,5,40.704155,-53.27671813964844,-53.6197395324707,ptsl2,32,0.001,40.09148025512695
90,5,40.66126,-53.195350646972656,-53.584327697753906,ptsl2,32,0.001,40.29640197753906
100,6,40.618126,-53.113189697265625,-53.54901885986328,ptsl2,32,0.001,40.03881072998047
110,6,40.57487,-53.030242919921875,-53.51423263549805,ptsl2,32,0.001,40.168067932128906
120,7,40.531532,-52.947669982910156,-53.478538513183594,ptsl2,32,0.001,40.051063537597656
130,8,40.487965,-52.86402893066406,-53.44334411621094,ptsl2,32,0.001,41.63740158081055
140,8,40.44411,-52.77964782714844,-53.4080696105957,ptsl2,32,0.001,38.861244201660156
150,9,40.40065,-52.6951904296875,-53.373870849609375,ptsl2,32,0.001,40.07767868041992
160,10,40.35708,-52.610267639160156,-53.33972930908203,ptsl2,32,0.001,40.95405578613281
170,10,40.313305,-52.524803161621094,-53.30580520629883,ptsl2,32,0.001,39.619667053222656
175,10,40.291515,-52.482120513916016,-53.28880310058594,ptsl2,32,0.001,39.30734634399414
