['a', 'b', 'a', 'b', 'a', 'b', 'a', 'c', 'b', 'd', 'a', 'd', 'c', 'b', 'a', 'b', 'a', 'b', 'c', 'c']
['a', 'a', 'a', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'c', 'b', 'b', 'b', 'd', 'b', 'd', 'c', 'c', 'c']
['a', 'b', 'a', 'b', 'a', 'b', 'c', 'd', 'a', 'b', 'd', 'b', 'd', 'c', 'd', 'b', 'b', 'b', 'd', 'd', 'c', 'd', 'd', 'd', 'b', 'd', 'a', 'c', 'c', 'a', 'd']
['a', 'a', 'a', 'a', 'a', 'c', 'a', 'c', 'b', 'c', 'a', 'b', 'a', 'd', 'd', 'c', 'a', 'a', 'c', 'd', 'c', 'b', 'a', 'a', 'a', 'c', 'a', 'b', 'b', 'a', 'b']
step,epoch,mean_loss,good_scores,bad_scores,diff
0,0,34.78289,-56.103111267089844,-56.163204193115234,0.060092926025390625
1,0,33.355415,-56.06435775756836,-56.17504119873047,0.11068344116210938
2,0,32.38697,-56.0211296081543,-56.18658447265625,0.16545486450195312
3,0,34.392548,-55.9796257019043,-56.200523376464844,0.22089767456054688
4,0,33.22701,-55.93886184692383,-56.21672821044922,0.2778663635253906
5,0,33.848232,-55.90085220336914,-56.233211517333984,0.33235931396484375
6,0,33.642982,-55.86484909057617,-56.25157165527344,0.3867225646972656
7,0,33.613544,-55.83060073852539,-56.2693977355957,0.4387969970703125
8,0,33.78366,-55.79697799682617,-56.28820037841797,0.4912223815917969
9,0,33.816532,-55.76396942138672,-56.30733108520508,0.5433616638183594
10,0,33.387733,-55.732357025146484,-56.326229095458984,0.5938720703125
11,0,33.740067,-55.70283889770508,-56.346561431884766,0.6437225341796875
12,0,34.727047,-55.67414093017578,-56.36795425415039,0.6938133239746094
13,0,34.645176,-55.64522171020508,-56.38872528076172,0.7435035705566406
14,0,33.720085,-55.61674499511719,-56.409523010253906,0.7927780151367188
15,0,33.881,-55.5897102355957,-56.42976379394531,0.8400535583496094
