['a', 'b', 'a', 'b', 'a', 'b', 'a', 'c', 'b', 'd', 'a', 'd', 'c', 'b', 'a', 'b', 'a', 'b', 'c', 'c']
['a', 'a', 'a', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'c', 'b', 'b', 'b', 'd', 'b', 'd', 'c', 'c', 'c']
['a', 'b', 'a', 'b', 'a', 'b', 'c', 'd', 'a', 'b', 'd', 'b', 'd', 'c', 'd', 'b', 'b', 'b', 'd', 'd', 'c', 'd', 'd', 'd', 'b', 'd', 'a', 'c', 'c', 'a', 'd']
['a', 'a', 'a', 'a', 'a', 'c', 'a', 'c', 'b', 'c', 'a', 'b', 'a', 'd', 'd', 'c', 'a', 'a', 'c', 'd', 'c', 'b', 'a', 'a', 'a', 'c', 'a', 'b', 'b', 'a', 'b']
step,epoch,mean_loss,good_scores,bad_scores,diff
0,0,27.7856,-56.093162536621094,-56.34476089477539,0.2515983581542969
1,0,34.704506,-56.03574752807617,-56.58662414550781,0.5508766174316406
2,0,34.166294,-56.01327896118164,-56.912506103515625,0.8992271423339844
3,0,32.23826,-56.04404830932617,-57.24235153198242,1.19830322265625
4,0,28.839874,-56.03806686401367,-57.53878402709961,1.5007171630859375
5,0,35.649647,-55.94566345214844,-57.76607131958008,1.8204078674316406
6,0,29.591133,-55.8280143737793,-58.01021957397461,2.1822052001953125
7,0,31.774048,-55.71061706542969,-58.229827880859375,2.5192108154296875
8,0,31.532164,-55.617801666259766,-58.47712707519531,2.859325408935547
9,0,31.398342,-55.53828048706055,-58.7335090637207,3.1952285766601562
10,0,35.591534,-55.421939849853516,-58.96001434326172,3.538074493408203
11,0,38.629707,-55.3218879699707,-59.197147369384766,3.8752593994140625
12,0,32.152645,-55.226531982421875,-59.42258834838867,4.196056365966797
13,0,37.937485,-55.12001037597656,-59.60068130493164,4.480670928955078
14,0,34.45134,-55.05121612548828,-59.78824996948242,4.737033843994141
15,0,33.607803,-54.98339080810547,-59.93724822998047,4.953857421875
16,0,34.02892,-54.96017837524414,-60.10367965698242,5.143501281738281
17,0,39.778137,-54.9508056640625,-60.280616760253906,5.329811096191406
18,0,31.6513,-54.95732116699219,-60.47690200805664,5.519580841064453
19,0,29.061707,-54.93686294555664,-60.65266418457031,5.715801239013672
20,0,28.092674,-54.918087005615234,-60.82749557495117,5.9094085693359375
21,0,31.771269,-54.88343048095703,-60.9741325378418,6.090702056884766
22,0,28.557072,-54.84698486328125,-61.12126922607422,6.274284362792969
23,0,30.32869,-54.79652404785156,-61.2318229675293,6.435298919677734
24,0,35.206657,-54.74922561645508,-61.3409423828125,6.591716766357422
25,0,31.38613,-54.70977020263672,-61.44582748413086,6.736057281494141
26,0,29.612326,-54.68978500366211,-61.57575607299805,6.8859710693359375
27,0,30.526266,-54.665931701660156,-61.68970489501953,7.023773193359375
28,0,32.501534,-54.641319274902344,-61.784446716308594,7.14312744140625
29,0,30.607424,-54.6107177734375,-61.84974670410156,7.2390289306640625
30,0,34.324806,-54.58792495727539,-61.92505645751953,7.337131500244141
31,0,37.926247,-54.561256408691406,-61.98114013671875,7.419883728027344
32,0,28.549053,-54.53793716430664,-62.05600357055664,7.51806640625
33,0,27.471695,-54.5081787109375,-62.11959457397461,7.611415863037109
34,0,26.79438,-54.487693786621094,-62.196571350097656,7.7088775634765625
35,0,37.50376,-54.43315505981445,-62.25354766845703,7.820392608642578
36,0,27.249977,-54.389671325683594,-62.30887222290039,7.919200897216797
37,0,36.682137,-54.37507247924805,-62.3840446472168,8.00897216796875
38,0,28.30282,-54.35118103027344,-62.45951843261719,8.10833740234375
39,0,35.103195,-54.32707977294922,-62.549259185791016,8.222179412841797
40,0,26.3792,-54.3251838684082,-62.65657043457031,8.33138656616211
41,0,28.841934,-54.30598068237305,-62.74457931518555,8.4385986328125
42,0,31.91112,-54.2999153137207,-62.81875991821289,8.518844604492188
43,0,28.97951,-54.279727935791016,-62.88108444213867,8.601356506347656
44,0,31.422043,-54.26927947998047,-62.9369010925293,8.667621612548828
45,0,38.462845,-54.25601577758789,-62.984867095947266,8.728851318359375
46,0,31.114384,-54.253868103027344,-63.04220962524414,8.788341522216797
47,0,34.681408,-54.270362854003906,-63.102447509765625,8.832084655761719
48,0,31.71133,-54.305015563964844,-63.20380783081055,8.898792266845703
49,0,39.13617,-54.34062576293945,-63.31241226196289,8.971786499023438
50,0,36.909992,-54.39151382446289,-63.42898178100586,9.037467956542969
51,0,28.673653,-54.47593307495117,-63.57210922241211,9.096176147460938
52,0,26.090803,-54.5869026184082,-63.75120162963867,9.164299011230469
53,0,39.366516,-54.659061431884766,-63.90705871582031,9.247997283935547
54,0,38.785736,-54.72486877441406,-64.06298065185547,9.338111877441406
55,0,28.67333,-54.778465270996094,-64.20618438720703,9.427719116210938
56,0,36.449726,-54.79902267456055,-64.30355834960938,9.504535675048828
57,0,37.734737,-54.809234619140625,-64.37769317626953,9.568458557128906
58,0,35.791172,-54.78736114501953,-64.42388916015625,9.636528015136719
59,0,42.309517,-54.70741271972656,-64.36934661865234,9.661933898925781
60,0,38.31321,-54.6632080078125,-64.34796142578125,9.68475341796875
61,0,28.22413,-54.63593292236328,-64.36018371582031,9.724250793457031
62,0,37.551178,-54.639312744140625,-64.40814208984375,9.768829345703125
63,0,33.307117,-54.62794876098633,-64.4332046508789,9.805255889892578
64,0,35.530563,-54.63992691040039,-64.48881530761719,9.848888397216797
65,0,34.55999,-54.6647834777832,-64.54496002197266,9.880176544189453
66,0,29.97925,-54.681846618652344,-64.59626007080078,9.914413452148438
67,0,37.882683,-54.66264724731445,-64.59966278076172,9.937015533447266
68,0,39.564014,-54.63132095336914,-64.59513092041016,9.963809967041016
69,0,31.850151,-54.62717819213867,-64.61404418945312,9.986865997314453
70,0,29.660208,-54.67213439941406,-64.68952178955078,10.017387390136719
71,0,27.970161,-54.73548889160156,-64.78097534179688,10.045486450195312
72,0,37.878918,-54.78852844238281,-64.84916687011719,10.060638427734375
73,0,36.83081,-54.82314682006836,-64.9042739868164,10.081127166748047
74,0,40.410294,-54.79057693481445,-64.88176727294922,10.091190338134766
75,0,28.2256,-54.77709197998047,-64.86922454833984,10.092132568359375
76,0,29.267483,-54.74478530883789,-64.85527038574219,10.110485076904297
77,0,34.85529,-54.7439079284668,-64.87431335449219,10.13040542602539
78,0,31.355282,-54.775306701660156,-64.92796325683594,10.152656555175781
79,0,27.730602,-54.7747917175293,-64.9579086303711,10.183116912841797
80,0,27.172886,-54.76991271972656,-64.98167419433594,10.211761474609375
81,0,37.001827,-54.773128509521484,-65.03031921386719,10.257190704345703
82,0,36.489132,-54.73340606689453,-65.02456665039062,10.291160583496094
83,0,39.40224,-54.69163131713867,-65.02214050292969,10.330509185791016
84,0,29.623156,-54.642208099365234,-65.03113555908203,10.388927459716797
85,0,25.266594,-54.645416259765625,-65.10397338867188,10.45855712890625
86,0,39.668953,-54.642662048339844,-65.17460632324219,10.531944274902344
87,0,37.67652,-54.61610794067383,-65.22309875488281,10.606990814208984
88,0,31.041428,-54.56983184814453,-65.23450469970703,10.6646728515625
89,0,38.48423,-54.536766052246094,-65.26911926269531,10.732353210449219
90,0,38.722958,-54.51466369628906,-65.30680847167969,10.792144775390625
91,0,39.348167,-54.48834991455078,-65.33297729492188,10.844627380371094
92,0,38.525314,-54.45914840698242,-65.36756134033203,10.90841293334961
93,0,38.222378,-54.45026397705078,-65.42298126220703,10.97271728515625
94,0,29.448439,-54.484375,-65.51789093017578,11.033515930175781
95,0,30.1265,-54.546085357666016,-65.61939239501953,11.073307037353516
96,0,29.075588,-54.610904693603516,-65.71846771240234,11.107563018798828
97,0,39.71973,-54.665443420410156,-65.78275299072266,11.1173095703125
98,0,31.707047,-54.709449768066406,-65.81871795654297,11.109268188476562
99,0,38.624126,-54.7476806640625,-65.85498809814453,11.107307434082031
100,0,29.59893,-54.769081115722656,-65.87083435058594,11.101753234863281
101,0,35.54621,-54.76008605957031,-65.86544799804688,11.105361938476562
102,0,26.199198,-54.77309036254883,-65.89448547363281,11.121395111083984
103,0,33.180126,-54.75028991699219,-65.9041976928711,11.153907775878906
104,0,29.873737,-54.716209411621094,-65.89732360839844,11.181114196777344
105,0,35.60556,-54.69829559326172,-65.89459228515625,11.196296691894531
106,0,28.650106,-54.667598724365234,-65.87796020507812,11.21036148071289
107,0,26.624311,-54.65785598754883,-65.87834930419922,11.22049331665039
108,0,36.2287,-54.642913818359375,-65.87090301513672,11.227989196777344
109,0,38.102646,-54.60995864868164,-65.84182739257812,11.231868743896484
110,0,38.18317,-54.554264068603516,-65.81161499023438,11.25735092163086
111,0,28.012848,-54.51190948486328,-65.7931137084961,11.281204223632812
112,0,26.337074,-54.488826751708984,-65.77749633789062,11.28866958618164
113,0,35.612373,-54.463035583496094,-65.75642395019531,11.293388366699219
114,0,30.99112,-54.44322967529297,-65.74615478515625,11.302925109863281
115,0,30.604422,-54.45054626464844,-65.7534408569336,11.302894592285156
116,0,39.1287,-54.443851470947266,-65.74382781982422,11.299976348876953
