grammatical	ungrammatical
ù ǎ ò S w N F o k U U O r U d a b á I á	ù ǎ ò S w N F o k U U O r U a a b á I á
ǔ V x H ó x a e P B U h w b l V E Y O è	ǔ V x H ó x a a P B U h w b l V E Y O è
á t w S u ǒ x B a a D d R Q c S x U ǔ s	á t w S u ǒ x B a a D d R Q b c S x U ǔ s
ǎ a ò G ù b j E B X t n ǒ p y W A N P w	ǎ a a ò G ù b j E B X t n ǒ p y W A N P w
é t T g o l ǒ A c a a i G V c Q ǎ x X o	é t T g o l ǒ A c a a i G V c Q ǎ x X b
ě N ò ě U R ò V Q s p a B V b l W m d c	ě N ò ě U R ò V Q s p a a B V b l W m d c
ó a w W N y d r V I R p b è i b O m e ù	ó a a w W N y d r V I R p b è i b O m e ù
ò m é a g Z H b o H R U b T G w v f ǎ ó	ò m a a g Z H b o H R U b T G w v f ǎ ó
ú ǎ a à ù P r U T r z C ú ò k c p ó b s	ú ǎ a a à ù P r U T r z C ú ò k c p ó b s
A V A ǒ E ò D A V a D p a b U O t o I è	A V A ǒ E ò D A V a a p a b U O t o I è
B u H à r ǎ ǎ S è E F a V i p b T H V è	B u H à r ǎ ǎ S è E F a a i p b T H V è
D O g N ú R H a n D Y L g K x b O S ě C	D O g N ú R H a a n D Y L g K x b O S ě C
E i l a a l z q ǎ S A á ǎ ó O ǔ X C i ú	E i l a a l z q ǎ b A á ǎ ó O ǔ X C i ú
F t i X V e a a ǎ S e ǒ I n é A h o T h	F t i X V e a a ǎ S e ǒ I n é A h o T h b
H N M á O ǎ x F A a E a v b à N ǎ ó e H	H N M á O ǎ x F a a E a v b à N ǎ ó e H
I a w f ǔ ǎ J O ě à M b k ǎ a v O P F ó	I a a f ǔ ǎ J O ě à M b k ǎ a v O P F ó
K ě ù s P ǔ a ò Q ú v ǒ ò T R U f i x b	K ě ù s P a a ò Q ú v ǒ ò T R U f i x b
L Y m a a g s u á Y u ù c Q M H W D N Z	L Y m a a g s u á Y b u ù c Q M H W D N Z
M p f G l j Y L a S W s j L U r o b n B	M p f G l j Y L a a W s j L U r o b n B
O N r L ǎ F x u a a o Y c á q e f ǎ O z	O N r L ǎ F x u a a o Y c á b q e f ǎ O z
P f A d è i A S ǒ I P a b n i S R f G z	P f A d è i A S ǒ I P a a b n i S R f G z
R D ǎ a Z h t ǔ à J b b P U ó ù u h I y	R D ǎ a a Z h t ǔ à J b b P U ó ù u h I y
S a l m S E I ò é y ó q c a a s u ǔ ǒ v	S a l m S E I ò é y ó q c a a s u b ǒ v
U ò A e h j f a a A F y D ù W j j Y k ú	U ò A e h j f a a b A F y D ù W j j Y k ú
V h B N R W C b U x H w t v b q a a y H	V h B N R W C b U x H w t v b q a a b H
X ǒ a a L H n U F w Q l A U è R a W d e	X ǒ a a L H n U F b Q l A U è R a W d e
Y O P r j a R m è b P J k X D ò E F ò ǒ	Y O P r a a R m è b P J k X D ò E F ò ǒ
Z Q f B b e T s e ě a G a R P T z ò b Q	Z Q f B b e T s e ě a a G a R P T z ò b Q
a ó u á W T S E ù u i x L F á è y ǒ b ǔ	a a ó u á W T S E ù u i x L F á è y ǒ b ǔ
a T è Z Y Z U b ú H ò t n E C ǒ l X u R	a a T è Z Y Z U b ú H ò t n E C ǒ l X u R
a a M m ú l K r ǎ B u T ò a r S á é u U	a a M m ú l K r ǎ B u T ò a r S b á é u U
a a y T á K i M ú r s g p I K o Q R Q u	a a y T á K i M ú r s g p I K o Q R Q u b
a s u a x x R ù y v R r ǔ ě ó ó F K b m	a a s u a x x R ù y v R r ǔ ě ó ó F K b m
b t f ò i k Z Z j a a z ǒ D U M u l O ǒ	b t f ò i k Z Z j a a z ǒ D U M u l b O ǒ
d Q V f p l B a H X F V ǔ b è w E n ě ù	d Q V f p l B a a H X F V ǔ b è w E n ě ù
e e ǎ G r ǔ p ǔ X a a i Z ò d c j a W D	e e ǎ G r ǔ p ǔ X a a i Z b d c j a W D
f s Q M l f O V ù h V g l ù ǒ H è a ǔ b	f s Q M l f O V ù h V g l ù ǒ H a a ǔ b
h I ó á j U á M X u B a b f Q J z T L I	h I ó á j U á M X u B a a b f Q J z T L I
i L G è d y a V ě n b E ǎ ú C a G a i ú	i L G è d y a a ě n b E ǎ ú C a G a i ú
k ù ǔ C q ú c r Y a G u L H e y b ǎ ù ú	k ù ǔ C q ú c r Y a a G u L H e y b ǎ ù ú
l Z K I I a a J A Q d k ò r B a X F m v	l Z K I I a a J A Q d k ò r b B a X F m v
n ú é l S ě a b D e K á C D D o p r D H	n ú é l S ě a a b D e K á C D D o p r D H
o o l a ě g T B ǔ i ě u X b v ǎ l ǎ K H	o o l a a ě g T B ǔ i ě u X b v ǎ l ǎ K H
q R d x x Z i F ǎ ǎ s y g a J z t b d ó	q R d x x Z i F ǎ ǎ s y a a J z t b d ó
r V h L T v a X Z ú b t l u P X O V H d	r V h L T v a a X Z ú b t l u P X O V H d
s x e F à u F O ó a a o n è k f t L F K	s x e F à u F O ó a a o n è k f t b L F K
u à ǒ á x q a a ě F ó ú j ó á H ě é S Z	u à ǒ á x q a a ě F ó ú j ó b H ě é S Z
v V D C c ǒ O t a k m z H P ú Z b J ò z	v V D C c ǒ O t a a m z H P ú Z b J ò z
x D S x à E E a a è s l K g d X G s W T	x D S x à E E a a è s l b K g d X G s W T
y e y a ú K Y S v L b é Z r ǒ j I E è è	y e y a a ú K Y S v L b é Z r ǒ j I E è è
ù ù j ě b Z E a S è è d T j b ǔ B F O g f	ù ù j ě b Z E a a S è è d T j b ǔ B F O g f
ǔ a ó N G ǒ m P o V K B ě Y b g t Q v T Z	ǔ a a ó N G ǒ m P o V K B ě Y b g t Q v T Z
á u U z U E U W E R v f a c G Y X q L b X	á u U z U E U W E R v f a a G Y X q L b X
ǎ P D Z B n K a Q y b J D M J x ǒ w a B n	ǎ P D Z B n a a Q y b J D M J x ǒ w a B n
é h l v K a a K f a A Y P ǒ z Y ǒ K y F y	é h l v K a a K f a b A Y P ǒ z Y ǒ K y F y
ě ó b l v a è J ǎ b ǔ s n d O y B u à g ǒ	ě ó b l v a a è J ǎ b ǔ s n d O y B u à g ǒ
ó h g ú E N k ǒ ǎ d Q X O a a Y ǎ H Z d o	ó h g ú E N k ǒ ǎ d Q X O a a Y ǎ H b d o
ǒ è L a K à g l i i A ó à v a é ó s ù b è	ǒ è L a a K à g l i i A ó à v a é ó s ù b è
ú c r S o a y X z ǎ m u c é c b o s ù y j	ú c r S o a a y X z ǎ m u c é c b o s ù y j
A o j è n M ú W W ǔ O r D ó p V D K a a B	A o j è n M ú W W ǔ O r D ó p V D K a a B b
C é k F c E a y u O k r b B o ú y ě ò t t	C é k F c E a a y u O k r b B o ú y ě ò t t
D a R d r X e M l W u K x ě o b U T p K r	D a a d r X e M l W u K x ě o b U T p K r
F à u Y w ǎ à U X a A b L F ó d m i b R N	F à u Y w ǎ à U X a a A b L F ó d m i b R N
G H g K z ǒ ǔ Z T a K b k W r y V y u V F	G H g K z ǒ ǔ Z T a a K b k W r y V y u V F
H f a o i I é b i b á j A g Z E x D T ǒ ǔ	H f a a o i I é b i b á j A g Z E x D T ǒ ǔ
J ù è R w a ó W G q p s à ú H a a R D ǒ N	J ù è R w a ó W G q p s à ú H a a R b ǒ N
K I m I j a a B r U Q B ù J ù L B X D w ù	K I m I j a a B r U Q B ù J ù L B X b w ù
L a a ó l y é S F ù J p d n i x ó Z e z ǒ	L a a ó l y é S F b ù J p d n i x ó Z e z ǒ
M x C W o O E I I a ě L B Y z b ó e I C h	M x C W o O E I I a a ě L B Y z b ó e I C h
O R á D r ú L q ě N y ù a a e e ù E A á ù	O R á D r ú L q ě N y ù a a b e e ù E A á ù
P g U t b z X J a K o b d W u T X a ǒ S X	P g U t b z X J a a K o b d W u T X a ǒ S X
R à w s s u d G á M h ǒ V a X I b n O F n	R à w s s u d G á M h ǒ V a a I b n O F n
S V r n N l a M Z t b X o N J R ǔ y q ó h	S V r n N l a a M Z t b X o N J R ǔ y q ó h
T r Z a M r ó h q D C h k Q W b v l E Z e	T r a a M r ó h q D C h k Q W b v l E Z e
V A J V ǎ z Q é R l a Q N E z é H b b ù D	V A J V ǎ z Q é R l a a Q N E z é H b b ù D
W g E q O L Z j a a T v K i X l ó P f X i	W g E q O L Z j a a T b K i X l ó P f X i
Y ǒ V V W T ú a a ǎ D H ù q Y k Z X K B s	Y ǒ V V W T ú a a ǎ D H ù q Y k Z b X K B s
Z L e A T é Z S I n N v g q ù A a a k ó ù	Z L e A T é Z S I n N v g q ù A a a k ó ù b
a ó n t C u I P ó b C a F ù f ó u à H O A	a a n t C u I P ó b C a F ù f ó u à H O A
a T b W H ǔ J W B s Q l S K l z è Y c p M	a a T b W H ǔ J W B s Q l S K l z è Y c p M
a a U S A t A M P ǔ e o o ě ò é e n è j Z	a a U S A t A M P ǔ e o o ě ò é e n b è j Z
a i à A r é a p J b X i f Z P v H è ě Z a	a i à A r é a a J b X i f Z P v H è ě Z a
b ě f ò y a i q K à L F s x b G ù é ǒ W i	b ě f ò y a a i q K à L F s x b G ù é ǒ W i
c d ě A v m P k a a ò e l i y ò X q S ó N	c d ě A v m P k a a ò e l i y ò X b q S ó N
e à N n ó i J r J D a D ǒ F á N b C ú q à	e à N n ó i J r J a a D ǒ F á N b C ú q à
f c i a O v m I e W x B B v è l V N G b ǎ	f c i a a O v m I e W x B B v è l V N G b ǎ
h B a G j r w s T O W f h e B m j p ú b ǒ	h B a a G j r w s T O W f h e B m j p ú b ǒ
i a a ě w s á e ǎ u á R s x o R s T ú P v	i a a ě w s á e ǎ u b á R s x o R s T ú P v
k é T H A R a e á A v e b Z ù U m N o v X	k é T H A R a a e á A v e b Z ù U m N o v X
l X ù p k ù E l a s s q g J V b b ò r á t	l X ù p k ù E a a s s q g J V b b ò r á t
m h è u j r X q a c b M t C q U H T m ò O	m h è u j r X q a a c b M t C q U H T m ò O
n y ò ǎ H W ě n ǒ P u D s ù T a G d d l b	n y ò ǎ H W ě n ǒ P u D s ù T a a G d d l b
p Y B U k à a D Y G á x b p g U ǒ h s ǔ N	p Y B U k à a a D Y G á x b p g U ǒ h s ǔ N
r à q k G H E L ú k V E a f b Z ě ù X é t	r à q k G H E L ú k V a a f b Z ě ù X é t
s ó y I w P ù è R H d o ó D a z ó D b V g	s ó y I w P ù è R H d o ó a a z ó D b V g
t S a ó W ó o K P m i v S F u ě b á m A G	t a a ó W ó o K P m i v S F u ě b á m A G
u e v w ǎ O f O E B i U ǎ P o b d r à a b	u e v w ǎ O f O E B i U ǎ P o b d r à a a b
w ǎ F ǔ ǔ d a a j i s l O o k o i ò M è Z	w ǎ F ǔ ǔ d a a j i b l O o k o i ò M è Z
x I T f D a j a a á N e m N f X q z Q F g	x I T f D a j a a á N e m N b X q z Q F g
y a R B è à b y d u g ó g A o P ǎ O W ú k	y a a R B è à b y d u g ó g A o P ǎ O W ú k
