grammatical	ungrammatical
a ǒ u F r n d z ǔ v P ǒ T f K d r P ú J	ù a ǒ u F r n d z ǔ v P ǒ T f K d r P ú J
a ú X B ò P K é á y s u c v é ù x P q j	ǎ a ú X B ò P K é á y s u c v é ù x P q j
a K i ǒ V L ǔ F à o l Y ù m K P é ú j p	ò a K i ǒ V L ǔ F à o l Y ù m K P é ú j p
a é W m D ǔ D ě B j n u ě v ǔ x r ù J d	A a é W m D ǔ D ě B j n u ě v ǔ x r ù J d
a J ò N e y G x I g X P é s Z T y E Z y	F a J ò N e y G x I g X P é s Z T y E Z y
a i n x P ǒ s k A é n e P Z S d u v u q	I a i n x P ǒ s k A é n e P Z S d u v u q
a V K ò O T ǒ ò l m n T d p n Z L á t k	N a V K ò O T ǒ ò l m n T d p n Z L á t k
a s t y k á U k J B V P ú c P o N Q T q	R a s t y k á U k J B V P ú c P o N Q T q
a g w c s ǔ z p a ò N W T J à b S g é ó	V a g w c s ǔ z p a ò N W T J à b S g é ó
a p W ǎ Z r f G L ǔ A u K m ó i l u ǒ K	Z a p W ǎ Z r f G L ǔ A u K m ó i l u ǒ K
a v G N j X H j à ǎ R A P z Y G j ǔ p g	e a v G N j X H j à ǎ R A P z Y G j ǔ p g
a D F à à f c A ǔ k R u Y t W K u l v s	h a D F à à f c A ǔ k R u Y t W K u l v s
a ò ǎ n h t L ó ě S g j W u i T Y F p c	l a ò ǎ n h t L ó ě S g j W u i T Y F p c
a h W G I á ú q j P c e è V à è B W L ě	p a h W G I á ú q j P c e è V à è B W L ě
a X o s G v e a ě e S H Q e b e k é á I	t a X o s G v e a ě e S H Q e b e k é á I
a Q c Z z a J y q ú e q D Y x o d g b V	y a Q c Z z a J y q ú e q D Y x o d g b V
a ě I A G f r g K H N F é U f e r é ǒ N	á ě I A G f r g K H N F é U f e r é ǒ N
a J X O é ǔ ǔ S z ò E Z ó l k C m G g g	è J X O é ǔ ǔ S z ò E Z ó l k C m G g g
a R é p x ǔ T O ò á R w f F N ǎ z l r p	ò R é p x ǔ T O ò á R w f F N ǎ z l r p
a Z W o s p c ò B O C o Z f K d ú ú w O	C Z W o s p c ò B O C o Z f K d ú ú w O
a R e k R ú W A F n N v M Z N D O s n ǎ	G R e k R ú W A F n N v M Z N D O s n ǎ
a I v R Y K P T t n t s Z F m ú y f G E	L I v R Y K P T t n t s Z F m ú y f G E
a q ě j h ǎ ó ǎ q j h E v é j D C g x K	O q ě j h ǎ ó ǎ q j h E v é j D C g x K
a k Z ǒ E O ě è V x J ò m f Y P o é ò Y	S k Z ǒ E O ě è V x J ò m f Y P o é ò Y
a y t à ó T è H V R n p e N B y D t U R	W y t à ó T è H V R n p e N B y D t U R
a ǔ R p á è V e T à W K r v è p y R J U	a a ǔ R p á è V e T à W K r v è p y R J U
a u H ù T x I V x V n m ù e c w ó ò O H	a u H ù T x I V x V n m ù e c w ó ò b O H
a n o L s R j g l j O ò N F à F S é ó ú	a n o L s R j a l j O ò N F à F S é ó ú
a v W u r L J D J S y Z i M W p T x r x	a v W u r a L J D J S y Z i M W p T x r x
a K h è á ù T K W f à U j ǎ i ǎ Z K D E	a K h è á ù T K W f à U j b ǎ i ǎ Z K D E
a C S w F D U P R E V ò ǔ ò U z p G h J	a C S w F D b P R E V ò ǔ ò U z p G h J
a L g P i B w y W Q O v r W ù N P x á L	a L g P i B w y W Q a O v r W ù N P x á L
a I j M y J ǔ M v e T Z y á z F B P K j	a I j M y J ǔ M a v e T Z y á z F B P K j
a y ǔ S k a i c k U t t z D N b F e ò w	a y ǔ S k a i c k U t t z D N l F e ò w
a H s ǎ ú H T Q U d Y W ǒ d u u Z Q q i	a H b s ǎ ú H T Q U d Y W ǒ d u u Z Q q i
a ù N é T M P q L M c W V o K g S U d h	a ù N é T M P q L M c W V o K g S U d a h
a ǎ ù U ù W ě e N C K j F O T z g ǔ ù f	a ǎ ù U ù b W ě e N C K j F O T z g ǔ ù f
a l H I R h c a b X H ù O r o f T o p u	a l H I R h c D b X H ù O r o f T o p u
a o Q I á à Q L u j V s d ǔ u Y S v j p	a o Q I á à Q L u j V s d ǔ u Y S v b j p
a N j ù M ě N j A A è ě A W Z W w y K d	a N j ù M ě N j A A è ě A W Z W w y b d
a R N x z ò à Z n à á p D d E ù x C o á	a R N x z ò à Z n à á a D d E ù x C o á
a A k G ú q ò á i l ǎ è à x w y ò w S Q	a A k G ú q ò á i b l ǎ è à x w y ò w S Q
a i o C Y á i O F l a è d A r T b W j W	a i o C Y á i O F l a è d A r T b W j a W
a p k c B à k F o G Y Y i s D ǎ P B f ò	a p k c B à k F o G Y Y i s D ǎ b B f ò
a O g o ù I L x ù X L ǒ M h ě D y é ǎ k	a O g o ù b L x ù X L ǒ M h ě D y é ǎ k
a p m U W t ǒ C ě f à i w j ǎ n A p z L	c p m U W t ǒ C ě f à i w j ǎ n A p z L
a N J g P T L d X Z ǔ d é Z O i m O d ò	h N J g P T L d X Z ǔ d é Z O i m O d ò
a I t z è m n ǎ V i i c ǔ q f ó J s s t	m I t z è m n ǎ V i i c ǔ q f ó J s s t
a K d u G c ù r ě f E O y K n v A o ǒ G	r K d u G c ù r ě f E O y K n v A o ǒ G
a W j ǎ y á N k Q S é ù ǔ H f p n U K E	v W j ǎ y á N k Q S é ù ǔ H f p n U K E
a J H V ǔ g ù N F o v E Q l g e n e A p v	ù a J H V ǔ g ù N F o v E Q l g e n e A p v
a R L x N D h r p ò C x ù Q F e ǎ F I C d	ǎ a R L x N D h r p ò C x ù Q F e ǎ F I C d
a A R O m U ǔ G ó A F H e ú l B l h N D h	ò a A R O m U ǔ G ó A F H e ú l B l h N D h
a V Q t G à G é g Z ǎ s Q é o D n é t ě X	B a V Q t G à G é g Z ǎ s Q é o D n é t ě X
a z c j y c V y G W V n f E á o D Q ò P y	G a z c j y c V y G W V n f E á o D Q ò P y
a k s q L B o P e ǎ g ù L ù f V g è z ù M	K a k s q L B o P e ǎ g ù L ù f V g è z ù M
a A f ù X E é e ó f L v u J N R I ǒ ǔ M Z	P a A f ù X E é e ó f L v u J N R I ǒ ǔ M Z
a K u J r ó Z J u o è ǔ W Y u K v y u g d	T a K u J r ó Z J u o è ǔ W Y u K v y u g d
a S h n ù G ó H Z m ú c e W é u A s è ù h	X a S h n ù G ó H Z m ú c e W é u A s è ù h
a ě v V q s ó ě S n T Z z S j G B P D ù ǒ	c a ě v V q s ó ě S n T Z z S j G B P D ù ǒ
a P ú X U q d o n V ù m h ǒ L c ǎ x x v s	h a P ú X U q d o n V ù m h ǒ L c ǎ x x v s
a t U A R J ě ě U ò V ó Z w m D G v ǒ S v	l a t U A R J ě ě U ò V ó Z w m D G v ǒ S v
a m P D à k ǔ V j d S U q B h C é t M A U	q a m P D à k ǔ V j d S U q B h C é t M A U
a F I W J k B ǒ T w w g T C s à ǔ è F t f	t a F I W J k B ǒ T w w g T C s à ǔ è F t f
a ù ǎ à C P A z P R j I ó q z W ǎ F r á K	x a ù ǎ à C P A z P R j I ó q z W ǎ F r á K
a k R N E w x P S é n q E P ù V O S x y y	ù k R N E w x P S é n q E P ù V O S x y y
a p l k ù à D ě J o B d ù á d g B C S A S	é p l k ù à D ě J o B d ù á d g B C S A S
a K l r j f W L c H E s z S E K v G y à H	ǒ K l r j f W L c H E s z S E K v G y à H
a g O r M C J L ú Z p T C e L i E r I ě J	C g O r M C J L ú Z p T C e L i E r I ě J
a z k D P é N N K ó q g H h e f V ǔ l á Y	H z k D P é N N K ó q g H h e f V ǔ l á Y
a y h A m ò à H ǎ s e o W j ǎ c ě ó p l s	L y h A m ò à H ǎ s e o W j ǎ c ě ó p l s
a M M x Z è E A i B N ó t ǔ H e à K f k S	Q M M x Z è E A i B N ó t ǔ H e à K f k S
a r P C C P n V á r t G u ǒ X ú J x o P o	V r P C C P n V á r t G u ǒ X ú J x o P o
a k L j T I f v X ǔ m E F Q P B L L j X r	Y k L j T I f v X ǔ m E F Q P B L L j X r
a a é b O ó H Z L K O O k e Q c M W j G ǎ	a a é V O ó H Z L K O O k e Q c M W j G ǎ
a ǒ ù Y S á U n L m P W g é ǎ ǒ é n H g U	a ǒ ù Y S á U n L m P W g é ǎ b é n H g U
a ó Q c t R u Q T V q U i é x z d z H à K	a ó Q c t R u Q T V q U i é x z d a z H à K
a N d A v ǒ G X t w r v j é p ǎ Y A u q Q	a N d A v ǒ G X t w r v j é b p ǎ Y A u q Q
a K ó U ǒ T h Z m Y é i u B X I u é ǒ I ú	a K ó U ǒ T h b m Y é i u B X I u é ǒ I ú
a z w V g v x i q M h á o g ǔ e k U q P ó	a z w V g v b i q M h á o g ǔ e k U q P ó
a s q z x n Y s D r J ù D ǒ ǎ R z Z è e q	a s q z x n b s D r J ù D ǒ ǎ R z Z è e q
a W r R W p K h W D é N o C c z J U Z C S	a W r R W a p K h W D é N o C c z J U Z C S
a A q m Z I v V Q N I z q è X f j x ú j w	a A q m Z I v V Q N I z q a è X f j x ú j w
a h ě E W l P n z A Y ó Z ǔ W k X t f V Z	a h ě E W l P a z A Y ó Z ǔ W k X t f V Z
a ò z f h s ǔ T I S h k R H ó à f K v H t	a ò z f h s ǔ T I S h k R H ó à f K v H b
a f g R B t p x Y d ǎ A ǎ q G q j ó ò ù i	a f g R B t p x Y d ǎ A ǎ q G q j ó ò ù i b
a o W è ù z N n M C D S t N l ǎ ò c k i p	a o W è ù z N n M C D S t N l b ǎ ò c k i p
