step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.05334,-53.924442291259766,-54.456851959228516,ptsl2,32,0.001,43.006996154785156
10,0,41.012535,-53.86366653442383,-54.397525787353516,ptsl2,32,0.001,40.90183639526367
20,1,40.97247,-53.803810119628906,-54.33917236328125,ptsl2,32,0.001,40.252586364746094
30,1,40.93261,-53.74433517456055,-54.28107833862305,ptsl2,32,0.001,40.25520706176758
40,2,40.892937,-53.684696197509766,-54.2230224609375,ptsl2,32,0.001,40.41642379760742
50,3,40.853027,-53.62488555908203,-54.16474151611328,ptsl2,32,0.001,40.67243194580078
60,3,40.813103,-53.565032958984375,-54.106353759765625,ptsl2,32,0.001,40.377288818359375
70,4,40.77295,-53.50486373901367,-54.047767639160156,ptsl2,32,0.001,40.630348205566406
80,5,40.732872,-53.444793701171875,-53.989253997802734,ptsl2,32,0.001,40.03933334350586
90,5,40.69279,-53.3843994140625,-53.93045425415039,ptsl2,32,0.001,40.740989685058594
100,6,40.652786,-53.32411575317383,-53.87178039550781,ptsl2,32,0.001,40.64482498168945
110,6,40.612633,-53.26363754272461,-53.8128776550293,ptsl2,32,0.001,39.96006774902344
120,7,40.572517,-53.203216552734375,-53.75404357910156,ptsl2,32,0.001,40.003326416015625
130,8,40.532574,-53.142852783203125,-53.69533920288086,ptsl2,32,0.001,40.39209747314453
140,8,40.492672,-53.08220672607422,-53.63642120361328,ptsl2,32,0.001,41.495262145996094
150,9,40.452797,-53.02200698852539,-53.57780456542969,ptsl2,32,0.001,40.71192932128906
160,10,40.413036,-52.96162414550781,-53.51909637451172,ptsl2,32,0.001,39.2288703918457
170,10,40.37366,-52.90153503417969,-53.460819244384766,ptsl2,32,0.001,40.01727294921875
175,10,40.35391,-52.87151336669922,-53.4316520690918,ptsl2,32,0.001,39.956871032714844
