form	categorical_judgment
ù ǔ ù E w F V ǔ P á Z u R k b f ě M ó P O k U è N p S B è J H	grammatical
á M ǒ è ǒ v E e n P L b C v ǎ h w ó l ǔ f j b q L N U y A G L	grammatical
ǎ y u n L t z y W b k A ǒ J W é A h ó e Y J q b C A ǒ r ǎ T d	grammatical
ě K A K t H o C L N r e i G w ě P s t F ǒ W U o k n A c Z O L	grammatical
ò s è w Z k f i o M ǔ Z T s g j r D L B R H é r s d ǔ m ǔ W t	grammatical
A á F n O a ù R Y à W S U w z d n T ò E E i è G p R ú N Y t N	grammatical
C Q P ǎ Y V s D l D ù N D S f h n A è ù F D v Z d V Y j q d z	grammatical
F è S é ò A ò B b N ě G b E ò M D a ǒ e L i O S ò Y T n c V K	grammatical
H l H ó j M w é M N G W y U W S l ǔ T é è ě i U b r Z N s Y t	grammatical
K c C d X h q k P u l T f W R r u T p y W G u d R c p l F L ǒ	grammatical
M w k ǔ N y T m k V M a n o F G p V t a E ú A P G ǔ p á U q U	grammatical
P X m w Y B o t I g C B g x s u h S x m X b n t n M ǒ W g K ǒ	grammatical
R w o ǔ y J R è v I e J F Q C ǔ u Y à ó ǒ è s D G T Q A à ù ǒ	grammatical
U w ó v r K t u ú v i é s t j é a W F G H I P Z C A I ò v g n	grammatical
X g X Z H d i M à g Z o B m W D m e n Z P ú u f P ù m N s s r	grammatical
a N é w E è k x F o á é S Q ě l L è k K V b V x g K s W ù ǎ l	grammatical
c z r r c T q J z e é ù h j K d C s d B L s s W a O i é ò ǎ P	grammatical
f c é n F K V F H z f G G O n y x Q ú T m é p á i w B U ǒ ù é	grammatical
h k h Q i R M k G B T y r R J c n v j t c r v ǎ s Z p u H ǒ J	grammatical
k H U M M ú m I L W d t w é ǎ e Q J F l p i V Y Q O s s V L M	grammatical
m w O l G a n h Y ǒ w ù P J D V i A C H P W G g X h N X z ù d	grammatical
p s u m K W r á X i i A ǎ k X D S Y U i ú w K w W F ú n I y C	grammatical
s ú ù r w à y G l v f W v q A ě E h Z c u A h Q ǎ W g y ě d ǒ	grammatical
u m S d q X á ǔ W r m g ò á O m ù G ǎ p u t r V g F m n w L o	grammatical
x J N H q y B f ó O c ǔ F L u w d k n R C c p j N f f E R e W	grammatical
ù ù j v m d m m O g I Z b a b B P H a M j G b a h g D P b V ǔ	ungrammatical
à Q ǒ ě o y ó c Q d i Z c R ú d G c d X s X e c a k à ó A ó q	ungrammatical
è K ú o y m ǔ l i C e A f A e ǎ á g K á f i ò l e P ó f B O K	ungrammatical
ò B U n a l I W h b M j a ǔ ǎ o ú ě b a Y l D q b M k T ǒ ǔ W	ungrammatical
A D l z p q a o ǒ Y y e ú ǔ r w Z f W e f A q e Q f m g è w b	ungrammatical
D C u y s ú V a n j ǎ L b a W t o F x ù b M ú D U K a X ù b l	ungrammatical
G a C j T E T Z m b a b a I b x à A ù z r a I U Y y f l I i G	ungrammatical
J c P K x ǎ L ú E ǒ m d i Z s Q à c d i c d ǒ M Z f f m T M à	ungrammatical
M a k ǔ L b a u U i X g H l E ě R w k b m a ú j ù á l N H b x	ungrammatical
P H T ò S ě M à a x M b a b u z D é à Y v X a n é J R z b A E	ungrammatical
S Z à z D I e ě U Z f e f Y g h e B T K T o q ě l à f ú Y t à	ungrammatical
V T y K V Y w O q X c J d I c l ù d B o L c i j H E k r m i d	ungrammatical
Y T c d c ò d M ù X H A á U z M Y ó E c Q F r ǒ w N u G L ò d	ungrammatical
a N ǔ v n b a w R A Z X k M ě l b a L á B ě U ù w V K ǎ b C à	ungrammatical
a s b a L N é ù ó C b w H E H A a r n w Q M p b V f G z h C M	ungrammatical
c N ě C é j n ù ó g J m I d m D l m v ě c u d k ò ù c x R d z	ungrammatical
c s d n j I ǒ r ě V o M X C é s T v v u L X ǎ m X c d c ò Z d	ungrammatical
e O x c a ǔ y q K b r a i W m ò t ò b R I ó ǎ x á M R h a b W	ungrammatical
f V l l e Q A s s e B f e O i w z Q é l F k B C E f U e q u f	ungrammatical
i U o Q v e f e f Q t W ě j e L m V é t F J E z h f J S q U b	ungrammatical
l o P a K q E O ù u o N N ó Q A b g Z R A a w b g s S a b ě j	ungrammatical
o m c é N J d j p i c ǒ T H i Q r Y D ú D W o d C J c E g d f	ungrammatical
r L w M g c ù G a B t b ǔ A a ǒ è ó Y o O ǔ k ú b a J x ě x b	ungrammatical
u d f R ě z e l t V c C G T ú r ú w d m z c d w i l ú c q g d	ungrammatical
x a C k y e ě o a ǒ E b ǎ a à S b L w G N à v K X U Z a à b n	ungrammatical
ù ù n V p G f y G ǒ W a g a w ú è i h F m y J F D J u H V r r q	grammatical
á c T M è m a n ǒ v D i t p K e ě w á C Y v O S c A i F y d F c	grammatical
é á X G q v E n E ǒ ò H ó r f I D ò C Q ú B b P X i U è X A k K	grammatical
ě a e è ù H N d m x n ò H L f v g J N l à ù i ú v e m L u C t l	grammatical
ǒ A a s k K A è ǒ p O N N y r ú ǒ ú K I l f c e ě S S A B I j ù	grammatical
A ǒ q z h K r b K A P E n f A h O G p ó ǎ O M o E L c c W B L g	grammatical
D ù B h b p S h ù l ǎ O P e v i ù v C Q ě n d u ù B d N z C T v	grammatical
F D n ù Z Q u a N K m g B s a i G ù ǒ b Q U J Q X z à d N G B g	grammatical
H j Y ě c m a W ò S j l B ú Q D ǒ v d B ù è C é x J c è v M F T	grammatical
K v t è g K v é b m G A H g T ù ò ǒ s h d N M D n z ǒ Y ǎ H d Q	grammatical
N d K F M x o à B A M w h N Q v S t Y g t p M K R r Y R X à Q b	grammatical
P s k Q i á P v ó B è q K á ǒ q h h r s à m x Z R W U D h ě y q	grammatical
S H K l Q O x P ǎ r L w j U ù q C j l s ó D q D ó é g W k q è U	grammatical
U r m è i U é R x k w W F I E ǔ u M è L ǒ à g m I k K o H A B ú	grammatical
X X a ú u P N è Q x Z y a w é M é p W K C d Z j L W G D V I r V	grammatical
a ù B N ù ò c m B g u F a K s ě P P X r c t p i M I S S l i C p	grammatical
c S j s Z á s ù c J C K Q è d i y V Z R w X Z P Q G m S ǔ S Y ǎ	grammatical
f L H A ě J J x B é d I b v W u O K a T l h f P à z w s F d j u	grammatical
h i G ò j S h é è s é D ù y N ě i X U X i ó s ú W u A i u j s S	grammatical
k a Y C e á s f G W A M F R V K R h Q m Q T ě s K ǔ a H à p r M	grammatical
n ǔ P f B D H x i z C y r à l R T á Z j W y u h U Y V P V L C à	grammatical
p S á A U ú l D r X y f á ù o é w F C ò á L a s L B S r y ó P W	grammatical
r u G V V k t ǔ R N I ǎ ò R ú q M d x q K ú V g p ù h è E ǒ K j	grammatical
u f X ù Y G Z I e H ú e I a C y X W K i H Q ě v l q é ǔ O M H R	grammatical
x F P a b p é s u b f a x R t A á B P S Y è ó è X o C ǔ á i J z	grammatical
ù á J b z y i z q z f e a b ó F o a o I b ó L à V q x a M O b ú	ungrammatical
à M f g l ǔ ě ó a ú ě b a C g Q S ǔ U b p a l b V K X v b F K ě	ungrammatical
è V s S w Z i T é a S b ǔ a y b j m T a m E U i r v b H M p t o	ungrammatical
ò f ě K F Z ǎ K t x q y c ě d è i c ǔ j p W o d L c L ǒ d L B G	ungrammatical
A a Y X k H ǒ b ǔ F q p a Q s I b a L à Y S C b F g x n é u s l	ungrammatical
D ú U N b c s m ǎ è d á S t V c Q v ǎ d c O d w q B e q T á V o	ungrammatical
G ě l a b è k w X w a Y b g p ǎ u Y ó q E E Z a x w D K ǎ b J x	ungrammatical
J G F E T ú c J m e m h q f e B W n Y y ě G A N L é f s e f ú w	ungrammatical
L z f a O U X b ǎ Y a C m u b i l y j r a b O h L I ě è h k c n	ungrammatical
O a b a U b j q y Z ù B a l è ě Z q j b ú P f J F ó H S X a ǎ I	ungrammatical
R b c ò v n ǔ D r a x m b t J v a ú I b T ǎ ù V a b H Z Y ú y a	ungrammatical
U p q a k H C N b H a H b K a N C F ó D n K ò ù ò b N L Y F P E	ungrammatical
Y I j c A i d l ù m C c G ò h o d i i I é C L J A c t ǎ w g d A	ungrammatical
a K R L ǎ ò ú b F R ě a i M b a G t S p B b I e e D k ú Q I L A	ungrammatical
a q b i j W á w Z b I k à e f e y f u h e O é K R ǎ h T C f S Q	ungrammatical
c M d x L c O L z r L Z ǔ é Z t F T H ǒ w j D d z ǒ c d á r X ě	ungrammatical
c w X e i J é f O ǔ r e ù V f e ǒ p m L T W k p E Q L E L ě f j	ungrammatical
e P N X W X f h t I e W á f B e G A à F Q N f á R k A L c a A é	ungrammatical
f C a q P ǎ b A a è ǔ M g X h ǒ ǎ b v n ǎ E a b ó L Q u Z ò N X	ungrammatical
i B w N c á Y Y c J r W e Q W y ě f ú o Q e f ù ǒ x q X N ě e f	ungrammatical
l P S d c ǔ d h k i D N Q Z t T c d S B n Z H c à ù á R W S d L	ungrammatical
o ú e è C f g A x ù n J W E U w q E e J i k f e R f g l V B z P	ungrammatical
r ó r O z q V V f K a U I a Y ǒ a b q p P a b a ǎ V Q G A q b N	ungrammatical
u ò f Z A V P n á C e f V n ò p E e B H ú f k è O è n ú k e f ǔ	ungrammatical
x ù d R c I d X p X K A c d c ò V M y T W j ě d ó K o é o k Q q	ungrammatical
ù é t N V m q w é C f L à p y F A v V ó a M à k à é w C J m X C H	grammatical
á h r d H q á F è ó t x a F C ò X ù K ú ù K ǔ f S j R A L á n s h	grammatical
é n o R I P ǔ é F T X k à ě H è Z j à E C M f c j e X K O J H O á	grammatical
ó ǒ i d ě h I ú d d m r r T q R H S C t F c z k D R B ú h Z c ò A	grammatical
ǒ i y ù G N w ú ú l X k J ě X h f ǔ I ǒ ú W á f è x C H k K E D è	grammatical
B M J N z d ò w U á l w z T T i h Q M I K é i á K I V G C n ě i h	grammatical
D r u z A t I B I L é D h U é ò K R b z T A ó è c p Y y x L r Z F	grammatical
G á G ù T A R á w a e K à D x N p ù q H é y é C ú è z N L á ò u r	grammatical
I x k x b M i X v P l w A I N T r O v i W ǎ D k G d j x á U ě è W	grammatical
L i c r ù A b M à o i h q E S Z F g i Q á n a i F ù m ě U w U R p	grammatical
O E x g Z p y K j T F ó h V D k w v R ò j ǔ k ù Y W k ó u K E R O	grammatical
Q U L R C W G k o P h D r t X N Z B s p o m n á Z X y f ǒ è Q m ě	grammatical
T L i T ě n X P ě ó R L A E ú g è u B L m U O T c B u K P ú R W a	grammatical
V p t m X F L H ò K e p é n ǔ á ǒ F c m ú e B f R v Y p F O M D O	grammatical
Y J o ó b ó R j R C o j f ǒ s E ó Z ǎ C Z c ù N è C G é d ù ù h y	grammatical
b ù v p c à K q ò á Z z a m ě X n y H z A D f é ě x q ù W i B R r	grammatical
d H h M C g l d s F N e D ǒ d e n m r a K i ě á l ǔ b v ó i o t L	grammatical
f j f v Y X v i v ǎ Y è ě i E ǎ G n Q ò A à A ú V u w U g r O Q D	grammatical
i J a p u T Y r Z r D B q x à ú R L y ù s N ǒ H E h á I R V t y J	grammatical
k o O I R u u s E ě x à T G J L I e P E c a B j a N M u V e V à E	grammatical
n ú c s k Q F á C V P T z ǎ f ú b w m R L A K p ě S s ǎ ǔ K A p s	grammatical
p f ǔ B k K a ù z R A q ò H V Y V w w b ǔ x f g R v k ǎ p t g O G	grammatical
s B e c G ǎ X S á P A Q ǒ G ú i J ǎ n K e d e ǔ Y U ù s n e u J c	grammatical
v ǒ ù R D P T W D n ò g C Y ù ǔ m à ǔ ǎ o ó ě L s k k e V ǎ q N ǔ	grammatical
x c E S X w g B t D W e o l Z i k N W ě M è X x ù m o R a r E y B	grammatical
ù ù Q Z ǔ J u p á g p s e f r O q q é e è H s z ú f e f x b h U u	ungrammatical
à ó c d c z X n U d F ó ǒ ò n U m ò ǒ W A B M c è d à u y C l h y	ungrammatical
è ó C W è é B ǔ ě c i T d r W à ǎ B h c E O d c è N g M d g b J S	ungrammatical
ò L f a o b ǒ Q m a b P i Q y r C a b h ǒ q U ó g y g a v à V p p	ungrammatical
A ó ě h e e v N f e B i ù f j R r i e l A f p B ò C V o p B à i I	ungrammatical
D K u P N Y Q d m ǔ c m B d o s c Q A A m d A J j c h ù ǔ n ù d e	ungrammatical
G e N o C r p I r q V f I x à e T f e N Y f ò à ú ǒ q ǎ i ó b ǔ y	ungrammatical
J w u w C O Q i K Z a b a V g r z é J r I b a v b t x q ú R ǔ z O	ungrammatical
M e f ǎ ǔ v O q U B Y u h x ò e m f n p y l L I e u f P p O J h S	ungrammatical
P c t k r d O ǔ U s W P o y v Z c d h m V c O d u ě A u ù c T ǒ e	ungrammatical
S X z D ù G v k m e f e ó H f B e f J V o N q A e á n à w è E z m	ungrammatical
V Z t e j f ù n e v L è ǔ Z ú A f e A f y g H N u K ú v K R o u ǔ	ungrammatical
Y G m z N b t l r w ǒ d Q a T O V B a b a A T v k u b a W è M b s	ungrammatical
a ú a l é L b g ú ě i H a m B é o b U u n u v W T ò a b q f K L E	ungrammatical
a m G G ǒ b D N ǎ a ǎ ó v z n Y J N J h A ǔ t ù z é b a b L w a E	ungrammatical
c B ú ó f u M y H M c E R B d F C è c V V D ǔ ǎ N M h d y F c á d	ungrammatical
c t W ǎ z I d c é p C r q t á d q F x G J h K I U G c ǎ S ó x K d	ungrammatical
e Q T f B l n P h e f e á s V i ǒ P M h k f s é L Z é W w M k q T	ungrammatical
f G Z E s a A b a z K b ú w x ò J a o n b y j I q f O w w Y A j ǒ	ungrammatical
h w K é y S D a è T o b F a i ù V G S k b è a ú U ǒ b x V z o W t	ungrammatical
l F a H W L W b O E ǔ a ù Y l è o Y I b a M I T g ě B h M i i g b	ungrammatical
o h r z c ù R á N A d c o è u r T m ò ě t A d C ó Y S X é c d l d	ungrammatical
r e z Z V t h R è C z Q z h f e w q f P e f g s y M y O D é é ú y	ungrammatical
u è h a ù K L j b a y ǔ w ú h l o ó u V u x b x y R P W a P n b N	ungrammatical
x C T m e f ǒ B H U ù ó V A e f u v B R e f z ǔ R x n U d d J é P	ungrammatical
ù ǔ ǎ à T s F M Y C B Y ǔ w X è h t w è C x ó L y A ù A D W ǔ s k T	grammatical
á Z o Y m S W z P x A D R M h v Y E t U g ǎ E T v g s à y ǎ d ú K ě	grammatical
é ù z D G A L ò d c K R B k s F a F H ě á á ò s Y f J H I o G à o é	grammatical
ě h K n f l G Y G B è b J A X F X s E d à Y w P n u C L t U T P Y K	grammatical
ǒ d ǔ w Q a C p ǔ w ó á p q G D r G R d R G y R ǎ m s Y Q z A u v u	grammatical
B s p ò b W X m j ǒ l ò S y a o S E L i j K r A T x R m D L i z p C	grammatical
E r r M E N k z h Z s Q ú k H ǎ I o R Z Z I V z y o é è ó ò q L J z	grammatical
H J q B ú r ù l z H z U b é C A w d S P X Z x d q E P e q á ó q ú L	grammatical
K è D s ò m z P y F l u ǎ v à ò ě ǒ ǔ a K A M a I A n ě m E C ú Q F	grammatical
M T e W d I R y Z ǔ J V H ú ǎ è P P n o z E j G ǒ h n V j G ǔ j v w	grammatical
O q B p B L è ú z J o D N d l g I H G t b G m f s s S K Z è A p V j	grammatical
R M B I X t d O L p Z s q t p P U p c c M F j u O l f W z K ú w a ù	grammatical
T e z z r d X s Q m E à ò z w r à F ò ú V P L à e E ú l M x U ò i z	grammatical
W N ǎ g z T ú a ò ù I ó y ù f L o V r z D n z n W f ǔ B c q X é h u	grammatical
Y o g l E j V t E G G Z t q d h Y U ě f R ó c z Y ù H l a y m u v K	grammatical
b F g m m h ú P ù P P x é V a à ú t v x c U G q t q i O G K b B n G	grammatical
d g S y y ǒ T g M S I y n S j V m N ǒ A r h P O H H P x D f k h r ù	grammatical
g à v ú j C u b ě a S s j M à E l s b ó r l J r S X ǎ à m o O J W P	grammatical
i a K ǎ à Y ě ě S z F b w F ò b Q y h è H ǒ S q J ě è c k ǒ à á R q	grammatical
l ú j L l F U g u G I f i M I ǎ n w k q A P I U j O ě o o r i F z q	grammatical
n r ú w X a P Q M é ú Z N o M H B E W B ǒ U ù ě h è s q A z P t ǎ f	grammatical
q é P B I w v è ò K W ǒ X ù à B ǎ x w p i Y Z a q á M ǒ b é è h ò ù	grammatical
s g i s ó M ó ě U s z K C J l t N F G ǎ J ó i I w ǔ c ǔ s L e é ě a	grammatical
v B j è H V x p ó u m m Z R R Z F R s ó A U m y è ò y d s I G ě X a	grammatical
x M K r è x Y c H F s s r n d t v H l r b l A K q x D q t T r s q F	grammatical
ù ù m c n U U ě ǒ d c l ù w B H p ǒ é d n c M X ǎ ó h r A ǔ H x d v	ungrammatical
à L é A E q á é e ò ǒ R ǔ J a r e f W S S K X e f ú p e h f k T ě n	ungrammatical
