step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.06458,-53.94145965576172,-53.93609619140625,ptsl2,32,0.001,40.09890365600586
10,0,41.02506,-53.869529724121094,-53.89679718017578,ptsl2,32,0.001,42.45797348022461
20,1,40.98581,-53.797908782958984,-53.857887268066406,ptsl2,32,0.001,41.14973831176758
30,1,40.94669,-53.726539611816406,-53.81911849975586,ptsl2,32,0.001,39.69409942626953
40,2,40.907654,-53.655452728271484,-53.78028106689453,ptsl2,32,0.001,39.336753845214844
50,3,40.868584,-53.58376693725586,-53.741966247558594,ptsl2,32,0.001,40.494503021240234
60,3,40.829506,-53.51234436035156,-53.703407287597656,ptsl2,32,0.001,40.88486099243164
70,4,40.790222,-53.439666748046875,-53.66529846191406,ptsl2,32,0.001,39.494991302490234
80,5,40.75102,-53.366981506347656,-53.62741470336914,ptsl2,32,0.001,39.82735824584961
90,5,40.711742,-53.29463195800781,-53.58930206298828,ptsl2,32,0.001,41.323795318603516
100,6,40.672554,-53.2215576171875,-53.55170822143555,ptsl2,32,0.001,41.21407699584961
110,6,40.63347,-53.148414611816406,-53.51443862915039,ptsl2,32,0.001,41.337860107421875
120,7,40.5946,-53.07598876953125,-53.47719955444336,ptsl2,32,0.001,40.60289764404297
130,8,40.555542,-53.00289535522461,-53.439910888671875,ptsl2,32,0.001,39.27116012573242
140,8,40.51661,-52.929718017578125,-53.402984619140625,ptsl2,32,0.001,40.55782699584961
150,9,40.477924,-52.857051849365234,-53.366275787353516,ptsl2,32,0.001,40.6165657043457
160,10,40.439323,-52.78421401977539,-53.3299446105957,ptsl2,32,0.001,40.632999420166016
170,10,40.40082,-52.71149444580078,-53.29359436035156,ptsl2,32,0.001,39.960693359375
175,10,40.38167,-52.67512893676758,-53.27574920654297,ptsl2,32,0.001,40.539520263671875
