form	categorical_judgment
ù ù d i k J d e X g f ò O e è é s w h d	grammatical
ǔ e f W A ò G e I i g o k L l ó p n X R	grammatical
à U e U u g è f y D B A c k O g e X z f	grammatical
ǎ i i Z ú ù V p y o ǎ d t I I é U c Z d	grammatical
é s q e f A e i H é ǎ Y H S k k C B o t	grammatical
ě S A z e ó k A ó P T o f e Y I D R j c	grammatical
ó t a è ǎ j Q l a R F A b H x T K ò E W	grammatical
ǒ Y b Q z q ě L Z p F h O a o b D r P ú	grammatical
ú u ò ú a ò J t u ó ó a p H A v b k Z P	grammatical
B E y ǎ Z D i a ǎ b F s S r N n V b x i	grammatical
C e W u o f r e D I ǎ à V Y u E q à S R	grammatical
E ò c d G é m F ǎ v W w w á F ò D n o d	grammatical
F U G W O a ě w T ǒ ó K é h ó a b E w i	grammatical
G t j ú T g s è B V n à T i u f R e F f	grammatical
I H l e K U Y A R s f z I v B Q ǎ f n r	grammatical
J i ǔ c y t ù d c s P F ù q ě h l S ǔ X	grammatical
L I f D g Y M t C f t k e á z f j F é X	grammatical
M m T i F u u a R p Z w à R I a M q b o	grammatical
O I i j E ǔ s d Z a à ù Z T ò ù i a b s	grammatical
P Z m a F c J b ó z a Q h k x A ó b x k	grammatical
R á v G d ó Q E m ǎ H c d P q V ò T s ó	grammatical
S R a I L é N ě b V y B M L q j è U ù b	grammatical
T q W ǎ e j ǎ f R V c d g X d à e è ú J	grammatical
V E x ě E ò e o z ě T ó d t c x d o m à	grammatical
W d e g j m p e r ě i N f X à F e G k g	grammatical
Y D P O ǎ á x q ě ò f è ǔ e f E k K c E	grammatical
Z h N j W a a x Q x à b Q n z b ù j n b	grammatical
a K b Z G P a m K S ǒ O Y K T y Z d k I	grammatical
a c A D g c T k B s x T o h t Q d o z U	grammatical
b E u D i M á c F d à L g E B ù c c i d	grammatical
c B U d E i U ò n H Z Y w i é d S ǒ J Y	grammatical
c d ù U à p C d J p V E K V à y l ú y G	grammatical
c x F d c O à l w K T I D G ù t r m H N	grammatical
e ǔ i E è ǒ ǒ h E e J n U L R V I f h I	grammatical
e M t Q ò U E E r ǔ l O h O f V m ě e á	grammatical
e k b V c d L H ǎ k è w U j á ó E U O d	grammatical
f X H ě g B ǒ s i b X p v ú a B u k b w	grammatical
g o ǒ D Z b F e f H è W M V e ù r I o é	grammatical
i D S Y j è O c U A q c n ù g G B q d q	grammatical
j m c l t d I g R E Z c T x u w Y ǔ h ú	grammatical
l ú ò ǎ j A w f e F l ǒ G ò f y R g D K	grammatical
m e f X O I P H G f g d f é F è V A f X	grammatical
n u c é c d n J q Q i ǎ S U y T Y C X l	grammatical
p P ě g ǒ u K e C O ò R p G f y O e P l	grammatical
q k Y U V à z ú s n a o P J h m a á b c	grammatical
s G P W l ǎ d l c r d x i t y i P ò q f	grammatical
t f e I z y f X K r à q K I D F è á e é	grammatical
v F R u f g ò Y e à ù á N ǒ K è f l P ǎ	grammatical
w o e f Z z R y W C S x z ù H f ǎ X A ǎ	grammatical
y P f G t I è g a i E á a b O à z t V c	grammatical
ù ù d i k J d e X g f ò O e è f s w h d	ungrammatical
ǔ e f W A ò G e I i g f o k L l ó p n X R	ungrammatical
à U e U u g è f y D B A t k O g e X z f	ungrammatical
ǎ i c Z ú ù V p y o ǎ d t I I é U c Z d	ungrammatical
é s q e f A e i H é ǎ f Y H S k k C B o t	ungrammatical
ě S A z e ó k A ó P T o f e Y I f D R j c	ungrammatical
ó t a è ǎ b j Q l a R F A b H x T K ò E W	ungrammatical
a ǒ Y b Q z q ě L Z p F h O a o b D r P ú	ungrammatical
ú u ò ú a b ò J t u ó ó a p H A v b k Z P	ungrammatical
B E y ǎ Z D i a ǎ b a F s S r N n V b x i	ungrammatical
C e W u o f r e D I ǎ à f V Y u E q à S R	ungrammatical
E ò c d G é m F ǎ v c W w w á F ò D n o d	ungrammatical
F U G W O a ě w T ǒ b K é h ó a b E w i	ungrammatical
G t j ú T g s è B V e n à T i u f R e F f	ungrammatical
I H l e K U Y A R s f z I e v B Q ǎ f n r	ungrammatical
J i ǔ c y t ù d c s P d F ù q ě h l S ǔ X	ungrammatical
L I f D g Y M e C f t k e á z f j F é X	ungrammatical
M m T i F u u a b p Z w à R I a M q b o	ungrammatical
O I i j E ǔ s d Z a à ù Z T ò ù i b a b s	ungrammatical
P Z m a F k J b ó z a Q h k x A ó b x k	ungrammatical
c R á v G d ó Q E m ǎ H c d P q V ò T s ó	ungrammatical
S R a I L é N ě b V y B M L q a j è U ù b	ungrammatical
T q W ǎ e j ǎ f R V c d g X c d à e è ú J	ungrammatical
V E x ě E ò e o z ě T ó c d t c x d o m à	ungrammatical
W d e g j m p e r ě i N f X à F e f G k g	ungrammatical
Y D P O ǎ á x q ě e ò f è ǔ e f E k K c E	ungrammatical
Z h N j W a a x Q x à b a n z b ù j n b	ungrammatical
a K b Z G P a m K S ǒ O Y K T y Z b k I	ungrammatical
a c A D d g c T k B s x T o h t Q d o z U	ungrammatical
b E u D i M á c F d à L g E B ù B c i d	ungrammatical
c B U d E c U ò n H Z Y w i é d S ǒ J Y	ungrammatical
c d c ù U à p C d J p V E K V à y l ú y G	ungrammatical
c x F d c O à d w K T I D G ù t r m H N	ungrammatical
e ǔ f i E è ǒ ǒ h E e J n U L R V I f h I	ungrammatical
e M t Q ò U E E r ǔ l O h O f V m ě e f	ungrammatical
e k b V c d L H ǎ k è w U j á ó c E U O d	ungrammatical
f X H ě a g B ǒ s i b X p v ú a B u k b w	ungrammatical
g o ǒ D Z b F e f H è W M V e ù r I o f é	ungrammatical
i D S Y j è O c d A q c n ù g G B q d q	ungrammatical
j m c l t d I g R E Z c T x u d w Y ǔ h ú	ungrammatical
