grammatical	ungrammatical
ù ù w ú C D D a v K i W N U ǒ Q c R z T	ù ù w f ú C D D a v K i W N U ǒ Q c R z T
ù z Q I é ǎ H T a h ó M Z p ú X i j S è	ù z b I é ǎ H T a h ó M Z p ú X i j S è
á ú á S a H è c g Z I Z z W l B J X V ǒ	á ú á S R H è c g Z I Z z W l B J X V ǒ
à N ǒ D W a g z è L j r V q e L y b R D	à N ǒ D k W a g z è L j r V q e L y b R D
ǎ U t Q ǔ D K n ǒ H y t a E j N i d k j	ǎ U t Q ǔ i D K n ǒ H y t a E j N i d k j
é a m k O o ǒ ǒ A w T c i g J h z e u ú	é P m k O o ǒ ǒ A w T c i g J h z e u ú
è w Q P ù u T Z V L ě p ò á v o à ǔ a H	è w Q P ù u T Z V L ě i p ò á v o à ǔ a H
ó ǒ N o p E s a O q T o p ǎ X g y J à h	ó k ǒ N o p E s a O q T o p ǎ X g y J à h
ò C C Q D a k M z ǎ p K C A a Z s ù V R	ò C k C Q D a k M z ǎ p K C A a Z s ù V R
ǒ M Z N I T N a n i ò è X O ǎ h o è v A	g M Z N I T N a n i ò è X O ǎ h o è v A
ú X U X H S O z u A w L x E z s l a p C	ú X U X H S O z u A w L x b E z s l a p C
A l J u á x a V O N B V h Q F F V Z w m	A l J u á x k V O N B V h Q F F V Z w m
B a c Z A ě k A ù R r ǒ C t I u é m ǎ T	B j a c Z A ě k A ù R r ǒ C t I u é m ǎ T
C a u U o ú v à u Z J M a a C G w L S N	b C a u U o ú v à u Z J M a a C G w L S N
D y y p H è è a n ǎ á e x ú ù Q h U z y	D y y p H è è x n ǎ á e x ú ù Q h U z y
F é ǔ S Z a ú H U W ò x l v X i h H ǎ a	F é ǔ S d a ú H U W ò x l v X i h H ǎ a
G P t a F w z à A g J ě u q é Y K i H ě	G f t a F w z à A g J ě u q é Y K i H ě
H U V r C W a M i f ò x ù C N k D n Q G	H U V r C W L M i f ò x ù C N k D n Q G
I a F D é g N H ǔ n o z ě r x Z Y w Y à	f I a F D é g N H ǔ n o z ě r x Z Y w Y à
J q R y a R Q V ó f Q g F B B ù O j A H	J q R y n R Q V ó f Q g F B B ù O j A H
K v K ò X F p à s a L G è K é é t à e J	K v K ò X F p à b s a L G è K é é t à e J
M A ù ě O á ú s H a g ǒ p G k F S Z n p	M A ù ě O á ú s H s g ǒ p G k F S Z n p
N P a Z ǒ l u M f ú ó ò i e M C R v L c	N P b a Z ǒ l u M f ú ó ò i e M C R v L c
O Y ǒ a J C ě ǎ n ú á ǎ J C S w R r ò P	O Y ǒ I J C ě ǎ n ú á ǎ J C S w R r ò P
P V U U W l x H Z ǒ a M r Z T ě M X o n	P V U U W l x H Z ǒ è M r Z T ě M X o n
Q p J a G H ú V G V h P g W C k U b M p	Q p b J a G H ú V G V h P g W C k U b M p
R w w W x x ò L x ǒ D G t a i M Q U ú ù	R w w W x x ò L x ǒ D b G t a i M Q U ú ù
T ù w è H J O a Q E ǔ ú R ú V d ě W X U	T ù w è H J e a Q E ǔ ú R ú V d ě W X U
U ě ù á t V a è Y c n M C ó é l W K m D	U ě ù á t V S è Y c n M C ó é l W K m D
V F a S r ò Y K l a e ú M T v M w e O a	h F a S r ò Y K l a e ú M T v M w e O a
W P m G G è H o w T M U y a b c E D G q	W P m G G è H o w T M U y L b c E D G q
X U á E ú K ǔ a ǎ K n g R v w w X S k m	X U c E ú K ǔ a ǎ K n g R v w w X S k m
Y s I a S d L q e G n ù k s f c T F ǎ o	Y s e a S d L q e G n ù k s f c T F ǎ o
Z w J Y a I Q ǔ v ù p j q à B l d w x h	Z c w J Y a I Q ǔ v ù p j q à B l d w x h
a C V B ù ǔ K z e x b z x ǒ Z o ú b é l	y C V B ù ǔ K z e x b z x ǒ Z o ú b é l
a Q F é V b e r e P d ù m V J R g é m ě	i Q F é V b e r e P d ù m V J R g é m ě
a f u w K M i b J ǎ w G X W é X q ǔ e E	I f u w K M i b J ǎ w G X W é X q ǔ e E
a v h P k X z B o b é H R v ó g F m V i	u v h P k X z B o b é H R v ó g F m V i
l n H z K à L a Z A G ǒ L ò R P K L y F	l n H f K à L a Z A G ǒ L ò R P K L y F
m v z s ú à a p F u F A P p ú g Q a Z D	m v z s ú à H p F u F A P p ú g Q a Z D
n x F B Y W o O D X F m a o q o O A F á	n x F B Y W o O D X F m i o q o O A F á
p N N a E Z à H T L i A ǔ ó y ě w Q P W	p N c a E Z à H T L i A ǔ ó y ě w Q P W
q Q L D Q a e à é b T c Y Y e á A u w V	q Q L D Q j a e à é b T c Y Y e á A u w V
r m E A K y x X s F l a G o V D m o v W	r m E A K g x X s F l a G o V D m o v W
