grammatical	ungrammatical
ù ǔ a V A b R V u V v g X b A U é r i A	ù ǔ a V A b R V u V v a X b A U é r i A
ǔ R a q w y b R b W R w B p r f o H J M	ǔ R a q w y b a b W R w B p r f o H J M
á e n ó D f h ǒ i q E b s W a M y a ó C	á e n ó D f h ǒ i q E b s W a b y a ó C
ǎ I s G b q a L P V é ó ò b i z i S ǎ b	ǎ I s G b q a L P V é ó ò b a i z i S ǎ b
é l K q A v b B a b I ò p ǎ ǔ I J o ú D	é l K q A v b B a b I ò p ǎ ǔ a J o ú D
ě E b a A D D b J U X C á i h B d á i ǔ	ě a E b a A D D b J U X C á i h B d á i ǔ
ó a b a á ù á j X q m b H ò C W ǒ q f z	ó a b a á ù á u X q m b H ò C W ǒ q f z
ò i a p K o b a ě á U S d ǎ ú P á h X D	ò i a p K o b a ě á U S b d ǎ ú P á h X D
ǒ z H V B a b T a n á G a Z J o W a O s	b ǒ z H V B a b T a n á G a Z J o W a O s
A T ó I b w a b V x V f é d ě ǔ ù i A A	A T a ó I b w a b V x V f é d ě ǔ ù i A A
B t d J F S a E ě F u b ò K P n S R R b	B t d J F S a E ě F u b ò K P n a S R R b
D M O z a ò t l è n G E m E Q a b q Y T	D M O z a ò t l b n G E m E Q a b q Y T
E i h p á Y ǒ ú a ú z K K w a ò b p T g	E i h p á Y ǒ ú a ú z K K w b a ò b p T g
G E t ě g F O T A I b F U a b u ǔ u à g	G E t ě g a O T A I b F U a b u ǔ u à g
H a L D K ò q l h b u r a o x l b b M L	H a L D K ò q l P b u r a o x l b b M L
I v a b o s ú J D è x C b à à G a M j f	I v a b o s ú J D è x a C b à à G a M j f
K a Z D z à ó L o h ù o é X é b a b F q	K a Z D z à ó L o h ù o é X é b a b a q
M ě Z X x b a w b ǒ h Y á C d f w X A ú	a M ě Z X x b a w b ǒ h Y á C d f w X A ú
N O q X R ù o a P K b M W N Q a Y o o n	N O q X R ù o a P K b M W N Q a Y o o n b
O e ù L I c t è é a b H a p Z X w M w J	O e ù L I c t è é a b H a p Z X b M w J
P x Z X a A C Q T A Z m Z M b B a p I o	P x Z X a A C Q T A Z m Z M b B a p I b o
R X U é a w T ú l J U è a v b r Y X t ǔ	R X U é a b T ú l J U è a v b r Y X t ǔ
T é s U b X a S ǒ ú b X Z k I W p G J y	T a s U b X a S ǒ ú b X Z k I W p G J y
U m b I v p b a S q N t d b N M P O t a	U m b I v p b a S q N t Z b N M P O t a
W A u ú ě b à D J b H ě ě a w c K N g e	W A u ú ě b à a D J b H ě ě a w c K N g e
