step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.02227,-53.88306427001953,-53.87755584716797,sl2,16,0.001,41.505592346191406
10,0,40.947205,-53.76560974121094,-53.799015045166016,sl2,16,0.001,38.50764846801758
20,0,40.875053,-53.6529426574707,-53.72221374511719,sl2,16,0.001,38.916221618652344
30,0,40.803436,-53.5413818359375,-53.64682388305664,sl2,16,0.001,40.14991760253906
40,1,40.733627,-53.43218231201172,-53.57342529296875,sl2,16,0.001,38.625450134277344
50,1,40.665436,-53.32514572143555,-53.50202941894531,sl2,16,0.001,41.37602233886719
60,1,40.5992,-53.22011184692383,-53.43388748168945,sl2,16,0.001,40.8812370300293
70,2,40.534412,-53.11695861816406,-53.36799621582031,sl2,16,0.001,43.25249099731445
80,2,40.47109,-53.01679229736328,-53.302757263183594,sl2,16,0.001,39.13521957397461
90,2,40.409527,-52.9185676574707,-53.240447998046875,sl2,16,0.001,40.520755767822266
100,3,40.349773,-52.82282257080078,-53.18058776855469,sl2,16,0.001,39.51280212402344
110,3,40.291885,-52.729496002197266,-53.12269592285156,sl2,16,0.001,41.655818939208984
120,3,40.234356,-52.636497497558594,-53.06558609008789,sl2,16,0.001,38.12514877319336
130,4,40.177906,-52.545921325683594,-53.00947570800781,sl2,16,0.001,39.202392578125
140,4,40.1228,-52.457454681396484,-52.955352783203125,sl2,16,0.001,39.46585464477539
150,4,40.069717,-52.37055587768555,-52.90340805053711,sl2,16,0.001,40.54853439331055
160,5,40.017567,-52.285770416259766,-52.852352142333984,sl2,16,0.001,41.252418518066406
170,5,39.967045,-52.20296859741211,-52.80341339111328,sl2,16,0.001,39.6873893737793
180,5,39.917484,-52.12159729003906,-52.75609588623047,sl2,16,0.001,39.615135192871094
190,5,39.868744,-52.04148864746094,-52.70890808105469,sl2,16,0.001,39.88829803466797
200,6,39.821514,-51.964542388916016,-52.661399841308594,sl2,16,0.001,38.73611831665039
210,6,39.77488,-51.88833999633789,-52.615264892578125,sl2,16,0.001,38.42695617675781
220,6,39.729305,-51.81332015991211,-52.571720123291016,sl2,16,0.001,39.45990753173828
230,7,39.685173,-51.73970031738281,-52.530250549316406,sl2,16,0.001,39.830116271972656
240,7,39.64222,-51.667259216308594,-52.489532470703125,sl2,16,0.001,39.029624938964844
250,7,39.599724,-51.59674835205078,-52.44916534423828,sl2,16,0.001,38.72684860229492
260,8,39.558266,-51.527748107910156,-52.410701751708984,sl2,16,0.001,39.13153076171875
270,8,39.517525,-51.45976257324219,-52.37290573120117,sl2,16,0.001,40.4288444519043
280,8,39.478416,-51.39350891113281,-52.33753967285156,sl2,16,0.001,37.2830696105957
290,9,39.44022,-51.32810592651367,-52.30266571044922,sl2,16,0.001,37.00923538208008
300,9,39.402855,-51.26361083984375,-52.26917266845703,sl2,16,0.001,38.34162902832031
310,9,39.366623,-51.201698303222656,-52.2358283996582,sl2,16,0.001,38.80366897583008
320,10,39.330486,-51.14011001586914,-52.2025146484375,sl2,16,0.001,38.82249450683594
330,10,39.294464,-51.079185485839844,-52.16924285888672,sl2,16,0.001,37.92833709716797
340,10,39.25978,-51.02010726928711,-52.13806915283203,sl2,16,0.001,38.85712432861328
350,10,39.226345,-50.96194076538086,-52.108367919921875,sl2,16,0.001,38.250064849853516
351,10,39.223125,-50.95624542236328,-52.1055908203125,sl2,16,0.001,42.380672454833984
