grammatical	ungrammatical
ù ù S p Z ě ó b O A ǔ g ù t Q p Q H Z P	ù ù S p Z ě ó b b O A ǔ g ù t Q p Q H Z P
ǔ R S ò w c d x i X a O v ǔ W v i k t V	ǔ R S ò w c d x i X a a O v ǔ W v i k t V
á w A b B M q u Y G O Z O ú d ǔ J é g ò	á w A b b B M q u Y G O Z O ú d ǔ J é g ò
ǎ ě A b c J à K ǔ P ù ò r K à F t N s e	ǎ ě A b b c J à K ǔ P ù ò r K à F t N s e
é O ǔ è n o t b ǎ T n I ě ǔ e q ě A á d	é O ǔ è n o t b b ǎ T n I ě ǔ e q ě A á d
è Y p A p V a a b W O i á B J b z K m o	è Y p A p V a a w W O i á B J b z K m o
ě x m o Q W ù ǒ E N b F V W O a k E f n	ě x m o Q W ù ǒ E N b b F V W O a k E f n
ò N N c R z d l K E i P ě w ú T a z W è	ò N N c R z d l K E i P ě w ú a a z W è
ǒ l á è T à P a U n U z s a ú w á L f ǎ	ǒ l á è T à P a a U n U z s a ú w á L f ǎ
A ú c b l o é M p R s G A w Q L X ò ǎ ǔ	A ú c b b l o é M p R s G A w Q L X ò ǎ ǔ
B e D o S p s ǎ K á l E v p P c s u a Q	B e D o S p s ǎ K á l E v p P c s u a a Q
D ù ǒ C q b F T t ǔ C P z i é U é é H h	D ù ǒ C q b b F T t ǔ C P z i é U é é H h
E S m ě o ù y Y T R x y G m a E p K M J	E S m ě o ù y Y T R x y G m a a E p K M J
F V è o ù ù H h a A k c M R z d è j g t	F V è o ù ù H h a a A k c M R z d è j g t
G a C a Q c ǒ w z P à m Y s ú c y h r d	G a a a Q c ǒ w z P à m Y s ú c y h r d
H o V M C o ě b g b P ǒ L N B s G U u L	H o V M C o ě b g b b P ǒ L N B s G U u L
J L H g à B Q b I R S E f T p c G F é ù	J L H g à B b b I R S E f T p c G F é ù
K U U r á b O W Q a j b ǒ ó U h á Y d m	K U U r á b O W Q a a j b ǒ ó U h á Y d m
L c y t F c O K Z n à B b t ò C g q T ǔ	L c y t F c O K Z n à b b t ò C g q T ǔ
N ù R á c T z W b b a G ǔ j W g g r x b	N ù R á c T z W b b Y G ǔ j W g g r x b
O I d h j o ě T D b t à R ú ò ǒ á t ù Z	O I d h j o ě T D b b t à R ú ò ǒ á t ù Z
P c r s k s f w U h b C i I ó L k b l p	P c r s k s f w U h b b i I ó L k b l p
Q y n T ǔ w h d F b W è à ù M c M b F P	Q y n T ǔ w h d b b W è à ù M c M b F P
S O a á d á F p H a q c j n q i j i M b	S O a a d á F p H a q c j n q i j i M b
T i z ǔ á ě y F i B a m ǎ a ǎ p b J W k	T i z ǔ á ě y F i B a m ǎ a a p b J W k
