form	categorical_judgment
ù ù ù a U n K p u Z L y a G a b b b V ù	grammatical
ǔ n a H a a r b H ú b k b v G N S J j r	grammatical
à T ǎ L J a D o H a à ó a b b F U J b A	grammatical
é B a a O Q a b ó b i y E Y S X X q b n	grammatical
è a U a a T ú J A M U c è b b u M ǎ b C	grammatical
ó a Y j g u i a a U á h ǒ u l b b b j p	grammatical
ǒ F o v C a a a Z M b b t X J N b ǎ è m	grammatical
ú x ǔ a a i a h k b b t b y C n O j s z	grammatical
B n U M r i à g L Z a k a è E a b b b á	grammatical
D J G é Z t a a a b b T V o w S P Z b i	grammatical
E p a a a g á N Y o ú I e b Z b b E s F	grammatical
G G E j T ǔ t a a S x C a b r J v b O b	grammatical
I ě a a a o i ě z ù é a m W b b K r b é	grammatical
J s a t J ǎ o L Q a p F a Q b b B k v b	grammatical
L a ǎ h n a T t a b ú H Z b ǔ T j x u b	grammatical
N E D D r ǔ a p è a n x a D l D t b b b	grammatical
O n ó j w p n H a y L M a ú Y a j b b b	grammatical
Q a Y V ǔ a m N V a S b b z x b é T u u	grammatical
R r a a a B a D K S W ǎ b B à h b y b ǎ	grammatical
T a N T à Z a W H F a ǔ b ǒ G G b z b ù	grammatical
V ǎ a a ò Q l g a L b M N T x V F b b o	grammatical
W n h G a à h á a a b T è O b T u A w b	grammatical
Y a ù m W á ú B j a P a C b b b w ú n F	grammatical
a ù ò R ǔ j a R a L ǎ r y b C s r ǎ b b	grammatical
a é s à t N V a a h b b T b n R g T J h	grammatical
a ú P S N C v ú ǎ a ě I a b q N b b P ù	grammatical
a E ǒ á a a c j a ǎ b M R X o b ò é b X	grammatical
a J l j z U l V a a Q b G I à j b M b u	grammatical
a P x a ǔ a ǔ O k r t b b ó K b s x K Y	grammatical
a U a S R L y l H è a x U p O R y b b b	grammatical
a Z n a é ú L W a N b Z ó b á H U x b k	grammatical
a a D k a E w b m V x O b V b u é J O R	grammatical
a a Y a ǎ W m o à è H ǒ s b b r ǎ N b Q	grammatical
a a a l ó m y a K P s V b j N ǎ u á b b	grammatical
a a x ó ǔ r P r a G v b y q T b m ǎ W b	grammatical
a k a ú a u X N b n Q b n r ǔ è b á w z	grammatical
a p a W i W a S I b b w è E Y h b à L ò	grammatical
a t y a à è n à E v ě a E Y b q b F W b	grammatical
a z a J N T a á I E b g z u b o F V ě b	grammatical
h a G q Q C a a b p b ú ǔ k ú D D b ú j	grammatical
j U a ó Z G n ǎ w è M F a G a z b b b X	grammatical
l J B ǒ ù r L ú a a U S a A b K ò b b W	grammatical
m a p a a N é M ò b s Y o á v L w b b Q	grammatical
o T a a N y h á w a x m V b b i à g u b	grammatical
p l z t a i X a ǎ a b Q n g V b ǎ á K b	grammatical
r a P T m a ù k H C l a N b b b R Z J u	grammatical
t J q Y a a T G K m o l X ú a t b K b b	grammatical
u w T Q S B ù a z a ò a H b ě L b v b s	grammatical
w j I y a u a ù l a A ó v U b ù b C k b	grammatical
y Z x K a a r o a C é j z C à b N b ǎ b	grammatical
ù ù F W ó ò m I W O I F j M Z p a g c à	ungrammatical
ǔ G u P y w H M a H è q m O p u x m ù á	ungrammatical
á b è é t N o y B b w k ǔ v y G W é é ò	ungrammatical
à t x ǒ z y v f L n E T O v k s J f Y w	ungrammatical
é à p f ǎ ù l K I g W T Z V O I g O g i	ungrammatical
è H X r m u S W Z P ǎ A L y ò k ó Q A V	ungrammatical
ě Y L y Y P U R J u w i k i i y w t U j	ungrammatical
ó m U j F ú x b k ǔ á ù N c f r s ǔ j f	ungrammatical
ò z L Q l A Z F A b E p w U i ǎ x q G j	ungrammatical
ú A T n u s b P ǒ I i j R ǎ n S A c D Q	ungrammatical
A U B j M n ò q à s a i à à v é P e P u	ungrammatical
B w s V q ò h x u é m ò O o K m ú a A t	ungrammatical
D M k ù E u ǔ u D P p A P g ó F Z C X J	ungrammatical
E g e o à M s ǒ g A o g à ó á p M Y ǒ ě	ungrammatical
G C P ù Q u u F á J E v M S v y c z y á	ungrammatical
H R j B è o O à z q c j x d p ǔ p v é ě	ungrammatical
I i ǔ U F S C ò P o D k a f t H d é s E	ungrammatical
K ǎ I b p R u s a Z X w B ě O W O X F z	ungrammatical
L E ǒ B y w Q ǔ é ě p n q F s L U ǔ é M	ungrammatical
M J D C d s h F W á j é n ó I T E á è I	ungrammatical
N a é B x h F x C K b q e ò R G F d C h	ungrammatical
O s h y P L U y Z K F a K Y t t h D i ò	ungrammatical
Q ú è b j c S Y Y N l f e e s n o n n O	ungrammatical
R t W é Y U R S c E P I x G p i L q M V	ungrammatical
T E i t n v a é m K B o ò G à k ǔ d s I	ungrammatical
U S s f ě m l P H T L m M R c C D B d F	ungrammatical
V i i R T w Z t X l y U t B X ǔ u M t O	ungrammatical
W o á b U q m ò L b T S Z e i t t B à ǒ	ungrammatical
X v C g n b M n i W L ú v W C ǔ ě g S Z	ungrammatical
Z à I o C l X j s ǔ s K a C N B K F p r	ungrammatical
a N t M ù X W X r d D è V d è u X S ǎ z	ungrammatical
b a ú ú ě R t m K A O ǔ y K Y x z r w f	ungrammatical
c i r I m a á I m x ú à X f p i è ú u y	ungrammatical
e á G N A é e S Y P o y S E j e K t E O	ungrammatical
f R t k Y v a u b v w è R L p à k l K h	ungrammatical
g X q r N B Q m v f f à q ǔ f J B Q u s	ungrammatical
h j ǒ ǔ K j u á p W b F k X à t Y S v n	ungrammatical
j ě e X G h ě X j D è B t ú F x j à o H	ungrammatical
k A L H ǔ k ó ǎ Y ò d S o g K x i S c C	ungrammatical
l Z G ó v á p o I k E T O J s R u à f z	ungrammatical
n ě ǔ B B s é K K d p f T s d d ǎ Q V ò	ungrammatical
o U I D ě c w c O D k L Y s é A á q t K	ungrammatical
p k ù f T à ǔ l H Y u L e b P l B w D o	ungrammatical
q y B ě p E ě z y B X c P V E n Q k c y	ungrammatical
s C b E u ǔ ú ǎ R S j I P k U h b J F s	ungrammatical
t S y D a w o B H ú m P O y B T w e T I	ungrammatical
u n m G ǒ i P S p d O f b X ù c W k x Q	ungrammatical
w ě è U u p A P q E w O f k v w ě A m B	ungrammatical
x K G q h é C U k X R S R Y v ǎ è D ó Q	ungrammatical
y k a E S ǒ ě N ǎ ǎ m Q A t B v t X à A	ungrammatical
ù ù ě ù a Y a a B O U b K I b U v K V b á	grammatical
ǔ t ù v ù B u a B a a R Y C g P b b b G b	grammatical
à S N w a a y U E P P S a v z ǔ b b b g Y	grammatical
é ó ě a j A m a K E a v A b S b n p H b J	grammatical
è l a a s w U a ù Y H ě X n ǎ b ù b b j ǒ	grammatical
ó P U u K a P a A M g g a b A D Q b b z B	grammatical
ò i t U a ó C a P D N L Y a b ǔ b è g b u	grammatical
ú P a p s ǒ a x ù á a b é d f s b b b X l	grammatical
B ǒ a x a V a b E H v D o n è b á à K q b	grammatical
C h a D I E a a U F b r P l O J b b E I ǔ	grammatical
E a X a T s a E i l ǎ u b u H ǎ b o O b p	grammatical
G L a a C p L a P z L J t b l R b b n C Y	grammatical
H p a m ú a K P à B X N a R b M ǎ b è b H	grammatical
J a ù è B M ó l a j ù g n V I a c b p b b	grammatical
K m a p h m K a j K a b b á g P x S ó b l	grammatical
M a a h ó à a G H D b ǔ D i b E l b u j l	grammatical
O V B q k a o ù a v q a è b U b à Z ě b t	grammatical
P v a M x a a b L t ù b n i u b t S ě ó S	grammatical
R a a ù a F B P Z ù è V K x b b P b u ú O	grammatical
S v Y X I ù Q j ǎ A n a a w a b b b S g L	grammatical
U a a w ò H a b n b w T L w C b D U G q E	grammatical
W a M D D W J a G g O a p O u ǔ b b ǒ N b	grammatical
Y F W P a a a q d b C s p b F t M M á w b	grammatical
Z a W a a b w C T N b t o H A s l j ú M b	grammatical
a ǎ g a R è a à f V J S N ǒ T b ě b P ǔ b	grammatical
a ò D q G a Z a Y i M E P y b b m B b O á	grammatical
a C a à a o ù ò è D b b b u F z r j t r w	grammatical
a I g a a b I s z p U b ǎ C z v j M t z b	grammatical
a O i ú è ú a a w b ě A b S O q S ǔ T Z b	grammatical
a V ù a a h Q x ě b á H s b b j t u E ù C	grammatical
a Z j a a b ú J H u K X r z b b v Z W s N	grammatical
a a D T p a S H l z b H N b q ǎ U K Q b q	grammatical
a a X m a R ú n é P é à p b r O s S b q b	grammatical
a a a u p W b ě b I h w è V E b Q Z l W P	grammatical
a a y J ǎ B k q M a ǔ á l H A é L b b m b	grammatical
a k a ú W H a ǎ j t L s à U b H S v P b b	grammatical
a p ó á a l a s b ó b l A Q b M D Q P Y H	grammatical
a w E a a Z D L b l w E t ǒ x z b F b E ě	grammatical
g Z a t F n G Q G o a L a b b R é F b W A	grammatical
h y ǔ r B V Z a a a b E b S ǎ w u Z D b g	grammatical
j j U P S a a a b ú m U A D I z m b p b w	grammatical
l U é l a F Z D a a x Z G b H C b P P V b	grammatical
m r a q ò a é V g a ě K f b ǔ C J u b Q b	grammatical
o a a i X á à a f O j ǒ ǔ S b k b H X b S	grammatical
q C a u u h ǔ j m a t z y X s a b b b H i	grammatical
r p a g o a a b g á C b é K D ò g g w A b	grammatical
t K a h E C a i V a b s l b b D G A U G è	grammatical
u a o j a G a P D f b ǒ T n x y t è b P b	grammatical
w a ù q i ó H a ù k a e g z J b q J b T b	grammatical
y ú a u a i a q à F q ǎ b b b D w w D Q u	grammatical
ù ǔ P ó V g B L ǔ H x r w L I Q N D k x T	ungrammatical
ǔ ǔ k w ú ò A O à ǎ I Z è Y ù e N R L E S	ungrammatical
á X h Q I G F x ě N l F l e ě M P g b i e	ungrammatical
à k r k v k D d M b l r s ú ó q o M q w I	ungrammatical
é A s b ù A D r J O U ǎ H z ǔ d S ǔ W ě X	ungrammatical
è Z z i Q d t m f ǎ T ú d W j ě ǒ v ò e G	ungrammatical
ě t z J U T Y k ǔ ó S D ǎ t u ó ǔ P ǎ Y f	ungrammatical
ò L X ǔ s X l ó K ǔ b q i u U W X x i m P	ungrammatical
ǒ R w à O K ú e e t W d ě a o A E f H N W	ungrammatical
A é X J Y n H D g ǔ V M q H n r g P I r y	ungrammatical
B ú F H A V E g U G i z k P V è ú J C L ǔ	ungrammatical
C T w u l ù i g j ó J b p j p w R G v à ǒ	ungrammatical
D t ù X w B e c A n Y n Z ǒ ú D ò w C ǎ ǔ	ungrammatical
F ǎ ě m é I à H ǎ X W C è N ú K e a ǎ d t	ungrammatical
G G r A P o à G á K ù c ú o I j g r C c r	ungrammatical
H Y t à i I j f D U j d d ě A w ǒ S a ù è	ungrammatical
I m J W e B U v d H ò Y ú V y i M u a D y	ungrammatical
J u T E m X ǒ v V J x Z ó y C Y n L è R A	ungrammatical
L ò T F p ò h G é j M t h N y Y ó G w t u	ungrammatical
M S M b v Z u A ǎ F h G I E W z a o f P l	ungrammatical
N j C F ě L j O R ó M i u N p I n à l é o	ungrammatical
O p á z q ú G Q S p Z ǔ h a ě ó y Z s ò J	ungrammatical
Q ǒ è W ě x x t r è K t L w ǔ D c l p d ó	ungrammatical
R S F d G d Y á z H G t ě k A u i h a ě G	ungrammatical
S n t R u ù g n O F I l h p X g p M è ǒ s	ungrammatical
U à K ě W ě d ú r c è k O q W l ò j u U G	ungrammatical
