grammatical	ungrammatical
ù ǔ A á j S P a v k q e f è u ó E é i l c	ù ǔ A á S P a v k q e f è u ó E é i l c
ǔ S b S o o n B o x á l T A D R A x é ò	ǔ S a S o o n B o x á l T A D R A x é ò
e a ǔ x A d o H ě J t U G b I z g B q R	á a ǔ x A d o H ě J t U G b I z g B q R
à o r p j t p S H w a e Q F Z u ú g u a v	à o r p t p S H w a e Q F Z u ú g u a v
c ǎ z Q y a D t D ǒ E r p k o è D t k J f	ǎ z Q y a D t D ǒ E r p k o è D t k J f
è d ò y a ǒ S t L à c Y u s A N S O Y à	è á ò y a ǒ S t L à c Y u s A N S O Y à
ě N b t è a z h Y v M S W s J ù j G V R	ě N ǔ t è a z h Y v M S W s J ù j G V R
ó S n r b e i B j k E V F Y s c M h f i	ó S n r a e i B j k E V F Y s c M h f i
ò è H x R ě i o ě c ǔ r d ǒ d Z l ǔ ǎ à	ò a H x R ě i o ě c ǔ r d ǒ d Z l ǔ ǎ à
ǒ t p o á è w P v R á E T ǔ ó N V S ó á	ǒ t p o á è w P v R á E T ǔ ó N V a ó á
ú s E K s N R c O Y J a P ó è è D V L ó d	ú s E K s N R O Y J a P ó è è D V L ó d
B ě Y ó P S ù ò n à U f q n x w è J H B	B ě Y ó P S ù ò n à U a q n x w è J H B
C D o i E C v y ǒ K a E y o Q ǒ C d t i G	C D o E C v y ǒ K a E y o Q ǒ C d t i G
D B Y C ǎ k V D N P H Y p J p à ǒ Z ě a	D B Y C ǎ m V D N P H Y p J p à ǒ Z ě a
E U d C Q è p y é ǔ S a w Z A c T Z F m l	E U C Q è p y é ǔ S a w Z A c T Z F m l
F Z ǎ x ú P E é X é S M L i E ó y M n I	F Z ǎ x ú P E é X é S a L i E ó y M n I
G t V q E d é r D J m a ǎ ú m é l y Q ě l	G t V q E é r D J m a ǎ ú m é l y Q ě l
I h à a a Z h I á è ě q è V w Z M g o R w	I à a a Z h I á è ě q è V w Z M g o R w
J ú l t x J N E k A ú u a d ù P G V a ě e	J ú l t x J N E A ú u a d ù P G V a ě e
K D é l Y R o è Y I ó A v N h z ù R W V	K D é l a R o è Y I ó A v N h z ù R W V
L C x ǒ w m t P I H F Y ǔ c t r ú c ù y	L C x ǒ w a t P I H F Y ǔ c t r ú c ù y
M G L a b k J l X F B ó C W u R à u e s	M G L a ǔ k J l X F B ó C W u R à u e s
N Q X g D O P a w T n J B E c G n k J J r	N Q X D O P a w T n J B E c G n k J J r
O é á ǔ z r d X E d L e A Y á N s X b f	O a á ǔ z r d X E d L e A Y á N s X b f
P r r A l i ě n W á p z a e z à W g g d C	P r r A l ě n W á p z a e z à W g g d C
Q r Q ù W W y é t d Q s o T u X a h c f L	Q r Q ù W W y é t Q s o T u X a h c f L
S ò ù ú H T á N x D O w o ù b O à i G C	S ò ù ú H T á N x D O w o ù a O à i G C
T D ě D u ǒ ó c Z C H p t t P ǒ j Q b a	T D ě D a ǒ ó c Z C H p t t P ǒ j Q b a
U J r D v f v à I j r L C O f d b F ǎ è	U J a D v f v à I j r L C O f d b F ǎ è
V o a W P A G K K v ě D W o y G V S b a	V o a W P A G K K v ě D W o k G V S b a
X à U t C h ú W n r x D G u h b o R ó o	X à U t C a ú W n r x D G u h b o R ó o
Y ú m s B y i a N ú ǎ Z è d b U g C c d U	Y ú m s B y a N ú ǎ Z è d b U g C c d U
g B A o O p a l ù Z N X C ù I n X o U i	Z B A o O p a l ù Z N X C ù I n X o U i
è ǎ Q N z f é B X g è e r K ò ò v h k i	a ǎ Q N z f é B X g è e r K ò ò v h k i
a G H b ǎ é ǔ O á V ě F p v X ú X ě é o	a G H z ǎ é ǔ O á V ě F p v X ú X ě é o
H V G l r h P F K m b ù ǔ L P ǔ T K p q	a V G l r h P F K m b ù ǔ L P ǔ T K p q
x j m F k O è q D o q d ò ǒ ú Q m y g A	a j m F k O è q D o q d ò ǒ ú Q m y g A
f w H K E m q f M Y z v W l L ǔ K R N k	a w H K E m q f M Y z v W l L ǔ K R N k
h l s K K a r ě C S c t b C q p é ǔ s G ú	l s K K a r ě C S c t b C q p é ǔ s G ú
