grammatical	ungrammatical
ù ù N n n q a b a b a b ú ě I x S F d q ǎ	ù ù N n n q a b a b a ú ě I x S F d q ǎ
ǔ T N ó H k H X X J a b a b a b c l i P G	ǔ T N ó H k H X X J b a b a b c l i P G
á l ǒ b a b a b a Q é l à ú m P a W H ǒ	á l ǒ b a ǔ a b a Q é l à ú m P a W H ǒ
ǎ ò a b a b a b g S M k P ò h K m H U a n	ǎ ò b a b a b g S M k P ò h K m H U a n
é K l i C ě á a à f ò b R x b a b a b a	é K l i C ě á a à f ò b R x O a b a b a
è b q r a K X ú F U b a b a b a l f w h	è b q r a K X ú F U b B b a b a l f w h
ě y Z D b a b a b a b á é q N G ě ù u à	ě y Z D b a b a K a b á é q N G ě ù u à
ò S W è w k L k S b c a b a b a b é g e K	ò S W è w k L k S b c a b a b a é g e K
ǒ a b a b a b k T ǎ y n l n r R G B G ǔ	ǒ a V a b a b k T ǎ y n l n r R G B G ǔ
A ǔ ó ě a b a b a b s H x h à ǒ a Q v C	A ǔ ó ě a b U b a b s H x h à ǒ a Q v C
B D r F è p u à k t i ǎ á b a b a b a S f	B D r F è p u à k t i ǎ á b a a b a S f
C c G b a b a b a ǒ U e ò h á t ò Q q ǒ	C c G R a b a b a ǒ U e ò h á t ò Q q ǒ
D z p N D ǒ K Q è ù i m a b a b a b G z X	D z p N D ǒ K Q è ù i m b a b a b G z X
F E n x a b a b a b a R k ǒ V D M e S O g	F E n x a b a b a a R k ǒ V D M e S O g
G R j ó à X k a z ě g H B b a b a b a t	G R j ó à X k a z ě g H B o a b a b a t
H i C k a b a b a b l G U s Y o b F t x p	H i C k a b a a b l G U s Y o b F t x p
I v q Z K d p h O D A X d a ǒ a b a b a b	I v q Z K d p h O D A X d a ǒ a a b a b
K J b a b a b a R R G ǒ e G k N t e H J s	K J a b a b a R R G ǒ e G k N t e H J s
L k h á N è L h ó x T x q a b a b a b ù	L k h á N è L h ó x T x q a b a b a y ù
N é e f S K k S q b a b a b a j h I S Y o	N é e f S K k S q a b a b a j h I S Y o
O V h Z P u c è l N g k b a b a b a L ǔ V	O V h Z P u c è l N g k b a b a a L ǔ V
P t L v j t I k d b b b a b a b a L ǔ Y	P t L v j t I k d b b b X b a b a L ǔ Y
R ò M b ó C B Q a a b a b a b C H v D w S	R ò M b ó C B Q a a a b a b C H v D w S
S V v x H e F q M v F X v F b a b a b a Z	S V v x H e F q M v F X v F b a a b a Z
T q H r O é d F U p X C b a b a b a V A t	T q H r O é d F U p X C b a b a b V A t
V ǒ s è N g o K a X B a b a b a b K o u h	V ǒ s è N g o K a X B a b a b b K o u h
W V L I S ǔ W M e T á f a b a b a b ú F é	W V L I S ǔ W M e T á f a b b a b ú F é
X s c f ò ú X ǒ O à n è a b a b a b E z	X s c f ò ú X ǒ O à n è a o a b a b E z
Z R S c c a b a b a b ó U ù v b Z H A x	Z R S c c a b a b W b ó U ù v b Z H A x
a b a b a b ò ě B Z ǒ s J W L f Z I F ǔ	a b a P a b ò ě B Z ǒ s J W L f Z I F ǔ
a b a b a b X u O l Q y é y h W z v é k	a b a e a b X u O l Q y é y h W z v é k
b Y a b a b a b Y I c P c á k ǒ à ú P l y	b Y a b a b a Y I c P c á k ǒ à ú P l y
b a b a b a a W ǔ e U O S J C i O G ù b F	b a b b a a W ǔ e U O S J C i O G ù b F
c X c X O k k s c Z U D a b a b a b n ù	c X c X O k k s c Z U D a b a e a b n ù
d x p t u H ú b a b a b a Y v T u è G l	d x p t u H ú ò a b a b a Y v T u è G l
f L A h X I T V R m b a b a b a ǔ à c R	f L A h X I T V R m b a b a b n ǔ à c R
g k a b a b a b Q i J l H q D U D H b o	g k a b a m a b Q i J l H q D U D H b o
i D X q r U ó ó è J m b a b a b a m J t	i D X q r U ó ó è J m b a b a s a m J t
j a G y W ò Y b h e w a b a b a b ǒ T O F	j a G y W ò Y b h e w a b a a b ǒ T O F
k j b a b a b a ě è ó Q D à D D J B c h c	k j b a a b a ě è ó Q D à D D J B c h c
m ú c K H b a b a b a M M ǔ y M ù x z x u	m ú c K H b a b a b M M ǔ y M ù x z x u
n l a b a b a b Y n s J k V F n N m H M	n l f b a b a b Y n s J k V F n N m H M
p ǔ o C P k H F n f K J B a b a b a b S I	p ǔ o C P k H F n f K J B a b a a b S I
q B a b a b a b C t ǔ Q R è ǔ q k d u ǒ d	q B a b a b b C t ǔ Q R è ǔ q k d u ǒ d
r c z e G N S y á G O ǎ ě U a b a b a b r	r c z e G N S y á G O ǎ ě U a b a b a r
t á e a b a b a b I ù J L b y I T V ě p	t á e a b a Q a b I ù J L b y I T V ě p
