grammatical	ungrammatical
ù ǔ a M ě à B L f F ǒ t k o u G t g é ě x ò t e é c ó x b J t	ù ǔ a M ě à B L f F ǒ t k o u G t g é ě x ò t e é c ó x Z J t
á ó G ò é ú U F à M K z C r m Q p H a R p A Z b T w i ǔ q M E	á ó G ò é ú U F à d M K z C r m Q p H a R p A Z b T w i ǔ q M E
ǎ T C p m S S F a o I J f q V b q ú ǎ y Z h Y E g V n i O S Z	ǎ T C p m S S F H o I J f q V b q ú ǎ y Z h Y E g V n i O S Z
è r I a z X e j q N R i o d D b á R ú q s o C F è q y B t i o	è r I a z X e j q N R i o d D ǎ á R ú q s o C F è q y B t i o
ò a T ú J ó d S X ù J Z b M J à ó j q G S Q ú Z O M N z C s K	ò a T ú J ó d S X ù J Z b M J à ó j q G S Q c Z O M N z C s K
A ǔ F N a z F r ó Z v ù l ǔ ǎ a b d u g b X V S ò ù V H H w h	A e F N a z F r ó Z v ù l ǔ ǎ a b d u g b X V S ò ù V H H w h
C a q e E ú ò e Z L u U ó o ǔ t s b E ǒ g L P N s F é w Q m r	C Z q e E ú ò e Z L u U ó o ǔ t s b E ǒ g L P N s F é w Q m r
F B B B Z V Z r k C Y ě j l ù l S h q a R é l t c è L b I W i	F B B B Z V Z r k C Y ě j l ù l b h q a R é l t c è L b I W i
H v r W C S m V ǎ n ú ù h C è u o I T J M a m r ě W a e t x b	H v r W C S m V ǎ n ú ù h C è u o I T J M a m r ě W a e t x ù
K E ú G l M ǔ a q V M C k á g T e v L ǒ à v x N G S b M O q N	K E ú G b M ǔ a q V M C k á g T e v L ǒ à v x N G S b M O q N
M z j F m a W ù g W n i V C R b t i t I K F j o y è s Q U b G	M z j F m ě W ù g W n i V C R b t i t I K F j o y è s Q U b G
P g á a d g J G u b é é S W P Q I w k D ǔ E H A n U ě l F D S	P g á a d g J G u b é é S W P Q I w k D ǔ E H A n U ě l a D S
S G k h n a N ú u V ò b t ò è D T j o G ǔ o Z s J á B ǎ Q J V	S G k h n a N ú u V ò b t c è D T j o G ǔ o Z s J á B ǎ Q J V
V F y è a X ǒ m B A j N T J k q E d t p I a e E z b B J B o k	V F y è Z X ǒ m B A j N T J k q E d t p I a e E z b B J B o k
X a ù E A g ǔ ù m W H ǔ s R ǎ L m Z è d c E r K b s i q N k ó	X v ù E A g ǔ ù m W H ǔ s R ǎ L m Z è d c E r K b s i q N k ó
a é z F R m b h s G i J ù N L O S O u h h r A k U j t E R P Z	a é z F R m b h s G i J ù N L O S O u h h r A k U j t E R P e Z
