grammatical	ungrammatical
ù ù u a G P u F a ò A i à e u ò a ě Z y	ù b u a G P u F a ò A i à e u ò a ě Z y
ǔ B ù K ò u ú F b V n è U b E ǔ C G h e	ǔ B ù K ò a ú F b V n è U b E ǔ C G h e
á a j T y b ú R ǎ ǔ m I a ǒ ù W v f ú M	á a j T y b ú R ǎ ǔ b m I a ǒ ù W v f ú M
à k B r q d i é a R a e I a é O z h h l	à k B r q d i b a R a e I a é O z h h l
é D o ě j A A a ò t c p X T a b v Q F ù	é D o ě j A A a ò t ǒ p X T a b v Q F ù
è b l ú j a h P r a è b c i F Y V à E c	è b l ú j a T P r a è b c i F Y V à E c
ě r K b U E v O è O ò b Q X E T B v á e	a ě r K b U E v O è O ò b Q X E T B v á e
ò A n U j S e v b b ě y ù F Q w M Q e M	ò A n U j S e v b b ě y ù F a w M Q e M
ǒ a b i C l b U S q á L à T ǎ W ǒ D z o	ǒ a b i C l b U b q á L à T ǎ W ǒ D z o
ú s s h é I p J Q b b c j z á a w D E n	ú s s h a I p J Q b b c j z á a w D E n
B L h Y X é v R a a I Z C ú h H N r a m	B L h Y X é v R a a I Z C ú h H b r a m
C i c a J P U Y b V p N n k n e ó H g y	C i c a a J P U Y b V p N n k n e ó H g y
D l Z c F á L t I b ǔ q ù p Z a ǒ ě f S	D l Z c F á L t I b b q ù p Z a ǒ ě f S
F G a b m O o ú d ǎ J Z x B d t p o V m	F G a a b m O o ú d ǎ J Z x B d t p o V m
G k r U F y G a b N è ù m á N x S P U B	G k r U F y G a b N è ù m á N x S P U b
I I J A x d b S T Z z U l u ò Y F l ě a	I I J A x d b S T Z z U l u ò a Y F l ě a
J I m y n C b A K Q M a à b e Q ó é ó v	b I m y n C b A K Q M a à b e Q ó é ó v
K i I M x a b I é ù S r Y ǎ S y K S a q	K a I M x a b I é ù S r Y ǎ S y K S a q
L z S b W z s K ǔ I N A N F E D G a u u	L z S b W z s K ǔ I N A b N F E D G a u u
N N Q o V y X ǔ l J á z n U a ò X A I b	N N Q o V y X ǔ l J á z n U a ò X A b b
O q ù ǒ L X r Z i A N ú a A x Q I é ó b	O q ù ǒ L X r Z i A N ú a A x Q I b ó b
Q B w G E O á b r N L G Q ú U ǎ G a A f	Q B w G E O á b a r N L G Q ú U ǎ G a A f
R h á O W ǔ w a o a H ù V o R à W j b K	R h á O W ǔ w a o a H ù V o R à W z b K
S q ě c ǔ ú f B b N Y b h a P x Y g M á	S q ě c ǔ ú f B b N Y b ǎ a P x Y g M á
U B n F I W H T M p é a A S a o ǒ x x L	U B n b F I W H T M p é a A S a o ǒ x x L
V Q G a y Z a C K F u V è à r D O M K C	V b Q G a y Z a C K F u V è à r D O M K C
W o H y l Z m o j V F v b n a e d Q m A	W o H y l Z m o j V F v b b a e d Q m A
Y F R ù B K h V é Q N W w O Q g á b I a	Y F R ù B K h V é Q N W w O Q g á b b I a
Z V n T ó b a n q m j E C F P w Q h A h	Z V n b T ó b a n q m j E C F P w Q h A h
