step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.021957,-53.87179183959961,-54.466548919677734,sl2,16,0.01,40.68547058105469
10,0,40.23454,-52.57337951660156,-53.381404876708984,sl2,16,0.01,40.230777740478516
20,0,39.584114,-51.479347229003906,-52.4758415222168,sl2,16,0.01,38.9084358215332
30,0,39.077557,-50.57509231567383,-51.771915435791016,sl2,16,0.01,40.491371154785156
40,1,38.698997,-49.84770584106445,-51.24058532714844,sl2,16,0.01,37.41939163208008
50,1,38.415604,-49.27604293823242,-50.83543014526367,sl2,16,0.01,36.320762634277344
60,1,38.208237,-48.829994201660156,-50.52079772949219,sl2,16,0.01,35.927310943603516
70,2,38.058353,-48.48006057739258,-50.27690505981445,sl2,16,0.01,36.80868148803711
80,2,37.95341,-48.204315185546875,-50.09516143798828,sl2,16,0.01,34.3543701171875
90,2,37.875717,-47.97459030151367,-49.95745849609375,sl2,16,0.01,35.33982467651367
100,3,37.81099,-47.778873443603516,-49.83940505981445,sl2,16,0.01,36.162654876708984
110,3,37.767937,-47.6182861328125,-49.74405288696289,sl2,16,0.01,36.7349739074707
120,3,37.729855,-47.485252380371094,-49.654747009277344,sl2,16,0.01,33.03727722167969
130,4,37.69621,-47.37240982055664,-49.56773376464844,sl2,16,0.01,35.313323974609375
140,4,37.667583,-47.27395248413086,-49.482688903808594,sl2,16,0.01,35.46482467651367
150,4,37.672047,-47.198822021484375,-49.46061706542969,sl2,16,0.01,38.00386428833008
160,5,37.655655,-47.119239807128906,-49.39889144897461,sl2,16,0.01,33.42129135131836
170,5,37.640137,-47.045108795166016,-49.32738494873047,sl2,16,0.01,34.43198776245117
180,5,37.64243,-46.99464416503906,-49.29601287841797,sl2,16,0.01,36.441341400146484
190,5,37.638756,-46.94447708129883,-49.26604080200195,sl2,16,0.01,34.97962188720703
200,6,37.638374,-46.896514892578125,-49.23678970336914,sl2,16,0.01,34.20105743408203
210,6,37.65078,-46.86479949951172,-49.22536849975586,sl2,16,0.01,34.81343078613281
220,6,37.660156,-46.829036712646484,-49.20100021362305,sl2,16,0.01,36.677947998046875
230,7,37.678745,-46.805641174316406,-49.217430114746094,sl2,16,0.01,33.939476013183594
240,7,37.693005,-46.783897399902344,-49.217586517333984,sl2,16,0.01,34.85905075073242
250,7,37.714573,-46.77033233642578,-49.227500915527344,sl2,16,0.01,35.82308578491211
260,8,37.720734,-46.74428939819336,-49.20436096191406,sl2,16,0.01,33.663387298583984
270,8,37.723736,-46.72052001953125,-49.172977447509766,sl2,16,0.01,35.39657211303711
280,8,37.73852,-46.70531463623047,-49.16835021972656,sl2,16,0.01,32.861297607421875
290,9,37.758938,-46.69491195678711,-49.18601608276367,sl2,16,0.01,35.26723098754883
300,9,37.78339,-46.69631576538086,-49.21845626831055,sl2,16,0.01,35.10367202758789
310,9,37.783295,-46.67422103881836,-49.192649841308594,sl2,16,0.01,35.26548767089844
320,10,37.798107,-46.65981674194336,-49.184391021728516,sl2,16,0.01,32.96274185180664
330,10,37.80234,-46.64545822143555,-49.164886474609375,sl2,16,0.01,35.51500701904297
340,10,37.81546,-46.63909149169922,-49.15932083129883,sl2,16,0.01,35.599082946777344
350,10,37.83704,-46.63735580444336,-49.176631927490234,sl2,16,0.01,35.29925537109375
351,10,37.838367,-46.63547134399414,-49.177337646484375,sl2,16,0.01,31.223230361938477
