step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.053818,-53.923988342285156,-54.46544647216797,sl2,128,0.001,41.133792877197266
5,1,41.012344,-53.86227035522461,-54.41071701049805,sl2,128,0.001,40.44718933105469
10,2,40.971607,-53.801513671875,-54.35704803466797,sl2,128,0.001,40.97823715209961
15,3,40.931454,-53.74152374267578,-54.304298400878906,sl2,128,0.001,41.903846740722656
20,5,40.891747,-53.68213653564453,-54.25212860107422,sl2,128,0.001,40.90327835083008
25,6,40.85254,-53.62342071533203,-54.20059585571289,sl2,128,0.001,40.904666900634766
30,7,40.813923,-53.56547927856445,-54.14982986450195,sl2,128,0.001,41.311988830566406
35,8,40.77583,-53.50825119018555,-54.0998649597168,sl2,128,0.001,41.0412483215332
40,10,40.73823,-53.451698303222656,-54.0505256652832,sl2,128,0.001,41.42348861694336
43,10,40.715927,-53.418121337890625,-54.021305084228516,sl2,128,0.001,40.58958435058594
