step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.04241,-53.9167366027832,-54.76985168457031,sp2,32,0.001,41.40848922729492
10,0,40.752056,-53.4860954284668,-54.3319206237793,sp2,32,0.001,40.34272384643555
20,1,40.492065,-53.09310531616211,-53.93430709838867,sp2,32,0.001,39.12244415283203
30,1,40.260387,-52.73801040649414,-53.57638168334961,sp2,32,0.001,40.261653900146484
40,2,40.05637,-52.41865158081055,-53.25649642944336,sp2,32,0.001,38.484352111816406
50,3,39.876842,-52.13691711425781,-52.973976135253906,sp2,32,0.001,41.32889938354492
60,3,39.715973,-51.88578414916992,-52.721744537353516,sp2,32,0.001,39.39189529418945
70,4,39.577805,-51.65477752685547,-52.49382781982422,sp2,32,0.001,39.26512145996094
80,5,39.453728,-51.4486083984375,-52.290164947509766,sp2,32,0.001,39.968284606933594
90,5,39.344006,-51.26158142089844,-52.10652160644531,sp2,32,0.001,40.14969253540039
100,6,39.246956,-51.0921630859375,-51.9411506652832,sp2,32,0.001,38.86735534667969
110,6,39.158863,-50.93659973144531,-51.79010772705078,sp2,32,0.001,38.99617004394531
120,7,39.08027,-50.79604721069336,-51.65385055541992,sp2,32,0.001,38.508968353271484
130,8,39.006584,-50.665992736816406,-51.52814865112305,sp2,32,0.001,38.6193733215332
140,8,38.943134,-50.54656982421875,-51.414024353027344,sp2,32,0.001,39.355430603027344
150,9,38.882366,-50.437156677246094,-51.30863952636719,sp2,32,0.001,38.802738189697266
160,10,38.827774,-50.33498001098633,-51.21138381958008,sp2,32,0.001,39.338096618652344
170,10,38.77868,-50.23857879638672,-51.120670318603516,sp2,32,0.001,38.68413543701172
175,10,38.75595,-50.193111419677734,-51.078155517578125,sp2,32,0.001,38.85452651977539
