grammatical	ungrammatical
ù á a ǒ m m d V v Y à d K N k d U w V d W	ù á a ǒ m m d V v Y à d K N k d U w V W
ǔ Z Z b k ǎ C d c b Z é A ù i d u c w W	ǔ Z Z b k ǎ C d T b Z é A ù i d u c w W
à E c i U C d c Y N G Q U a b D d T t L	à E c i U C d c Y N G Q U a b D ù T t L
ǎ d A d E g ě j y H ǒ è B V d à d J s n	ǎ d A d E g ě j y H ǒ è B V d à S J s n
è C b R H k d g Z r ǎ c b c A u m f B A	è C b R H k d g Z r ǎ w b c A u m f B A
ě g j a ó W b q ě c e r t b ù s T c R M g	ě g j a ó W b q ě c e r t b ù s T R M g
a ò ǒ B X M x ú h M ǔ b ù á A a Q o b h x	ò ǒ B X M x ú h M ǔ b ù á A a Q o b h x
ǒ M x d m Z j I C d i D d H d e s z W T X	ǒ M x m Z j I C d i D d H d e s z W T X
ú u C U k ò H K a ǎ b a W f k e S m b m r	ú u C U k ò H K ǎ b a W f k e S m b m r
B d J a b e d ú l t d e o ù m d o o T o E	B J a b e d ú l t d e o ù m d o o T o E
C f ù A b d ú l c b ó r f x c ǎ R K h H	C f ù A b d ú l c b ó r f x x ǎ R K h H
E I q b g d T g H u T k I d c T b ù W c	E I q b g d T g H u T k I d c T b ù W Z
F e ǒ á W d u n w S x à d ě P d W ù U d	F e ǒ á W d u n w S x à e ě P d W ù U d
H A g Q c ě r ě S o d w c I G t d R h K	H A g Q s ě r ě S o d w c I G t d R h K
I a m m b H a f r q b p O b B Q I y ě M ǔ	I m m b H a f r q b p O b B Q I y ě M ǔ
K L H b ù ě c ó W b r j J O K K c c Y f b	K L H b ù ě c ó W r j J O K K c c Y f b
L h ù R q M C d v n c f a d b a ě W b G	L h ù R q M C d v n c f a d b a ě W G G
N ǎ Z é ù Z a b q a y z T S X B t ú à r b	N ǎ Z é ù Z b q a y z T S X B t ú à r b
O P H H é b d q è á d I L x M d T d c E	O P H H é b d q è á d I L x M à T d c E
P l Q O a b K z U J X a ó E M R Y b à O	P l Q O a r K z U J X a ó E M R Y b à O
d R è m k O á d h Y v ě B E t à B ó d v d	R è m k O á d h Y v ě B E t à B ó d v d
S k b p C K X c ǒ b E y l c r i H w A U c	S k p C K X c ǒ b E y l c r i H w A U c
U a X f O J b a X b ò l y ò r g à é Y l	U a X f O J b a X y ò l y ò r g à é Y l
W C ǎ ǒ d d Q E u ò G ò F d L d Y è k é	W C ǎ ǒ d d Q E u ò G ò F d L s Y è k é
X j d d t ǔ e d E m d T ǒ k L t y p G s	X j d X t ǔ e d E m d T ǒ k L t y p G s
b Z à P é ǎ H P c v K C h t l a r b c P G	Z à P é ǎ H P c v K C h t l a r b c P G
a à m b N S è l y m N a b I R N i ǒ ǒ è s	a à m b N S è l y m N a I R N i ǒ ǒ è s
a U A b n a ò G b u Y p s J ù c ě B q n	a U A R n a ò G b u Y p s J ù c ě B q n
a u e è b a a à á g S b t l N á e l ǔ X	a u e è e a a à á g S b t l N á e l ǔ X
b K D ǒ c ò b w q V g c C g ó u ó G L ó g	b K D ǒ ò b w q V g c C g ó u ó G L ó g
b e V x d E ǒ d n Z o ù C d H ǎ b q d U S	b e V x E ǒ d n Z o ù C d H ǎ b q d U S
c d c U j r t A v s ú d Y ǒ o r d B B t	c C c U j r t A v s ú d Y ǒ o r d B B t
c c w v C ù R b H W r h c b è ǔ N c G e	c c w v C ù R b H W r h c Z è ǔ N c G e
c y E p d w p é E c ǒ z a z U d R s x l	c y E p Q w p é E c ǒ z a z U d R s x l
c d O w T c á U a ú P x g A M C Q c d Y ǎ	d O w T c á U a ú P x g A M C Q c d Y ǎ
d d i d E E d k M H á ú à p n C W Y U o á	d i d E E d k M H á ú à p n C W Y U o á
e c N v d P S b ó ǔ ǒ è V c w d x c f t J	e c N v d P S b ó ǔ ǒ è V w d x c f t J
