grammatical	ungrammatical
ù ù m c è V s é r p é ú t o i a v H f f	ù ù m c è V s é r p é ú t o a a v H f f
ǔ ǒ R F O a e z q U à D m s Z n n ǒ s P	ǔ ǒ R F O a a e z q U à D m s Z n n ǒ s P
á P l ě A O W K p a ǒ X q p t x u Z U ě	á P l ě A O W K a a ǒ X q p t x u Z U ě
à o V g G I I K A L g n ù t f L ǎ p a E	à o V g G I I K A L g n ù t f L ǎ p a a E
é J P s y ò P à f w J ù X è a G ú N u S	é J P s y ò P à f w J ù X è a a ú N u S
è l u t g E a è E E W e A Z i a ǒ q X R	è l u t g a a è E E W e A Z i a ǒ q X R
ě h a h f à w a C L q a s F e c l d i ú	ě h a h f à a a C L q a s F e c l d i ú
ò ǎ w t y u H A f P l H P p g a ǎ t K n	ò ǎ w t y u H A f P l H P p g a a t K n
ǒ J ǎ O v s q D W è o x é b ù ě a è K t	ǒ J ǎ O v s q D W è o x é b ù ě a a è K t
ú a P q w a f Y l ǒ w f k à N O p P l U	ú a P q a a f Y l ǒ w f k à N O p P l U
A x A F e O d n è y L M W M a i v ǒ a q	A x A F e O d n è y L M W M a i v ǒ a a q
C P j ù U E a C x f S N T H X p B j i O	C P j ù U E a a x f S N T H X p B j i O
D a y Z N Q F e ù ù t O ě E ě N ǔ F M W	D a a y Z N Q F e ù ù t O ě E ě N ǔ F M W
F é b ó ǔ ǒ T s è a L w é J L I w A V Y	F é b ó ǔ ǒ T s è a a w é J L I w A V Y
G S r è l R o ǔ g ě ǒ c G à a s m L S T	G S r è l R o ǔ g ě ǒ c G à a a s m L S T
H i ò ù p w á ǎ s k Y L L d a z y o ò w	H i ò ù p w á ǎ s k Y L L d a a y o ò w
I z é à ǒ t G ǔ v o a f W á B J Q Y U ǒ	I z é à ǒ t G ǔ v o a a f W á B J Q Y U ǒ
K C ǒ y F x a á X W z d a X ò u ò Q S U	K C ǒ y F x a a á X W z d a X ò u ò Q S U
L T H a n p h q j v Q s é Y y á W t e ǔ	L T H a a p h q j v Q s é Y y á W t e ǔ
