step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.042545,-53.9062614440918,-54.44832992553711,ptsl2,32,0.001,40.57007598876953
10,0,40.993183,-53.82139205932617,-54.37135314941406,ptsl2,32,0.001,41.344810485839844
20,1,40.943867,-53.73653030395508,-54.29438400268555,ptsl2,32,0.001,41.37086868286133
30,1,40.894653,-53.65169143676758,-54.2175407409668,ptsl2,32,0.001,42.107975006103516
40,2,40.845284,-53.5667724609375,-54.140525817871094,ptsl2,32,0.001,39.70364761352539
50,3,40.795612,-53.480804443359375,-54.06285858154297,ptsl2,32,0.001,41.19268798828125
60,3,40.745537,-53.39390563964844,-53.98435974121094,ptsl2,32,0.001,41.211212158203125
70,4,40.695423,-53.306739807128906,-53.90580368041992,ptsl2,32,0.001,41.11689376831055
80,5,40.644985,-53.21897888183594,-53.8266716003418,ptsl2,32,0.001,39.894649505615234
90,5,40.594273,-53.130409240722656,-53.74703598022461,ptsl2,32,0.001,41.84901809692383
100,6,40.543148,-53.04106903076172,-53.66677474975586,ptsl2,32,0.001,40.51783752441406
110,6,40.491837,-52.95117950439453,-53.58600616455078,ptsl2,32,0.001,41.203819274902344
120,7,40.440376,-52.86075973510742,-53.50498580932617,ptsl2,32,0.001,40.08287048339844
130,8,40.388733,-52.769832611083984,-53.423553466796875,ptsl2,32,0.001,39.07978820800781
140,8,40.33707,-52.6786003112793,-53.34196853637695,ptsl2,32,0.001,40.48411560058594
150,9,40.28484,-52.58623504638672,-53.259422302246094,ptsl2,32,0.001,38.757076263427734
160,10,40.23274,-52.49378204345703,-53.17695617675781,ptsl2,32,0.001,40.277320861816406
170,10,40.180485,-52.40118408203125,-53.09425735473633,ptsl2,32,0.001,40.09737777709961
175,10,40.154305,-52.3545036315918,-53.05271530151367,ptsl2,32,0.001,39.74970626831055
