grammatical	ungrammatical
ù ù B e V Z Z ǒ j a a a a p d P S G L D	ù ù B e V Z Z ǒ j ǎ a a a p d P S G L D
ǔ Y w P è v H J á m k m a a a a é W E ǒ	ǔ Y w P è v H J á m k m a Y a a é W E ǒ
á s y H A D a a a a n W ù E è f X E V L	á s y H A D a a ú a n W ù E è f X E V L
ǎ ǒ a a a n ù A Q a a L h x a S G P ě ó	ǎ ǒ a a a n ù A Q i a L h x a S G P ě ó
é N M Z ú ù W C à E s h ù J V a a a a i	é N M Z ú ù W C à E s h ù J V a a ǎ a a i
è a a a a á P x h ǔ ó D z n ǔ H E ǎ y d	è a a ǒ a á P x h ǔ ó D z n ǔ H E ǎ y d
ó ù ó p D e R ò P f G S k y N a a a a u	ó ù ó p D e R ò P f G S k y N a a a ě a u
ò Q ǔ e ǒ a a a a E d c ě z j L C à à G	ò Q ǔ e ǒ c a a a E d c ě z j L C à à G
ǒ e K a a a a D Q J y D ù m g i L t b x	ǒ e K a a a ó a D Q J y D ù m g i L t b x
ú z U U Z v é a a a a Y Q f I w M f à H	ú z U U Z v é a è a a Y Q f I w M f à H
B U I O P C w y T R á a a a a M á ǎ q s	B U I O P C w y T R á R a a a M á ǎ q s
D á a a a a y Z D Q B é h ǔ e n A C h D	D á a a a v y Z D Q B é h ǔ e n A C h D
E R O N H á h c a a a a h y G z ú r I H	E R O N H á h c a Y a a a h y G z ú r I H
F v w v l I m a a a a u g X I T M D ò ú	F v w v l I m a a T a a u g X I T M D ò ú
H L P U a a a a S l Y o B N j ó g p r à	H L P U a a a U S l Y o B N j ó g p r à
I Z ǔ ě P e L n E o ò t z a a a a o è N	I Z ǔ ě P e L n E o ò t z a S a a o è N
K à G w Z a a ě o á A g a a a U ó s v z	K à G w Z o a ě o á A g a a a U ó s v z
L V a a ǔ R e w j a a a ò V g H i K s r	L V a e ǔ R e w j a a a ò V g H i K s r
M h ě è ǔ a a a a F P K ǒ k q e C T a ò	M h ě è ǔ a a a s a F P K ǒ k q e C T a ò
N x m h ǒ J a a a a C D d o W à T X q n	N x m h ǒ J a a Z a a C D d o W à T X q n
P U ǎ W a d G a a a f T r ě a a v k Q l	P U ǎ W a d G a J a f T r ě a a v k Q l
Q h J O K o I L X S a a a a r N f y P T	Q h J O K o I L X S ě a a a r N f y P T
S ǔ r Z t s h ò F B A K a a a P J H a a	S ǔ r Z t s h ò F B A K a y a P J H a a
T C é a a a ú l r X ò r e k a a é f ò a	T C é a ǔ a ú l r X ò r e k a a é f ò a
U U D b G v p D J a a a a k r v V c A I	U U D b G v p D J a a a ù k r v V c A I
V g á v ó n A I c X o H Z x f è a a a a	V g á v ó n A I c X o H Z x f è a a x a
X ǔ x s b r z f u i u m a a a a F x g X	X ǔ x s b r z f u i u m B a a a F x g X
Y T F à h ǒ s K G Y g U a a a a M é S C	Y T F à h ǒ s K G Y g U a a w a a M é S C
a ǎ t Z Y T Y Z H a a a a ò à H h X ò x	a ǎ t Z Y T Y Z H a a f a ò à H h X ò x
a a a C a a e ù X r j ò S m n X B i i i	a a a C a B e ù X r j ò S m n X B i i i
a a a a K H à c O S P l M y h p t A i d	a a a ú a K H à c O S P l M y h p t A i d
a a a a m o I ě I O w X x W T x U è g w	a u a a m o I ě I O w X x W T x U è g w
a d H J D f f m ǒ ú j à ò q a a a a Z d	a d H J D f f m ǒ ú j à ò q a V a a a Z d
c è ě Z U H n u Y a a à ú a a a E b G v	c è ě Z U H n u Y a a à ú a a f E b G v
d T a a B v X R r a a a D ú H L q e à ǔ	d T a a B v X R r ǎ a a D ú H L q e à ǔ
e j à n ǒ T S h x a a W ǎ x V s a a a ú	e j à n ǒ T S h x a a W ǎ x V s a a B a ú
g à a Z b S X v Y Z H s o a a a a D g N	g à a Z b S X v Y Z H s o Q a a a D g N
h W Q é g Y ǎ B i a a a a b S C U Z m d	h W Q é g Y ǎ B i a a e a b S C U Z m d
j ó h G w L K k G a a a a i Y F t ǔ ǒ m	j ó h G w L K k G a a n a a i Y F t ǔ ǒ m
k L d á w y A a a a a k ě i X L p s G é	k L d á w y A a U a a a k ě i X L p s G é
l l x ǒ c o ǔ a a a a H A S k é E ú q K	l l x ǒ c o ǔ a a a à H A S k é E ú q K
n I K ǎ a a a ù K b k z a a D v ò J j e	n I K ǎ a a a ù K b k z a j a D v ò J j e
o n G k C ò X r k a a a a x ù è K O d c	o n G k C ò X r k a a f a a x ù è K O d c
q ě f D a a y E ó o a a a s h ú k f D W	q ě f D a a y E ó o a a B s h ú k f D W
r a a a a d X f b B ě A t f o k J F B E	r a a S a a d X f b B ě A t f o k J F B E
s r T h N x ù I i D j u I U c N a a a a	s r T h N x ù I i D j u I U c N a a a c
u P D s W C D Y B a a a a ù ú n n M x t	u P D s W C D Y B a t a a ù ú n n M x t
v q N a a a a G N u O G M N H Z d ǒ J s	v q N u a a a G N u O G M N H Z d ǒ J s
x N V á t ó d a a è V w a a a q N x I à	x N V á t ó d a a è V w ě a a q N x I à
