form	categorical_judgment
ù ù D ě i l ò s u C k A k X D Z ú è U m	grammatical
ǔ è V s é h h W l q O L E p l T ò j t ǔ	grammatical
á P u U u B Y N o n A G c a b a f q P B	grammatical
à W n h e L r t x S o ě ú W ó C U P R j	grammatical
ǎ b V o c t P U i N h l ǒ Q b l e C q N	grammatical
é n q à à ě h K d t V M N ǒ q ǎ v T O b	grammatical
ě ǎ b i X U u T F f c g s Z v C J S q i	grammatical
ó J y ǒ H á r L i O R ǔ K Y v Y B m A d	grammatical
ò X l ó l j e n J v V Q a j H ò g G h R	grammatical
ǒ x V u w y m i p u é K c f k x D D h D	grammatical
A H G f H V M U J F s R M ó ò ě u ě h X	grammatical
B S g ǔ L ǒ r L r u ú s ó w l q è s ǔ G	grammatical
C m f b V q r m p e N z n P é q t F T K	grammatical
E é I d b ù o h T u n V M c S ě ǎ ǒ á y	grammatical
F P á q Z é ó X ǎ X o o Z r ǎ t R c B h	grammatical
G o Y Z D g Y ǎ Y p V p b d à j K B M K	grammatical
I F D M r q O j G Q t P Y á I ǔ l ù p l	grammatical
J H w à q ù R o ǎ P g v Y T f ǔ J f Y h	grammatical
K a i v A à z g v ǒ f w P d R V l p y k	grammatical
L s C R z L y e C ǔ Z f ò H L z m y R t	grammatical
M t ú y Q ě h g Z H n à x Z e o V A C b	grammatical
O J P G K u é s n à ú ó è ù ú i s H s W	grammatical
P c k Z N y J l C G m é c G g J ǒ r b ǒ	grammatical
R ǎ v l C d ò H s b r V D u r z b X Y Q	grammatical
S Q F D b V M C q h e d h R C U R B S n	grammatical
T z P h ǎ l O Y ǒ i H N Q a A b g y p h	grammatical
V ǒ E L O b Z ǔ ǒ e y b t è I s w á Q u	grammatical
W Q i ǔ i P y J x é c n J O s W ú U H M	grammatical
X v D H R O t Z T b U ó i W ù L W N m x	grammatical
Z R C t t m t b é O Q C N h M N é F N P	grammatical
a i ǔ z t w B z y M s E Q s ě k n g S ǒ	grammatical
c ù ǎ P l s B E d a Z o i ù b i n á f n	grammatical
d ě q ó á z O Q N s y é C z c k H g B B	grammatical
e K ǒ G f z A c V Y E D ě ǎ H U q k t é	grammatical
f K r o m f h ě ù M T X z M n N Q H Q S	grammatical
g e z S á E J c m ě y c ě B c B q ò ǔ v	grammatical
h x G Q K B R h T T ǒ ú M Q Z ǎ m e Q H	grammatical
j ó á ú x F ó w é n I G r H q n k z g i	grammatical
k S j Y c d b X X G H m f ò ú i y m ù B	grammatical
l u C e I ǔ d ò k S S N b i c r i o n m	grammatical
n F a P X N j Q H h D s r è X ǎ K Y m p	grammatical
o m j d z Y q g ú t Q d á à G U l q Q H	grammatical
p v r X x D f p K G ǎ J T J u N w l p ǎ	grammatical
r ò k c é r V ě Q k s w z l l ǎ z i è W	grammatical
s P g ǔ h V y R K Q g X U s ǎ ě ù Y ǔ g	grammatical
t S F t ù b j r Q i ó O l P v W V X r V	grammatical
u f Y R S u a z q l ǎ O X E à F Q T Y g	grammatical
v t b z ǔ ǔ H ú ú g i o Q O f ú L D á o	grammatical
x B y l ě Q l w G P x o r L Q z F E G f	grammatical
y j X E Z k T J r à N V w E f ú k f X M	grammatical
ù ǔ o ǎ I U D a T è J a a a I n W h P à	ungrammatical
ǔ X L a h K a a C O y D z E X U J a J K	ungrammatical
á f ǒ P H ǎ a Z r a è V a V a ù A D ò x	ungrammatical
ǎ Q a q A ó L a a ǒ u ǎ x a ò é C ǎ K è	ungrammatical
é x L a a H M P w a ú a g W b X E R l e	ungrammatical
ě a V ù Y p F a à E v a S s w ě I w ǎ a	ungrammatical
ò E a k S G ě a a H P a u z Y g s R X B	ungrammatical
ǒ c B Y f ó a n K a i a I N a à M J K J	ungrammatical
A E g j a a a q a w P E ò X M D n p S ǔ	ungrammatical
B i i o a T r v Y L Q m a S I t a H a E	ungrammatical
D Y a H V T J w a Y a R i ě h à a Q f e	ungrammatical
F ú e a a a w Y S ó a v è x R j ě Z A J	ungrammatical
G J I ě B H à á L a j é a ò è q a u a ě	ungrammatical
H a a h O a G a ǎ k T t W O J ó U r x y	ungrammatical
J G a a L a à E R v Y L i U a T é j c L	ungrammatical
K a w r x q D E u a ò Z ě a á a p f p H	ungrammatical
M ò B s a X k w h d d à O ó a a Y a a W	ungrammatical
N a A a t a w à é U C U a v N W é P h g	ungrammatical
O s T d s b a a D i P ù a F a o n e R Y	ungrammatical
Q a T X Z R a U E a a O e L p I y n F f	ungrammatical
S ù N ó a a a r ǒ n o o N a K L w d G ǎ	ungrammatical
T a q N D s m L a t G a Z i á H i a l s	ungrammatical
V L e i é a a à è i g j a a L ó Q K b á	ungrammatical
W v a M m a é p Q F h p u a T á A m Z a	ungrammatical
Y X N s L d a y a a a S W m ù T n ǒ Z I	ungrammatical
Z e L a D F s S a ù a ǎ l a Q B g G r à	ungrammatical
a ě F M F a a Q D a Z I v á è C S V L J	ungrammatical
a C t N s Y h a Y q N ú E a á a y j U M	ungrammatical
a L a a a ǒ S r E H z d j C á X V L o c	ungrammatical
a T a P x q W r A a g ò p S I r I J i a	ungrammatical
a a ò Z E Z S j ǔ ú é a J B E a ǒ ò w H	ungrammatical
a a m T W x a ǔ á Z a b W O ǒ ò e n J e	ungrammatical
a k ǒ à a ě j a V X a A e H f q b n o è	ungrammatical
a t S ò O a a a z M ǒ J f c á v y a F B	ungrammatical
b X a a a z a ǎ q U ú ǒ w b U o r B t A	ungrammatical
d D a E R t l Y ě ú G a k K a s C u a á	ungrammatical
e i p a m a ò s a á a é M B è e V ǎ K C	ungrammatical
g ǎ T B m K a è m a K a p h M ú J r h a	ungrammatical
h a ǔ a q S u u t k l m z a k ò N a I O	ungrammatical
i z a R á I v Q M v a ù n X T a s ó I a	ungrammatical
k a t U J a L w l è a a ǒ p s I p é w O	ungrammatical
m B K O ě G ě d B z a a E a ǎ a ǒ M f x	ungrammatical
n a t i Z X Z O ò a à j u G F a Q I Q a	ungrammatical
p ò W a P a S k y ǒ w a J U h O è a u é	ungrammatical
