grammatical	ungrammatical
ù ǔ C T o M Y a m y o h S R a D x o i a	ù ǔ a C T o M Y a m y o h S R a D x o i a
ǔ l u ǒ C q t a s ú a F w m a b V g o p	ǔ l u ǒ C q a t a s ú a F w m a b V g o p
à Q Q ǔ M J a ǒ J a w T ó R C u ǒ a B L	à Q Q ǔ M J a ǒ J a w T ó R C a u ǒ a B L
ǎ z w x a I r a E ǎ l Y ǒ x R a j g x i	ǎ z w x a I r a E ǎ l Y ǒ x R a j a x i
è K s c ǎ a m é Q é T I j P Q d E s a a	è K s c ǎ a m é Q é T I j P Q a E s a a
ě v c t P h p é a N a v M X Q F u a F T	ě v a t P h p é a N a v M X Q F u a F T
ò a v v a a ě Z Q e x ǒ O a P U p P W J	ò a v v a a ě Z Q R x ǒ O a P U p P W J
ú ò a l ù a N A D n a à z q h B d b Q ò	ú ò a l ù a N a A D n a à z q h B d b Q ò
A a p Q K ě a á k a d Z A I ě m r ú á H	a A a p Q K ě a á k a d Z A I ě m r ú á H
C ǎ D p B A a u P Z W a W W P a à W g u	C ǎ D p B A a u P Z W a W W P a a à W g u
D S a s B x E K l y a B ú u ě ǔ a ó L ǎ	D S a s B x E a K l y a B ú u ě ǔ a ó L ǎ
E r r X F a q a i o y g a W ú f S E t y	E r r X F a a a i o y g a W ú f S E t y
G F à y A R i á A G n a R ú a F a i z E	G F à y A R i á A a n a R ú a F a i z E
H q Q Q a B ǎ t k Q z ò a F n j r a N M	H q Q Q a B ǎ t k Q z ò a F n a j r a N M
J K v p Z a y ù è a Y a D g A P n Y G à	J K v p Z a y ù è a Y a D g A P n a G à
K s a S ù k r t u ò C ù t J ò A a J C a	K s a a ù k r t u ò C ù t J ò A a J C a
M D a S é L w a a x X r h A P z K L ǒ à	M D a S é L w a a x X r h a A P z K L ǒ à
N a n J g è l F ù g I a a S O o y q h G	N a n J g è l a F ù g I a a S O o y q h G
O r r a t ú S a F a x á t L n m ě ù s Z	O a r a t ú S a F a x á t L n m ě ù s Z
Q W Y C ǒ a Q q ǔ a Y Z s x j ó W X a ǒ	Q a W Y C ǒ a Q q ǔ a Y Z s x j ó W X a ǒ
R s a w ó n ù V X k B u G T a k ǔ a K w	a s a w ó n ù V X k B u G T a k ǔ a K w
T ó r F m L s S h Y s ǒ a J a a D s ǔ m	T ó r F m L s S h Y s ǒ a J a a D s a ǔ m
U a C ě n g à r N a m ú è R a y A b y Y	U a C ě n g à r N a a ú è R a y A b y Y
W á a è l L M l a L q á ò Q H F y a X i	a W á a è l L M l a L q á ò Q H F y a X i
X O U A a Y z è b é i i S a à ě a a T M	X O U A a Y z è b é i i a a à ě a a T M
Y a ó z à ó C A Q i S M a ǔ ě à N m a A	Y a a ó z à ó C A Q i S M a ǔ ě à N m a A
Z q M P p b é Y f a ù B ě a g H y a H h	Z q M P p b é Y f a ù B ě a g H y a H a h
a ó ù P w L g Q u ó C é ù a ǎ E i a à d	a ó ù P w L g Q u ó C a é ù a ǎ E i a à d
a H W i Q G Z d k a l w q a C O a y ò I	a H W i Q G Z d k a l w q a C O a a y ò I
a Q l W n z o n J p D B C v M a c a a X	a Q l W n z o n J p D B C v M a E a a X
a a ó w i F a h M I è Q N Z é P Q l q N	a a ó w i F a h M I è Q a Z é P Q l q N
a g r T à ǎ g s x s ǎ v E v a a ě ǔ ó J	a g r T à a ǎ g s x s ǎ v E v a a ě ǔ ó J
a r p P ǔ x O F N ě h z a O a Q à X I B	a r p P ǔ x O F N ě h z a O a a Q à X I B
b ǎ ò q l n a A J a á ù s a ò ó M H L i	b ǎ ò q l n a A a J a á ù s a ò ó M H L i
c X o a M m a X B S h s a X ǒ f g k N A	c X o a M m a X B a S h s a X ǒ f g k N A
