step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.047615,-53.920433044433594,-54.41089630126953,soft_tsl2,32,0.001,41.24042510986328
10,0,41.004894,-53.851131439208984,-54.34938430786133,soft_tsl2,32,0.001,42.042991638183594
20,1,40.962852,-53.7827262878418,-54.28929901123047,soft_tsl2,32,0.001,41.22756576538086
30,1,40.920696,-53.714080810546875,-54.22891616821289,soft_tsl2,32,0.001,40.010501861572266
40,2,40.878555,-53.645267486572266,-54.168601989746094,soft_tsl2,32,0.001,41.16337203979492
50,3,40.836075,-53.57575225830078,-54.10775375366211,soft_tsl2,32,0.001,41.716949462890625
60,3,40.793518,-53.50621032714844,-54.04697036743164,soft_tsl2,32,0.001,40.54258728027344
70,4,40.750862,-53.43609619140625,-53.98592758178711,soft_tsl2,32,0.001,39.31940460205078
80,5,40.708015,-53.3657341003418,-53.9246940612793,soft_tsl2,32,0.001,39.10892105102539
90,5,40.66515,-53.295196533203125,-53.863243103027344,soft_tsl2,32,0.001,40.13233947753906
100,6,40.621944,-53.224246978759766,-53.80146026611328,soft_tsl2,32,0.001,40.817138671875
110,6,40.57869,-53.153011322021484,-53.7396354675293,soft_tsl2,32,0.001,41.149658203125
120,7,40.535362,-53.08131790161133,-53.67762756347656,soft_tsl2,32,0.001,40.23968505859375
130,8,40.492058,-53.0097770690918,-53.61582946777344,soft_tsl2,32,0.001,42.10163497924805
140,8,40.448597,-52.93770217895508,-53.5533561706543,soft_tsl2,32,0.001,39.897239685058594
150,9,40.40511,-52.86558532714844,-53.49158477783203,soft_tsl2,32,0.001,39.63507080078125
160,10,40.361794,-52.79381561279297,-53.43019485473633,soft_tsl2,32,0.001,40.20158386230469
170,10,40.318344,-52.72138595581055,-53.368038177490234,soft_tsl2,32,0.001,40.76905822753906
175,10,40.29663,-52.685279846191406,-53.337223052978516,soft_tsl2,32,0.001,39.40489196777344
