grammatical	ungrammatical
ù ù w p ě M Y a é m z T X t G E g ú f N	ù ù w p ě M Y E é m z T X t G E g ú f N
ǔ A Q u L w Y M Q á ǔ e W g P h i u g á	ǔ A Q u L w Y M Q á ǔ e W g P h i u k á
á U è à F é l j q k X r S ě z é Q X w b	á U è à F é l j a k X r S ě z é Q X w b
à v ǒ ǎ k N W P x p V t X D q ǒ t b I w	à v ǒ ǎ k N W P x p V t X b D q ǒ t b I w
é W N M C Y è W f o l s O U N T V g g à	é W N M C Y è W f o l s O U N T V à g à
è q ú s i ò o n è c é R G H S I J b H ò	è q ú s i ò o n è c b é R G H S I J b H ò
ó ú v V R h ú D ǒ S g b I e T é B N P s	ó ú v V R h ú D ǒ S g b I e T a é B N P s
ò T v ě ǔ j C L i M D ú O O è a ǔ y ò d	ò T v b ǔ j C L i M D ú O O è a ǔ y ò d
ǒ e ù T v X a C á e ǔ W à t B T s n y m	ǒ e ù T v X a C á e ǔ W à t B T s n y a
ú q m b ǎ Q F á à H j r q k L l P U D V	ú q m ě ǎ Q F á à H j r q k L l P U D V
B è C H ù p t u K W X a Z ǔ s s ǔ Y D Q	B è C H ù p t u K W X W Z ǔ s s ǔ Y D Q
C ú c u I K b e v F A s c F E ǎ T d S u	C ú c u I K b e a v F A s c F E ǎ T d S u
D S k l Z H m O ǔ z a r u w X S L ú U c	D S k l Z H m O ǔ z M r u w X S L ú U c
E f o a e l i z à P N s e G I á p T L P	E f o a a e l i z à P N s e G I á p T L P
F s M m ò Z ǒ n r r b Y ǔ W ú U Y à v w	F s M m ò Z ǒ n r r b Y ǔ W ú U Y à v w a
G w m b o U ě U Y è ù X f ǔ v z g A Y D	G w m b o U ě U Y è a X f ǔ v z g A Y D
I N t F h W x s g a i à U m n S T Q X t	I N t F h W x s g i à U m n S T Q X t
J c a R Y k g w ǔ G X h N K V m i N ǎ w	J c a R Y k g w ǔ G X h N K V m a N ǎ w
L ù E c v D u M Z I s V ǎ n V ě b x z x	L ù E c v D u M b I s V ǎ n V ě b x z x
M G è h z e v z è K U Y p i Z y ù S B b	M G è h z e v z è K U Y p i Z y ù S B p
N U F x i ó R ǒ ù ú P ó h á U b D q Z B	N U F x i ó R ǒ ù ú P ó h á U e D q Z B
P é B u s Z O F k X b R Q ǎ à ò ò i L p	P é B u s Z b F k X b R Q ǎ à ò ò i L p
Q T ú K D c y b D d z a f ě H F r W b p	Q T ú K D c y b D d z a f ě H F r W a b p
R s j H R o G m j v r C b X ě o n s J V	R s j H R o G m j v r C b X ě o n s b J V
T C b L T G m ě H W H W e c f j P p r u	T C b L T G m ě H W H W b c f j P p r u
U H L U ǎ G Y q i t ě B f c à a D t h o	U H L U ǎ G Y q i t ě B f c à Y D t h o
V g W à O a é ò h f é r w q é o M ě l è	V g W à O a a ò h f é r w q é o M ě l è
X à C á R x c è i é l U E S A V J V a R	X à C á R x c è i é l U E S A V b V a R
Y P E b l é T C s i ó K e M W é à G j ǎ	Y P E b l a é T C s i ó K e M W é à G j ǎ
Z n J f Q a I v r ó H I n p Z u m ú Y ǒ	Z n J a Q a I v r ó H I n p Z u m ú Y ǒ
a l F m P e n c ò ó V ú ǔ x ǒ U D é M ó	ó l F m P e n c ò ó V ú ǔ x ǒ U D é M ó
b Y ò ú k d ù z l á ù V L B á o á ǒ ò c	ě Y ò ú k d ù z l á ù V L B á o á ǒ ò c
c a u c x M j p k x U N h D S v d k J T	c a a u c x M j p k x U N h D S v d k J T
e ù k t o è k P V x M b ó i ě j E x s Y	e ù k t o è k P V x M N ó i ě j E x s Y
f M p z C j y w G è B i b ǒ ó v é á ù p	f M p z C j y w G è B i b ǒ ó v é á b p
g X G D ǔ z a n l m S J Q p ǔ F z f r Q	g a G D ǔ z a n l m S J Q p ǔ F z f r Q
h k m ǔ D G q G d o U J h n b y Y G i t	h k m ǔ D G q G d o U J h n G y Y G i t
i v H d è m o e g k S a k A d t l k ò ú	i v H d è m o e g k S a k A d t l k ò b ú
k é d B e a p A G v ǔ t V X C x i W E q	k é d B e a p A G v ǔ t V X C a x i W E q
l Q V j j I O ǎ g v B v b j ó W A O Q W	l Q V j j I O ǎ g v B v I j ó W A O Q W
m b E è W n é S U M w á X u W o ǒ H ò V	m b E è b n é S U M w á X u W o ǒ H ò V
