step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,40.99568,-53.88052749633789,-53.78673553466797,sp2,32,0.001,40.320648193359375
10,0,40.699993,-53.37682342529297,-53.4419059753418,sp2,32,0.001,40.921024322509766
20,1,40.42366,-52.90007019042969,-53.12837600708008,sp2,32,0.001,39.94683074951172
30,1,40.165287,-52.44419860839844,-52.844886779785156,sp2,32,0.001,40.77937316894531
40,2,39.923756,-52.004119873046875,-52.58860778808594,sp2,32,0.001,39.367801666259766
50,3,39.701256,-51.59069061279297,-52.36305618286133,sp2,32,0.001,38.23109436035156
60,3,39.495354,-51.19843673706055,-52.16157531738281,sp2,32,0.001,40.348716735839844
70,4,39.30188,-50.8198356628418,-51.982505798339844,sp2,32,0.001,37.854618072509766
80,5,39.12253,-50.45844268798828,-51.824546813964844,sp2,32,0.001,37.20100784301758
90,5,38.953938,-50.115718841552734,-51.67766571044922,sp2,32,0.001,39.35213088989258
100,6,38.796154,-49.78390121459961,-51.552734375,sp2,32,0.001,37.87630081176758
110,6,38.648968,-49.465354919433594,-51.4451904296875,sp2,32,0.001,39.086753845214844
120,7,38.508667,-49.16018295288086,-51.344200134277344,sp2,32,0.001,37.099666595458984
130,8,38.3773,-48.86423110961914,-51.25699996948242,sp2,32,0.001,37.573665618896484
140,8,38.2535,-48.57949447631836,-51.18169403076172,sp2,32,0.001,36.99668884277344
150,9,38.13549,-48.304656982421875,-51.11245346069336,sp2,32,0.001,37.55017852783203
160,10,38.022945,-48.039276123046875,-51.048702239990234,sp2,32,0.001,35.95323944091797
170,10,37.914677,-47.77951431274414,-50.986900329589844,sp2,32,0.001,35.89575958251953
175,10,37.864117,-47.653770446777344,-50.96448516845703,sp2,32,0.001,37.03499221801758
