grammatical	ungrammatical
ù é B G ò E m a b i t Q X é N i P T a b	ù é B G ò E m a b i t Q X é N i P T a j
ǔ c F J ó è G S O D d c y á d è A M a K G	ǔ c F J ó è G S O D d c y á è A M a K G
à c d d M y b c h ò L L d y Q ù A P ò P	à C d d M y b c h ò L L d y Q ù A P ò P
ǎ c u i d i g h ě R c f d Q j à P r e D	ǎ c u i d i g h ě R B f d Q j à P r e D
è B a B v u x ǎ e b G a t V ú y C g W G b	è B B v u x ǎ e b G a t V ú y C g W G b
ě c ú d c z g X z z R d J ǔ C ú M K D g	ě c ú d c z g X z z R v J ǔ C ú M K D g
c ò à t m d Z I r Q Q v G c u p i ù d ú I	ò à t m d Z I r Q Q v G c u p i ù d ú I
ǒ b c ú N d i g V á w r c d Q t A X ǎ O	ǒ b H ú N d i g V á w r c d Q t A X ǎ O
A ù t d c o C h E n d U m v c d p X Q e y	A ù t d c o C h E n U m v c d p X Q e y
B X P M D x Z A è ǔ c L G d a n c d a ǒ X	B X P M D x Z A è ǔ c L G d a n d a ǒ X
D G i q i X N t ǒ c ó l x ǒ d J c C d s	D G i q i X N t ǒ c ó l x ǒ d J c C m s
E g a b h T p B Z d y N V a b ǒ Z T h K à	E g b h T p B Z d y N V a b ǒ Z T h K à
G ǒ c H V m r d c D C V Y S ù N r c d à L	G ǒ c H V m r c D C V Y S ù N r c d à L
H a U Q R t I p è O ǎ b b a A B é H k b p	H a U Q R t I p è O ǎ b b A B é H k b p
I y a y é y b ǒ a ǔ E ò N b j x F T r W ǒ	I y a y é y ǒ a ǔ E ò N b j x F T r W ǒ
K a ǔ r e n b P K K n H S d K C a M b k d	K a ǔ r e n b P K K n H S d K C M b k d
M à V a B ù Z D b k a b I h L M é N V ù	M à V a B ù Z D v k a b I h L M é N V ù
N a b Y J M T q y t R a á ǒ ě Z L h b q	N V b Y J M T q y t R a á ǒ ě Z L h b q
P á M B y Q b ě y á w a k b ó P a b P ú n	P á M B y Q b ě y á w a k b ó P a P ú n
Q c w j d U i u N é i U c f A Z ó d ù u X	Q c w j U i u N é i U c f A Z ó d ù u X
S ò K L a F C ǎ q P b á Q i a P b T Q á	S ò K L a F C ǎ q P b á Q i a P i T Q á
