grammatical	ungrammatical
ù a a a a a y L B H f s ě t R C n z t m L	a a a a a y L B H f s ě t R C n z t m L
D a a a a a ò W w ó ě è V D è C A J X ǔ b	a a a a a ò W w ó ě è V D è C A J X ǔ b
O a a a a a r ò u U l M ǔ à S è v U R c n	a a a a a r ò u U l M ǔ à S è v U R c n
Z a a a a a c h l F q w j ò P á ú e y ě B	a a a a a c h l F q w j ò P á ú e y ě B
l a a a a a Q O u t á ǒ g s Q Z á k h S g	a a a a a Q O u t á ǒ g s Q Z á k h S g
x a a a a a t q g h G M ǎ L l Z F J R ǔ t	a a a a a t q g h G M ǎ L l Z F J R ǔ t
ǒ a a a a Z à A w J G d Y i P C é r w B	a a a a a Z à A w J G d Y i P C é r w B
J a a a a J l S i ǔ ě T m ě T u J K i i	a a a a a J l S i ǔ ě T m ě T u J K i i
U a a a a t l B D D a N z J p á ú N P a	a a a a a t l B D D a N z J p á ú N P a
a ó a a a a P c ù b d m U q ó r I j E ó X	a a a a a P c ù b d m U q ó r I j E ó X
a J a a a a M S ǔ l n z ù p A y b V ǒ y ǔ	a a a a a M S ǔ l n z ù p A y b V ǒ y ǔ
a X a a a a i ě à ǒ R m é H u ǎ q Q U t h	a a a a a i ě à ǒ R m é H u ǎ q Q U t h
a j a a a a r é k N i c h P F ǒ s q F f O	a a a a a r é k N i c h P F ǒ s q F f O
a w a a a a C N n N Z A t i á V o u P G l	a a a a a C N n N Z A t i á V o u P G l
a è a a a ě m X f L ò P J J H m m h k l	a a a a a ě m X f L ò P J J H m m h k l
a I a a a G D ó P B é K p l f r U Z U N	a a a a a G D ó P B é K p l f r U Z U N
a X a a a o b E f n F è K r b ě ò g T è	a a a a a o b E f n F è K r b ě ò g T è
a a ó a a a ò G h á F P U P M t y ǒ z ó y	a a a a a ò G h á F P U P M t y ǒ z ó y
a a J a a a A v R m h O G ě d é è o J h n	a a a a a A v R m h O G ě d é è o J h n
a a Y a a a H à d è u ò ǒ B N é b Z f d w	a a a a a H à d è u ò ǒ B N é b Z f d w
a a m a a a E N A è T x l W d E B F F Z p	a a a a a E N A è T x l W d E B F F Z p
a a y a a a c L L w B o O ǒ L g V L x I W	a a a a a c L L w B o O ǒ L g V L x I W
a a ǒ a a ǒ R H h S g Q z è z C C T g ú	a a a a a ǒ R H h S g Q z è z C C T g ú
a a L a a à ú ó C ě t z ě V n S P ò e à	a a a a a à ú ó C ě t z ě V n S P ò e à
a a a ù a a á à f Z m M F B d D x L a Q D	a a a a a á à f Z m M F B d D x L a Q D
a a a A a a ě ě F m H l t W ù j ò L a B V	a a a a a ě ě F m H l t W ù j ò L a B V
a a a O a a R J e ǎ Z U ò ǒ ǔ E H q q Y ú	a a a a a R J e ǎ Z U ò ǒ ǔ E H q q Y ú
a a a a a a L w J g Z r D S c i j y T H ǒ	a a a a a L w J g Z r D S c i j y T H ǒ
a a a m a a f E Y ǎ Z w s y P l g h a D V	a a a a a f E Y ǎ Z w s y P l g h a D V
a a a z a a R è d ò f V à y L K M q E L v	a a a a a R è d ò f V à y L K M q E L v
a a a A a ǔ ě t é X I á ú ǔ ú à r Q e é	a a a a a ǔ ě t é X I á ú ǔ ú à r Q e é
a a a M a q R ò U c L T t a o R è V X C	a a a a a q R ò U c L T t a o R è V X C
a a a a ù a L A M r Q x ò X q a L k p P d	a a a a a L A M r Q x ò X q a L k p P d
a a a a A a I o p S a á i w B f o Q H é N	a a a a a I o p S a á i w B f o Q H é N
a a a a N a M ú m T t é W é ǒ W y P G à F	a a a a a M ú m T t é W é ǒ W y P G à F
a a a a a a ǎ E Q P x k M B z j A f ù P E	a a a a a ǎ E Q P x k M B z j A f ù P E
a a a a p a ě ù b v N n Z J ě N Q R T L f	a a a a a ě ù b v N n Z J ě N Q R T L f
a a a a ǔ c K N C ó e g g c F s D ǒ d ú	a a a a a c K N C ó e g g c F s D ǒ d ú
a a a a B Z L U M l é q k G t A D e E y	a a a a a Z L U M l é q k G t A D e E y
a a a a P ò A ó h v Z J f r ě y c ó j à	a a a a a ò A ó h v Z J f r ě y c ó j à
a a a a b ě R M b é ǒ ǒ L k J M f D H y	a a a a a ě R M b é ǒ ǒ L k J M f D H y
a a a a p Y ò j p ó S n J k E C Q E ǔ x	a a a a a Y ò j p ó S n J k E C Q E ǔ x
a a a d a z z W p P V q u f h ǒ g V B H	a a a a a z z W p P V q u f h ǒ g V B H
