step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,40.96207,-53.78445053100586,-53.777992248535156,sp2,32,0.001,40.179710388183594
10,0,40.662926,-53.356895446777344,-53.33538055419922,sp2,32,0.001,41.36069869995117
20,1,40.39702,-52.97374725341797,-52.94075012207031,sp2,32,0.001,40.52859115600586
30,1,40.16397,-52.63505172729492,-52.59431076049805,sp2,32,0.001,39.85547637939453
40,2,39.960793,-52.33873748779297,-52.29193115234375,sp2,32,0.001,38.86726760864258
50,3,39.78375,-52.07645797729492,-52.0263786315918,sp2,32,0.001,40.069190979003906
60,3,39.631214,-51.84798812866211,-51.79615783691406,sp2,32,0.001,39.23096466064453
70,4,39.499054,-51.646053314208984,-51.596656799316406,sp2,32,0.001,39.520843505859375
80,5,39.383995,-51.468467712402344,-51.42292404174805,sp2,32,0.001,38.498939514160156
90,5,39.282757,-51.310359954833984,-51.267459869384766,sp2,32,0.001,39.06260299682617
100,6,39.19484,-51.17040252685547,-51.133792877197266,sp2,32,0.001,40.35272216796875
110,6,39.118015,-51.04486083984375,-51.01544189453125,sp2,32,0.001,39.32380676269531
120,7,39.050148,-50.932106018066406,-50.90970993041992,sp2,32,0.001,39.395084381103516
130,8,38.991,-50.8307991027832,-50.81718826293945,sp2,32,0.001,38.708900451660156
140,8,38.938797,-50.739646911621094,-50.73344039916992,sp2,32,0.001,39.183677673339844
150,9,38.892254,-50.6576042175293,-50.66145706176758,sp2,32,0.001,38.9976921081543
160,10,38.850773,-50.58266067504883,-50.59560012817383,sp2,32,0.001,39.07239532470703
170,10,38.813465,-50.5159912109375,-50.538631439208984,sp2,32,0.001,39.31272506713867
175,10,38.797005,-50.483192443847656,-50.511356353759766,sp2,32,0.001,38.7617301940918
