grammatical	ungrammatical
ù ù j q G t O L ó T H w U d ú p ó v á j	ù ù j q G t O L ó T H w U d ú p ó v d j
ǔ M ó e M N P C L U N s T Y W s F J P d	ǔ M ó e M N P C L U N s T Y W s F d P d
á W ǎ G a t F Y à è C à ǔ c n Y L ǔ q d	á W ǎ G a t F Y à è C à ǔ c n d L ǔ q d
ǎ à a U H s á ò ǎ d p g R T D i D z é ě	ǎ à a U H s á ò ǎ d p g R T D d D z é ě
é K o s K S l d I e z t h f b ǎ f y i p	é a K o s K S l d I e z t h f b ǎ f y i p
è p é é e V M V D f V T H ǔ n J J d Y o	è p é é e d V M V D f V T H ǔ n J J d Y o
ó à G Y ǎ H é k d q s e R s p k J ò é ú	ó à G Y ǎ H é d k d q s e R s p k J ò é ú
ò T b ǒ N v u z X g V g d e w c R e k W	ò T b ǒ N v u z X g V d g d e w c R e k W
ǒ p ú R ǎ F D H u X s g O o L i o d ò t	ǒ p ú R ǎ F D H u X s g d o L i o d ò t
A C g O ě s e á ò q n H B ǎ m á n X b T	A a C g O ě s e á ò q n H B ǎ m á n X b T
B X k w k à O S R à b Y k a X o v u r n	B X k a w k à O S R à b Y k a X o v u r n
C z a B j S ě T j ǒ j à U è H G B Q s J	C z a B j S ě T j ǒ j à U è H G b B Q s J
E L G c m q é á p u K r C k C R Z d O M	E d L G c m q é á p u K r C k C R Z d O M
F d G w u q e u M é ú V W T P A C t ǔ e	F d G w u q e d M é ú V W T P A C t ǔ e
G p c m W I t G ǒ c O ù c s o ù K a W C	G p c m W I t G ǒ c O ù c s o ù K a W C b
I ú U N M x w I b X B W D ǎ ó ǒ K D i Q	I ú U N M x w I a b X B W D ǎ ó ǒ K D i Q
J P U V h X A k e R V B e c I e b p J y	J P U V h X A k e R V B e c I e a b p J y
K p e t F r w t Y q K B q B d à ù l r H	K p e t F r w t Y q K B q B d à ù l d r H
M ǎ ǔ S è e l O d j O Y y a à w é o Y j	M ǎ ǔ S è e l O d j O Y y a à d w é o Y j
N Q á N à F D J ě P r L J O G M g p o b	N Q á N à F D J ě P r L J a O G M g p o b
P ě z M Q a R ù p d R ǒ n T é D ú x i B	P ě z M Q a R ù p d R ǒ n T é D ú b i B
Q I d P ù r Z P Q ě n F t O r è D X t L	Q I d P ù r Z P Q d ě n F t O r è D X t L
R V f I ě w r y a D Q f w m A c C Y ǎ ù	R V f I ě w r y a D b f w m A c C Y ǎ ù
S r ù á K à x C l N à J i b U S O F o C	S r ù á K à x a l N à J i b U S O F o C
U ǔ Z k ǔ m n é P d p k à x h s U n è k	U ǔ Z k ǔ d n é P d p k à x h s U n è k
V F é d k ù r N x D M h L T x D b O ú M	V F é a k ù r N x D M h L T x D b O ú M
W Q b H d J f ě é á ù i W C ó ǒ J G r ǒ	W Q b H d J f ě é d á ù i W C ó ǒ J G r ǒ
X o m a w K á Y h L e ò S é j I z d M ǎ	X o m a w K á Y h L d e ò S é j I z d M ǎ
Z é è z ǎ W è R à ǒ H ǎ K i R Y è b è h	Z a é è z ǎ W è R à ǒ H ǎ K i R Y è b è h
a ó j e m L à S à Q h o m u ǒ à y Q B Z	a ó j e m L à S à Q h o m u ǒ à y Q b Z
a l y r ú ě W ú ǒ ě ǎ t M W i ǎ g ǒ g ǔ	a b l y r ú ě W ú ǒ ě ǎ t M W i ǎ g ǒ g ǔ
b u Q ú g a W N U s x ù k à m H n u K g	b u Q ú g a W N U s x ù k à b H n u K g
d é O s r X j K C è Y M B K ó g x V A b	d é O s r X j d C è Y M B K ó g x V A b
d e m s è é L ú L I B o c j j z O S e f	d e m s è é L ú L I B o c d j j z O S e f
e Z b n f S m m V L x U K f b l t b O w	e Z b n f S m m a L x U K f b l t b O w
g à ú a g T ù j x K a I f O Y B à T ǔ Q	g à ú a g T ù b x K a I f O Y B à T ǔ Q
h O i u P ò j K n u b a y Z J ó F W G R	h O i u P ò j K n u b a y Z b J ó F W G R
i s c b z l R J s W Z s M d o P q G ò ó	i s c b z l R J s W Z s M d o P q G d ó
k L s v q N ó é A u b p ó Q D J N Q i I	k L s v q N ó a A u b p ó Q D J N Q i I
l a e ó ú o G H S X z ó n S g F d M H ò	l a e ó ú o G H S X z ó n S g b d M H ò
m n F a j D ù K V P U ǔ y D á ě G d O O	m n F a j D ù K V P U ǔ y D á ě G d O O d
n x ù X H C g C g L p O Y v ó ú T r d C	n x ù X H C g C g L p O Y d v ó ú T r d C
p N é ò P e d l k B B ú t q U á o j T à	p N é ò P e d l k d B ú t q U á o j T à
q U J d T l ǎ ú B s W X X ě ǎ T e S r ě	q U J d T l ǎ ú B s W d X ě ǎ T e S r ě
r u ǒ à ǎ h t ǒ p à S T N O f h à d B i	r u ǒ à ǎ h t ǒ p à S T N O f h à d B d
t M z P ú F ú o Q q V g è v J b H R H L	t M z P ú F ú o Q q V g è a J b H R H L
u T d ǎ ó à f F p w I W à E w ě ó X á v	u T d ǎ ó à f F p w I W à E w ě ó X d v
v e L ě Z L G U A j h L p ù a ù y h P k	v e L ě Z L G U A j h L p ù a b ù y h P k
x E J i n q p T L f Y R i ù L a N B ó ǔ	x E J i n q p T L f Y R i ù L a N B b ó ǔ
y f r h Z ǎ á ù f k d b I p n f T J z z	y f d h Z ǎ á ù f k d b I p n f T J z z
ù ù P s q G e ǔ C e f d á Q ǒ x b ù á a V	ù ù P s q G e ǔ C e f d á Q ǒ d x b ù á a V
ǔ O O u d ǎ Q k ǎ Q é r Z B ǎ ǒ B s é U O	ǔ O O u d d ǎ Q k ǎ Q é r Z B ǎ ǒ B s é U O
