form	categorical_judgment
ù á á j a a N O W M w O E T F a E ě ò p	grammatical
ǔ R ó a m H è a s F a ǒ N B y m u I o ě	grammatical
á a a U p M a ú s ě h ò V y X G ó v L d	grammatical
ǎ ù ǎ W R r p ǔ i g t ǔ D a è U a ò a B	grammatical
é R ǒ k r a g n v o o V Q a m a E c k L	grammatical
ě ǎ a S I E v z y ò t g C q a x ǒ è a M	grammatical
ó R q o ǒ a F N a ú r u ǔ t a l h I d d	grammatical
ò p ù a s a J n m ú r V ǔ A t L u a l d	grammatical
ú ǒ ú n B a a C ú t I U P A a ǔ W c C Z	grammatical
A a X O a t a R o H ǔ i l e j Y D k ǒ W	grammatical
B v a a u n é P ǒ g ò X á m à I l P K a	grammatical
D M ǔ a M k a ò J v C Y L u x a n N ǒ á	grammatical
E w a s l t ó x g U a k i C E à a t o O	grammatical
G O ù U N t u é a o I v a a g C R N m l	grammatical
H a q a a m B z c k r p n d z a l ú t é	grammatical
I t a á G m v X u W M a ù j a d Z f Q E	grammatical
K O g j l m a o z A W a Z ě a E z w i à	grammatical
L r X g B Q T a a N h F T P a B i B C ú	grammatical
N O ú g B i L w a J ú t è a p X a n W j	grammatical
O X T l k N a è q G m ù V Z I é Q a Y a	grammatical
P q C O j ǒ P J à Q u E I a h ǔ à m a a	grammatical
R T ě H h V a ù a a N x G s S g ó W E n	grammatical
S a t a l a R o j O Z j d Z E r e u ù é	grammatical
T t n a L V a ò a T l l ě è j V o n k U	grammatical
V Q ě M n Q M h R k o s s a p a z a q F	grammatical
W o a a w u w X N N ò a è I E ò B m c F	grammatical
Y D q é z i p p U l h a ó a a F t O Y b	grammatical
Z a V R p a M A H r m a C H D B W A t C	grammatical
a è P w N ò o q a ǎ ó ǔ a X L é M D K é	grammatical
a A v ǎ t H ò Z F H V Q v o a t ò a V W	grammatical
a I F u a Q v L L P l a d s M h ǔ z j a	grammatical
a Q H X Z F à D ǎ ò H ǎ A ù à a ú Z a A	grammatical
a Y M D p o I ě z O v a q v à D a B ǔ T	grammatical
a a a c O á Z I N ě w C ó C D H f t à ò	grammatical
a l a N ǔ è x D w a s c k v g p i u Q é	grammatical
a v ó a Y W Q ó A D ǒ V a z ǒ G W Z v R	grammatical
g a M s r K é y x á è B N s a w n C Y a	grammatical
h y a M y á R ò ò p a a ù ǎ à w D O k W	grammatical
j R ú U a é ě T J J o a r ě H H a V á P	grammatical
k j R E a n a l a à ó V r h ù e ó I I G	grammatical
m ǔ I a O ǒ l P ó s I a L a W A i ó ù k	grammatical
n O U a W A ù h ǒ a l Y è S U I O è I a	grammatical
o x a L W J ǎ Q C B a ù y s a i t á z è	grammatical
q C ó è B ǎ T H N a y s ó a L W L a D U	grammatical
r a h V V a V a q D f O X Z n I x r c f	grammatical
t è i z a F ǔ G h i z O ǎ a g j a s ò Z	grammatical
u E Y a N N w v T è G P L a ǎ X a V ó j	grammatical
v a w Z s C l L a h h a F ù ù q K P M q	grammatical
x C W K ǎ a ò S H O X V Y X a R y o a o	grammatical
y a G N i a W v a K L D ě u G G t v F P	grammatical
ù ù h ú t v f é p D r X e F O t h A ǎ k	ungrammatical
ǔ B i y W S W d B O n N c Q P ò O e j n	ungrammatical
á P N d i v J m ó V t a O K F A l I p M	ungrammatical
à z o O P J ǔ a z ó E l l l I x K l O E	ungrammatical
é O Q p c ú g ǎ P s A f Y m U ǎ Y n é a	ungrammatical
è f F ǒ u D E é X v t m q W k S M Z m d	ungrammatical
ě u ó l ǎ v ò E b ó Y ě m A s á ě C k ǔ	ungrammatical
ò é a g g x s u ó e r S l ó B r F ú r ǒ	ungrammatical
ǒ G X x G W t H q e ǔ l O M d ó à ǎ H l	ungrammatical
ú Y i X é A r f N i à E R X U V c O ù è	ungrammatical
A z W G z o d ǒ U b n Z ú P ù è m U á N	ungrammatical
C J ě ǒ y J G B H V N w c n d I U R à c	ungrammatical
D M Y N P F J h o N o S Y ú é w e k n V	ungrammatical
E h i x k H x S F Y e D X p K B è P J p	ungrammatical
F u ǒ á m á A Y e B j ú ú R A ú x I D I	ungrammatical
H K D v r r ǒ s r y ǔ ǔ ǔ Y C T z é u n	ungrammatical
I s Q h s d k ǒ h á é F k j F n J J Q P	ungrammatical
K á C n X W E S P l h s Q H i J S Z T ò	ungrammatical
L è x T M F e à ě B T o ò r ù R C y m I	ungrammatical
M U L ù R i I s L c y J é h A ò q j Z ó	ungrammatical
N g d a m y A i t L V ò h ě l k B L Z d	ungrammatical
O w X t b g X ǔ ǒ ǎ á R v é g x k è ù u	ungrammatical
Q J W e s T q T ǒ W z ǔ A e v j A C s y	ungrammatical
R Z A ò à X x á b ǎ à ě T n U U p h E O	ungrammatical
S x v ǔ N O ù N L u y c á n l f E S s c	ungrammatical
U ǔ ú Z T X ě c w ù P ò E q ǎ ù ǎ k N I	ungrammatical
V K é é r ú r z l s H F W ǒ r v B V Q n	ungrammatical
W X é e G f O p è j é M é y s J t G S á	ungrammatical
X n c x l M U Q x V U V h g è E g E J L	ungrammatical
Z ù a ǎ w L I D D C v b f n g s è B K v	ungrammatical
a T B ò X G E K I Q R w I G Y ú d s C D	ungrammatical
b i á Q a V O a k C V T T x é p e S K J	ungrammatical
d à Z L f t z u x v c g é y W ǎ K e G o	ungrammatical
e E T ú z o p Q ó c J S ě á K n M à n O	ungrammatical
f P F R ǒ Q y u z d y v ǒ p ù G ò i ǔ f	ungrammatical
g d r s g è N G K S G n O L B I l W l u	ungrammatical
h n v ǎ G X G k D I d O ó k ó V M K á T	ungrammatical
j ò u u S O ú d b v x X s i f m O x I ò	ungrammatical
k I P V è r H r j X ó P S X P ò à ǒ P ò	ungrammatical
l e S h f V X G h o H j r z ó è i d K N	ungrammatical
m m ù M ò L O á M B M Q c l g f y s p l	ungrammatical
n s w Z R p ò ú e h p M z T Y ǎ Q K r M	ungrammatical
p B i N b t E q D g v n J à h m e v ǎ t	ungrammatical
q U ǒ a v X T b A O r h X ù y e W H u C	ungrammatical
r v a ǒ W r à Z H G ú A S Q t d R g Q J	ungrammatical
t D X A j U ǎ C ǎ N S p è u g Z s u P k	ungrammatical
u V f d ù f W B y j f u ě l U q i k g G	ungrammatical
w à ò ó I a q n F ú d Z P h y è Q B T L	ungrammatical
x N ó u L P C v c S V N z t Y w C w q r	ungrammatical
y e g J d ù á X F Q l M p D V a W s m b	ungrammatical
ù ù U ǔ é à X z z T ú a a k D R T q a z f	grammatical
ǔ T á P x J j ù a M n A J B Z a a E ǎ F o	grammatical
á n j g J Z a W O s A L J J a n é h a F W	grammatical
ǎ ǒ B A S P I y a X a a V M P b v é ǔ o T	grammatical
é a C V a U B o X u H y è k ǒ F ú g a X Y	grammatical
ě L a k E C w r A ǒ q V ù a t a t M D H S	grammatical
ó i P N a y a U a t p n N L o P f V ě u J	grammatical
ǒ ù G t R p m W a k i h ò I a q D S a ù g	grammatical
ú C ě r a ò O n Y B l k é H h a N m a y ě	grammatical
A Z ò q X ǎ a O C a p D L ě a F K X e O h	grammatical
B y ù a w S è H L a I a d ǔ C n J r m X J	grammatical
D Z a y h j a W W N Y y ù R ě a è m r u à	grammatical
F ú S X B a O a V ě a g m b è á è I T V o	grammatical
G R a g G ǒ è Z ò q C H n ǔ s I a I a p O	grammatical
H k l N a n a D j j q a b J H U A f ǎ J à	grammatical
J D S á á B g r g a M Z z i Z é z è a a á	grammatical
K W R a a w a L C i K v V S b W u a t E a	grammatical
L v a A t z a S ù F a e O ǔ L B D F ú E W	grammatical
N à è a I v a R á i q C ù m J y Q J A a M	grammatical
O H Q a N a a é d w j K q K h L y Y B l ó	grammatical
P a ě V V ǔ X a q a k H b è E b W R x z b	grammatical
Q y B x a a ǒ u ò g a L v J I u ǒ q k A C	grammatical
S C ú ǒ a a N ò F Q a Z ò F F Y c ǔ n à c	grammatical
T a K v X V N Y G è u A F j a M ě è I a m	grammatical
V F r U á a m I ǎ Z V k a a Z n w o o c B	grammatical
W W r C N Y a a L a ǎ o I ǎ n c A ó ú j ù	grammatical
X g T U ǎ H a a D è ò A a Q S P E è D H x	grammatical
Z ù p T a X ǒ J t w ù a á Z a N X A è g q	grammatical
a ǔ B X l a ǎ a u z F u à ǔ H ǔ B f W W ě	grammatical
a ǒ ǒ K x s R a y T ò D Z t q v ǒ Q L a x	grammatical
a G r ú ò B K H o ǔ A a a h G V Q K z ě O	grammatical
a P ú a é n W h l M U Y a o X g y c V t J	grammatical
a W s è y ě a a ó B y é p u ǔ l X Z f h ú	grammatical
a a a r M p A Z p M F S ǔ L ǎ d k j à A P	grammatical
a l V M a u u U L è y X a n E K á c h r V	grammatical
a u S p p p é ò h a á ó z p ě W y i v a J	grammatical
g a à ě V R R a à U V z u è h R a D x ú H	grammatical
h y h Z z á i U g A ò a a ú z l ě a e à h	grammatical
j a W T P P ǒ D n N B ǒ S z a á M V ò a é	grammatical
l ú j w k V ǔ N A Z é a M a a X á t u y h	grammatical
m T x B L ò r a s a R a y ǒ J H z j ǒ Q S	grammatical
n t w I J a A z y P W a W N h h a g è j ě	grammatical
p P ǒ a G r C n M a o è P é a C Q J ò ú p	grammatical
q i ó T T g V T a I k a ú i B T E a H J w	grammatical
s ǒ B à a h C x I V Q I h C a a ú f Y è b	grammatical
t T ǎ F a y A E A q L B a a K à M f V z B	grammatical
u k N ě ú k a m M L T a O D a á J r ù b X	grammatical
w G Q w a u u ǔ ú è A a O s O á á é ò p a	grammatical
x W j I á y w ǔ D a a F é a ó I g S D V á	grammatical
y y A ó a ǎ v w a T a ù w ǎ ě b g v Z e M	grammatical
