step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.11439,-53.96512985229492,-54.05546188354492,sp2,32,0.001,40.790348052978516
10,0,40.668915,-52.82817459106445,-53.84111022949219,sp2,32,0.001,38.917388916015625
20,1,40.27364,-51.759620666503906,-53.6968994140625,sp2,32,0.001,40.070106506347656
30,1,39.92872,-50.769168853759766,-53.61550521850586,sp2,32,0.001,38.766944885253906
40,2,39.62888,-49.83292770385742,-53.60315704345703,sp2,32,0.001,36.88125991821289
50,3,39.381107,-48.99375915527344,-53.642921447753906,sp2,32,0.001,38.090633392333984
60,3,39.177067,-48.22916793823242,-53.732215881347656,sp2,32,0.001,38.980247497558594
70,4,39.012474,-47.52866744995117,-53.86846160888672,sp2,32,0.001,37.24317169189453
80,5,38.883648,-46.89107894897461,-54.04374313354492,sp2,32,0.001,36.443603515625
90,5,38.7863,-46.322731018066406,-54.242061614990234,sp2,32,0.001,35.8764533996582
100,6,38.7177,-45.805728912353516,-54.471405029296875,sp2,32,0.001,36.592716217041016
110,6,38.67269,-45.34285354614258,-54.716033935546875,sp2,32,0.001,35.9647331237793
120,7,38.64863,-44.91901779174805,-54.98212432861328,sp2,32,0.001,35.763580322265625
130,8,38.640804,-44.543418884277344,-55.25015640258789,sp2,32,0.001,34.808319091796875
140,8,38.646507,-44.206634521484375,-55.5205078125,sp2,32,0.001,34.16157150268555
150,9,38.665638,-43.90150451660156,-55.79996871948242,sp2,32,0.001,36.309814453125
160,10,38.693295,-43.62759780883789,-56.0756721496582,sp2,32,0.001,34.63102722167969
170,10,38.729027,-43.37958908081055,-56.35067367553711,sp2,32,0.001,35.756195068359375
175,10,38.74988,-43.26420974731445,-56.48884201049805,sp2,32,0.001,33.75071334838867
