step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.06365,-53.94429397583008,-54.57841491699219,soft_tsl2,32,0.001,41.11326599121094
10,0,41.025463,-53.8907470703125,-54.52463150024414,soft_tsl2,32,0.001,40.97550964355469
20,1,40.988087,-53.838436126708984,-54.47207260131836,soft_tsl2,32,0.001,40.08364486694336
30,1,40.951195,-53.78672409057617,-54.420196533203125,soft_tsl2,32,0.001,41.70159912109375
40,2,40.913864,-53.73444366455078,-54.36750793457031,soft_tsl2,32,0.001,39.70817565917969
50,3,40.87675,-53.68243408203125,-54.315189361572266,soft_tsl2,32,0.001,40.26972961425781
60,3,40.83973,-53.6305046081543,-54.263038635253906,soft_tsl2,32,0.001,39.68104553222656
70,4,40.802708,-53.578468322753906,-54.21086883544922,soft_tsl2,32,0.001,39.095191955566406
80,5,40.76537,-53.52592086791992,-54.15814971923828,soft_tsl2,32,0.001,40.4144401550293
90,5,40.728275,-53.47368240356445,-54.10599136352539,soft_tsl2,32,0.001,42.065574645996094
100,6,40.69093,-53.420997619628906,-54.05314636230469,soft_tsl2,32,0.001,40.131500244140625
110,6,40.653625,-53.36829376220703,-54.000389099121094,soft_tsl2,32,0.001,41.49088668823242
120,7,40.61609,-53.31552505493164,-53.94743728637695,soft_tsl2,32,0.001,40.2578010559082
130,8,40.57874,-53.26276779174805,-53.894630432128906,soft_tsl2,32,0.001,41.805118560791016
140,8,40.541576,-53.209930419921875,-53.84205627441406,soft_tsl2,32,0.001,40.33209228515625
150,9,40.50416,-53.15727615356445,-53.78908157348633,soft_tsl2,32,0.001,39.74475860595703
160,10,40.467106,-53.10477066040039,-53.73664855957031,soft_tsl2,32,0.001,41.64370346069336
170,10,40.4301,-53.052215576171875,-53.68411636352539,soft_tsl2,32,0.001,40.71186065673828
175,10,40.411636,-53.02599334716797,-53.657962799072266,soft_tsl2,32,0.001,39.3593864440918
