grammatical	ungrammatical
ù ù g ò y J b ù D c c c c c b s e q O q	ù ù g ò y J b ù D c c c c c c b s e q O q
ǔ b q é F r W ú ù c c c c c c ò á ǎ j W	ǔ b q é F r W ú ù c c c c c c ò á ǎ b j W
à K Y y m ó U f u h b n D c f c c c c b	à K Y y m ó U f u h b n D c c c c c c b
ǎ o L l à b p c c c c c L z R b n y O n	ǎ o L l à b c c c c c c L z R b n y O n
è E b ǎ o S c c c c c c ù J o n f M L w	è E b ǎ o S c c c c c c ù J o n b M L w
ě d G ú o J P o y e l V l b c c c c c b	ě d G ú o J P o y e l V l b c c c c c c b
ò M b è a T ú Z i c c c c c S Z v e b ú	ò M b è a T ú Z i c c c c c c S Z v e b ú
ǒ b z z ǔ á B c c c c c c H U l T x B n	ǒ b z z ǔ á B c c c c c c H b l T x B n
A ě ú n S b P y D d c c c c c F c w b D	A ě ú n S b P y D d c c c c c c F c w b D
B M c c c c c c w q U c ě r T I ò b E X	B b c c c c c c w q U c ě r T I ò b E X
C b f V c c c c c l R l E r K G P b Z x	C b f V c c c c c c l R l E r K G P b Z x
E ǒ V b C j c c c c d c T l à m D b M T	E ǒ V b C j c c c c c c T l à m D b M T
F q ǔ d g q p a b l c c c c a c ǔ à R b	F q ǔ d g q p a b l c c c c c c ǔ à R b
H X b O n ú g c c e c c c ò A b C k m ó	H X b O n ú g c c c c c c ò A b C k m ó
I w L b ó E ǎ O u T J c c c c ě c Q b W	I w L b ó E ǎ O u T J c c c c c c Q b W
K N L P O D a R m b b H j X c c c c c b	K N L P O D a R m b b H j X c c c c c c b
M á ě b M s J Y é N c c c c c t o G b h	M á ě b M s J Y é N c c c c c c t o G b h
N b P a g w ě b B v c c c c c b ú K A S	N b P a g w ě b B v c c c c c c b ú K A S
P A b M C ò j S c c c c c b d á D L g ǒ	P A b M C ò j S c c c c c c b d á D L g ǒ
Q T q b ǔ c c c c c B z ě ú P A r Q I b	Q T q b ǔ c c c c c c z ě ú P A r Q I b
R b y p K U c X c c c c q I é d b u j C	R b y p K U c c c c c c q I é d b u j C
T B H v j b T J n c c c c c c D j I m ú	T B H v j b T J n c c c c c c D j b m ú
U c c c c c c b C y j m e è T p i w S è	b c c c c c c b C y j m e è T p i w S è
W b é G h ó c c N c c c e I Q h c ǎ b x	W b é G h ó c c c c c c e I Q h c ǎ b x
Y ú ù o b i f é c c c c c b o x O á E ú	Y ú ù o b i f é c c c c c c b o x O á E ú
Z v T i b c c c c c B á M d h Q w b M G	Z v T i b c c c c c c B á M d h Q w b M G
b á Z l Q f e I x Z c c c c c X S b F A	b á Z l Q f e I x Z c c c c c c X S b F A
b ò c c c c c c i Q j O k z C G n k ě Y	b ò c c c c c c i Q j O k z C G n k b Y
b F c c c c c I J J à n d j f B b Y à ó	b F c c c c c c I J J à n d j f B b Y à ó
b O c W c c c c K ǎ b à V b X D R X i s	b O c c c c c c K ǎ b à V b X D R X i s
b X ò W a c c c c c y q U b P D t T è c	b X ò W c c c c c c y q U b P D t T è c
b c c c c c ǎ q o H g R K o y o è q b H	b c c c c c c q o H g R K o y o è q b H
b e G c c c c c k V ó b à P è r r y ǒ ě	b e c c c c c c k V ó b à P è r r y ǒ ě
b m d R F u B q C p y w L W c c c c c b	b m d R F u B q C p y w L W c c c c c c b
b w ú y c c c c c J b F c d o D v q j ú	b w ú y c c c c c c J b F c d o D v q j ú
c c c c c c N h b v x S N c J V à e q x	b c c c c c c N h b v x S N c J V à e q x
e ǔ T D b c c c ǎ c c R s i ù x b ò ě ǎ	e ǔ T D b c c c c c c R s i ù x b ò ě ǎ
f b ó g A l p c c c c c m ě E e a B b N	f b ó g A l p c c c c c c m ě E e a B b N
h ó k v t b c c c s c c Z ù Y f b ò V D	h ó k v t b c c c c c c Z ù Y f b ò V D
i r x f V ó d k h c c c c c c a M q y b	i r x f V ó d k b h c c c c c c a M q y b
k Z ě b x a c c ǎ c c c b ě B A A F ò D	k Z ě b x a c c c c c c b ě B A A F ò D
m K ú b ù c c q c c c b I S r ǒ s U a a	m K ú b ù c c c c c c b I S r ǒ s U a a
n m n Z Q f k t s w b A s c c c c c p b	n m n Z Q f k t s w b A s c c c c c c p b
p Y n b ě c c c c C c ǔ v w z d W v r b	p Y n b ě c c c c c c ǔ v w z d W v r b
q f n b c c c c c d ě q E n X B b t L h	q f n b c c c c c c d ě q E n X B b t L h
s T Z b F Y Y A J Q g á c c c c c c j G	s T Z b F Y Y A J Q g á c c c c c c j b
t f b P Z f V L c c c c c c s ǎ i W o x	t f b P Z f V L c c c c c c b s ǎ i W o x
v ǒ k B b k c c c c c x b F g o k k x ǒ	v ǒ k B b k c c c c c c x b F g o k k x ǒ
w n e b d c c c c c c n L n W E H v ó ǒ	w n e b d c c c c c c n L n W b H v ó ǒ
y S b w M á X ǔ E a ǒ c c c c c d b q u	y S b w M á X ǔ E a ǒ c c c c c c b q u
ù à G Z p P S ǎ z l P R J c c c c c c b J	ù à G Z p P S ǎ z b l P R J c c c c c c b J
