grammatical	ungrammatical
ù ǔ W x H é b à H H y C c H S M b c O l O	ù ǔ W x H é b à H H y C c H S M c O l O
ǔ c d l x c q d ó y T z à X D è Z I M é	ǔ c N l x c q d ó y T z à X D è Z I M é
à K q M a X b u ú F á l a b Q O m é M r r	à K q M a X u ú F á l a b Q O m é M r r
ǎ n c h A d ě c è U C g ò d e K i t ǔ x	ǎ n d h A d ě c è U C g ò d e K i t ǔ x
è A o g c d è S á c r t c V J d x y h à	è A o g c d è S á c r t c V J E x y h à
ě a b m m M ú h i ù d a b B s u h j q B O	ě b m m M ú h i ù d a b B s u h j q B O
ò ǎ b M x ǒ N ó c h I M e g K b z M f c f	ò ǎ M x ǒ N ó c h I M e g K b z M f c f
ǒ U M a X ǒ b k g x c g C x è b c C I F	ǒ U M a X ǒ b k g x q g C x è b c C I F
A à a n b d è X O a G ò V h N h s n b C q	A à n b d è X O a G ò V h N h s n b C q
B a y b A M w C j X t a s M c T T b A k	B a y b A M w C j X t a s M c T T Z A k
D b F á c v B c r ò N c ǔ A b Z q v é c Y	D F á c v B c r ò N c ǔ A b Z q v é c Y
E n b y ǒ c b è M ò c N q K L G c i k C ǎ	E n y ǒ c b è M ò c N q K L G c i k C ǎ
G O è x n k a b a ě x Q A é G m b ǎ X D	G O è x n k a b D ě x Q A é G m b ǎ X D
H m ù y a S v h r H è a F X b é a H ě b	H m ù y a S v h r H è a F X h é a H ě b
J M Y b R Q á ú c z K J á ǒ o A b c m l Z	J M Y b R Q á ú c z K J á ǒ o A b m l Z
K c s ù à ě s F e r m ǔ d c ǔ d N T h v	K h s ù à ě s F e r m ǔ d c ǔ d N T h v
M P o j b F R l v r y H c p d c é d M è	M P o j b F R l v r y H T p d c é d M è
N u G i a b h ǔ C F R à e z Y u a d é b T	N u G i a h ǔ C F R à e z Y u a d é b T
P c g r s ù ó d ó j c d V K x ě P Y y P	P c g r s ù ó A ó j c d V K x ě P Y y P
R L b u c P b à F h p c i F è ù ó L i R è	R L u c P b à F h p c i F è ù ó L i R è
S k w r c r ó p g ó j b w u c H O b W T c	S k w r c r ó p g ó j b w u H O b W T c
U I ù y f ǎ E c o d L V G G q è t c T d d	U I ù y f ǎ E c o L V G G q è t c T d d
V e e Y U G M w b e F c c ù e b X W E J c	V e e Y U G M w e F c c ù e b X W E J c
X ě Q c W b d O p ǒ ú Y E c d u D ò K s b	X ě Q W b d O p ǒ ú Y E c d u D ò K s b
Y b c u á U C y ù e P ù v b I c G R c ǒ	Y b Y u á U C y ù e P ù v b I c G R c ǒ
Z i B t á R V I I d a b a D é R b v m g ě	Z i B t á R V I I d a a D é R b v m g ě
a H d b ó w i d j a T b ò è n B z A L C x	a H d b ó w i d j T b ò è n B z A L C x
a c C c á d c G q ù h d ǔ n c ǎ v W e c	a c C c á d c G q ù h y ǔ n c ǎ v W e c
a x z V A Q g H ě g é b r g ě a b O r H	a x z V A Q g H ě g é b r g ě u b O r H
b c A L L T n é i ě à b T Q c D m Z w c	b H A L L T n é i ě à b T Q c D m Z w c
b c G b q a P B Z W W c M K v G U r è e z	b c G q a P B Z W W c M K v G U r è e z
b u c K x o b à o S u y á c C S a ǔ S p E	b u c K x o à o S u y á c C S a ǔ S p E
c D ó ù n p ǎ f E B d c v z L P d q f a V	c D ó ù n p ǎ f E B d c v z L P q f a V
c Y d d à E d ò o ǎ x c H I H f á ǔ z d	c Y d d à E d ò o ǎ x z H I H f á ǔ z d
c n f o à Z ù J d t b c ò T d f V k V u	c n f o à Z ù J d t b H ò T d f V k V u
e ù m c A Q D B g F W d h Q c a S P V d	e ù m c A Q D B g F W d h Q Q a S P V d
f S f h a ú X b m o p Q d a b o H é R P	f S f h a ú X b m o p Q d a k o H é R P
g h c a P H ǔ Q á u O e d c ù C ó R F O d	g h c a P H ǔ Q á u O e d ù C ó R F O d
i a E I p O d c F d D H f c d w P c ě m B	i a E I p O d F d D H f c d w P c ě m B
j v c l x J E X d c à Q W d j I é L é Q è	j v l x J E X d c à Q W d j I é L é Q è
l a R c E é J ǎ P X l b ě a t r b x w K L	l R c E é J ǎ P X l b ě a t r b x w K L
a m z B E ó y b i a K ù t G e J i b I I G	m z B E ó y b i a K ù t G e J i b I I G
o L M o N b l M C c b P y f c j à é s x k	o L M o N b l M C c P y f c j à é s x k
p q k c c e Z d s P ó q P c N e F G m d	p q k c c e Z r s P ó q P c N e F G m d
r K c B f i U K U d ǔ A s n c J y d J W ǔ	r K c B f i U K U d ǔ A s n c J y J W ǔ
s b l è V I c X è e c t b A d ǒ P n ǔ c	s b l è V I c X è e c t z A d ǒ P n ǔ c
u T W a é b T á à ě H l E I N m W u a b	u T W l é b T á à ě H l E I N m W u a b
v c Z o j Q P k m L w d a r i c é S j g d	v c Z o j Q P k m L w a r i c é S j g d
w z Z c d ǒ A l g m x ǒ c r a Z d J z C P	w z Z c ǒ A l g m x ǒ c r a Z d J z C P
y N U a R i B s x ù á b u u g a ú X b F u	y N U R i B s x ù á b u u g a ú X b F u
ù ǔ a ě y D b p S B a b à o b L A G u à C	ù ǔ a ě y D E p S B a b à o b L A G u à C
ǔ Z a K ǎ z o M ú S j ǒ Y J b a R b i A Z	ǔ Z a K ǎ z o M ú S j ǒ Y J b a R r i A Z
á o è ě c V h d c á s k H è k b ě d L W b	á o è ě j V h d c á s k H è k b ě d L W b
ǎ E b U l c b à L Q s W ó c Q g V N m w u	ǎ E b U l c E à L Q s W ó c Q g V N m w u
é f ú L c e G d W c ǔ G g u D u V y R a H d	é f ú L c e G W c ǔ G g u D u V y R a H d
ě D f K u ù h b c ǔ o á b S T T ú y T c ǒ è	ě D f K u ù h b c ǔ o á S T T ú y T c ǒ è
ó X P B q w m R n a u q Q b a W w B b B ò	ó X P B q w m R n a u q Q L a W w B b B ò
ǒ è l I z n K c K d é c g B N g à d ě ó M p	ǒ è l I z n K K d é c g B N g à d ě ó M p
ú b o ǒ c Y Y S b L ǒ c U F ò z i p Y T y	ú b o ǒ c Y Y S j L ǒ c U F ò z i p Y T y
A z A ě O a L ò l ó b u a d y K z X ò b V	A z A ě O a L ò l ó T u a d y K z X ò b V
C P a b o a K C K q V b z ǎ v k m Q C ó L D	C P a o a K C K q V b z ǎ v k m Q C ó L D
a D r b k f s S a b a ǎ ě l w q ě N Z G à ù	D r b k f s S a b a ǎ ě l w q ě N Z G à ù
F c ě d y H q c t S w C K y á e u O d h à	F c ě d y H q c t S w C K y á e u O M h à
H b A c q H v A t a W b P ò g E é d c c K ǒ	H A c q H v A t a W b P ò g E é d c c K ǒ
I a z d é ó ě b c D b á a R r D b S M l N ù	I a z d é ó ě b c D b á a R r D S M l N ù
J v h ó ǔ a l I b g p a X p r G x M p I S b	J v h ó ǔ a l I b g p a X p r G x M p I S
b R G ò E K z w c ó ǎ E l y b á c n y t T	L R G ò E K z w c ó ǎ E l y b á c n y t T
M k Q k c e x X O d C y ó i G X Z R u B c d	M k Q k c e x X O C y ó i G X Z R u B c d
O N x r á a S r t o b l S P K c ò w J a u b	O N x r á a S r t o b l S P K c ò w J a u
P o J x Z e b E c o b D X u c Q y a ǔ K s l	P o J x Z e E c o b D X u c Q y a ǔ K s l
R b W c p J ó b o t L G c S A T m ǒ A ù E ú	R b W c p J ó o t L G c S A T m ǒ A ù E ú
T è a Q è b q t e P b ú I K a u o è x b m j	T è a Q è b q t e P b ú I K u o è x b m j
U X l ǒ e é c E d ù o J g N b M K I c d G	U X l ǒ e é f E d ù o J g N b M K I c d G
V i D B Q c u k L y Q O F r d ǒ c k O P d	V i D B Q c u k L y Q O F r d ǒ Z k O P d
W w b t E Q V F ǒ v c z x u b à R c g h L X	W w b t E Q V F ǒ v z x u b à R c g h L X
Y F y w Q c J á d ù c M P Y D U ò c G M d O	Y F y w Q c J á d ù c M P Y D U ò c G M O
Z p ě ó L Y r b c n T O q J b ó B c x I p k	Z p ě ó L Y r b c n T O q J ó B c x I p k
a P c g w ǎ d y ǎ X p Q ó x c d X W H j ǎ	a P c g w ǎ d y ǎ X p Q ó x c n X W H j ǎ
a m z s y s C C b a á b x J á X à m n i y	a m z s y s C C b a á q x J á X à m n i y
b A c c q u f h B L G U b q K ù m n c v I J	b A c c q u f h B L G U q K ù m n c v I J
b Z á C I A a T d y r N b P h U U S j a á b	b Z á C I A a T d y r N b P h U U S j á b
b s J z a a c y f a e y b D q E o x W z B c	b s J z a a c y f a e y b D q E o x W z B
c H l y a c m d q a L t o D Y c F s S J d t	c H l y a c m d q a L t o D Y F s S J d t
c a w Z á P B l b a x o é b U S L j J C X T	c a w Z á P B l b x o é b U S L j J C X T
c u á d g o K p u ú N p è g B c é G m d O	c u á d g o K p u ú N p è g B ù é G m d O
