grammatical	ungrammatical
ù á R u l p T z t Z a O ú V J h M A T d	ù á R u l p T z t Z a a O ú V J h M A T d
ǔ R b E á w Z é á I a X l P c g m A y J	ǔ R b E á w Z é á a a X l P c g m A y J
á a f o k n I à r é a M s G c H a Y m H	á a f o k n I à r é a M s G Q H a Y m H
à q A ǔ K D J ò R m V o è ú ě ú E v a G	à q A ǔ K D J a ò R m V o è ú ě ú E v a G
é á á k q a ú J b ù U e h M K x ó c v ǒ	é á á k q a ú a b ù U e h M K x ó c v ǒ
è K á G è l g m a M á W ǎ E é ǎ ó ó á Y	è K á G è l g m a M á W ǎ E é ǎ ó ó a Y
ě r W ǔ a P B n i m Y n P w ǎ O m v é a	ě r W ǔ a P B n ǔ m Y n P w ǎ O m v é a
ò L à è ù s T G q v x a A c n Z Q a N v	ò L à è ù a s T G q v x a A c n Z Q a N v
ǒ T h X N v s R u t n a V c w k é U L H	ǒ T h X N v s R u t n a V a c w k é U L H
ú h A U N f b ù a l ú O W é ǔ ǒ ò N e T	ú h A U N f b ù a l ú O W a é ǔ ǒ ò N e T
A v a D l c J E I á Q à E W T U F W B g	A v a D a c J E I á Q à E W T U F W B g
B z h ǒ Q z A H J d S a ǒ n c V p T T q	B z h ǒ Q z A H J d S a ǒ n a V p T T q
D M T U à L t a m X i B t ǒ R V L i á p	a D M T U à L t a m X i B t ǒ R V L i á p
E e z Y L a B á á v ò Y ù b Y ǒ X A é T	E a z Y L a B á á v ò Y ù b Y ǒ X A é T
F q m R M B s t V a é e n a V H F w x ó	F q a R M B s t V a é e n a V H F w x ó
H ǒ Q ǎ P a v G ù á x o Z p à i ǔ à w W	H ǒ Q ǎ P a v G ù á x o Z p à a ǔ à w W
I W M i n l S é o c a ù ǎ E W t W Y A o	I W M i n l S é o c a ù ǎ E a t W Y A o
J v à j E W S c t l R ǔ l ě a o G M t m	J v à j E W S c t l R ǔ l ě a a G M t m
L A o Q W i R R K a k h A n ǒ é U e ǔ G	L A o Q W i R R K a a k h A n ǒ é U e ǔ G
M a k e L j á n Y à r j o ó á f l J J a	M a k e L j á n Y à r j o ó á f l J J a a
