step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.062744,-53.92720031738281,-53.95867156982422,sl2,16,0.01,40.554893493652344
10,0,40.237286,-52.369632720947266,-53.24784851074219,sl2,16,0.01,39.011505126953125
20,0,39.585087,-51.05899429321289,-52.756656646728516,sl2,16,0.01,39.28630447387695
30,0,39.099804,-49.97737503051758,-52.48051452636719,sl2,16,0.01,38.077877044677734
40,1,38.755028,-49.09931564331055,-52.36035919189453,sl2,16,0.01,36.21681213378906
50,1,38.511307,-48.39199447631836,-52.35310363769531,sl2,16,0.01,38.00981140136719
60,1,38.33571,-47.815086364746094,-52.4146728515625,sl2,16,0.01,36.87607955932617
70,2,38.225937,-47.342498779296875,-52.5509147644043,sl2,16,0.01,35.54782485961914
80,2,38.17146,-46.95866775512695,-52.7376708984375,sl2,16,0.01,35.0637321472168
90,2,38.14876,-46.63530731201172,-52.939945220947266,sl2,16,0.01,36.0601921081543
100,3,38.15418,-46.36474609375,-53.17361831665039,sl2,16,0.01,34.077293395996094
110,3,38.192135,-46.13977813720703,-53.437381744384766,sl2,16,0.01,34.708290100097656
120,3,38.226845,-45.95384979248047,-53.683719635009766,sl2,16,0.01,34.887229919433594
130,4,38.271805,-45.79679489135742,-53.91510009765625,sl2,16,0.01,35.11920928955078
140,4,38.33076,-45.67079544067383,-54.15494918823242,sl2,16,0.01,34.73289108276367
150,4,38.39472,-45.54744338989258,-54.404361724853516,sl2,16,0.01,32.78783416748047
160,5,38.46839,-45.438682556152344,-54.661258697509766,sl2,16,0.01,35.279605865478516
170,5,38.55149,-45.354278564453125,-54.93035888671875,sl2,16,0.01,34.221778869628906
180,5,38.628372,-45.276573181152344,-55.17054748535156,sl2,16,0.01,35.21892166137695
190,5,38.695843,-45.20161437988281,-55.39185333251953,sl2,16,0.01,35.874420166015625
200,6,38.76395,-45.1395149230957,-55.6037712097168,sl2,16,0.01,35.02756118774414
210,6,38.83471,-45.08351135253906,-55.82071304321289,sl2,16,0.01,35.14227294921875
220,6,38.91699,-45.03146743774414,-56.04672622680664,sl2,16,0.01,34.15214157104492
230,7,38.996967,-44.992271423339844,-56.26664733886719,sl2,16,0.01,32.98712921142578
240,7,39.073635,-44.96086883544922,-56.47544479370117,sl2,16,0.01,34.61883544921875
250,7,39.149754,-44.92599868774414,-56.687522888183594,sl2,16,0.01,34.374298095703125
260,8,39.223896,-44.89805603027344,-56.89099884033203,sl2,16,0.01,33.89153289794922
270,8,39.292923,-44.87834548950195,-57.082130432128906,sl2,16,0.01,34.46287536621094
280,8,39.360157,-44.84484100341797,-57.268001556396484,sl2,16,0.01,33.35633087158203
290,9,39.42592,-44.81407928466797,-57.4539680480957,sl2,16,0.01,33.320560455322266
300,9,39.49176,-44.792625427246094,-57.646522521972656,sl2,16,0.01,35.50853729248047
310,9,39.5658,-44.77500534057617,-57.84312057495117,sl2,16,0.01,34.17201614379883
320,10,39.629364,-44.75462341308594,-57.99396514892578,sl2,16,0.01,33.94552993774414
330,10,39.702606,-44.747222900390625,-58.159305572509766,sl2,16,0.01,34.10503387451172
340,10,39.76638,-44.735023498535156,-58.32730484008789,sl2,16,0.01,35.01414489746094
350,10,39.824245,-44.711158752441406,-58.485721588134766,sl2,16,0.01,33.731624603271484
351,10,39.82896,-44.709022521972656,-58.50022888183594,sl2,16,0.01,37.00722885131836
