step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.051723,-53.91977310180664,-53.92580032348633,soft_tsl2,32,0.001,40.28758239746094
10,0,41.01292,-53.86556625366211,-53.8719596862793,soft_tsl2,32,0.001,40.80323028564453
20,1,40.97395,-53.81184005737305,-53.81727981567383,soft_tsl2,32,0.001,41.314796447753906
30,1,40.935696,-53.75820541381836,-53.7640495300293,soft_tsl2,32,0.001,41.226112365722656
40,2,40.898033,-53.70472717285156,-53.71184158325195,soft_tsl2,32,0.001,40.63463592529297
50,3,40.860474,-53.651126861572266,-53.659881591796875,soft_tsl2,32,0.001,40.09899139404297
60,3,40.82339,-53.59754180908203,-53.60889434814453,soft_tsl2,32,0.001,41.46310043334961
70,4,40.78425,-53.543785095214844,-53.5537109375,soft_tsl2,32,0.001,40.52058410644531
80,5,40.74584,-53.489959716796875,-53.500030517578125,soft_tsl2,32,0.001,41.036251068115234
90,5,40.706776,-53.4361572265625,-53.44475173950195,soft_tsl2,32,0.001,39.999916076660156
100,6,40.669403,-53.38218688964844,-53.393157958984375,soft_tsl2,32,0.001,40.36049270629883
110,6,40.63207,-53.32825469970703,-53.341732025146484,soft_tsl2,32,0.001,39.773460388183594
120,7,40.594643,-53.274600982666016,-53.2894287109375,soft_tsl2,32,0.001,40.23084259033203
130,8,40.55741,-53.22079086303711,-53.237823486328125,soft_tsl2,32,0.001,40.6906852722168
140,8,40.520184,-53.16702651977539,-53.18606185913086,soft_tsl2,32,0.001,42.08917236328125
150,9,40.481922,-53.113380432128906,-53.132164001464844,soft_tsl2,32,0.001,39.67416763305664
160,10,40.445,-53.059940338134766,-53.08104705810547,soft_tsl2,32,0.001,40.278385162353516
170,10,40.407047,-53.00629806518555,-53.02762985229492,soft_tsl2,32,0.001,39.986412048339844
175,10,40.388554,-52.979530334472656,-53.0017204284668,soft_tsl2,32,0.001,40.91474914550781
