form	categorical_judgment
ù ǎ L a O k è m X i t W O a a q a a Y t b é b b ò ǎ b W b h J	grammatical
à Q a W R V é i a t a r a ě G s W G é m o a L b b b C O b b B	grammatical
è Z C a I m K è a a h S a l ǒ U a K ě b i b R ú b b b é C z O	grammatical
ǒ ǎ a G ò a p E a ǎ a M w a b b z b U s ò b w ò b o C è w M N	grammatical
B a Z w è F E p a r a J h a a w b V b M ú H b b X X K E y b j	grammatical
F I Y g a w C v a q a ú a K T A a m b b à m b x q b b v h O U	grammatical
I a u a g V a ǔ a M s a h b b á P ǔ b ě b n h ǔ S E g h j b M	grammatical
L z Z a x n a H a w a y ú V à u t a b b Z b b J g J á V ú b ú	grammatical
P S a z a X m z a X a s a ú b M P H à n H ǒ b p b b b j ù ǒ ǒ	grammatical
S q á a j a D a é a a c c b S b j n ǎ F ě b Q b x T k ó b N N	grammatical
V a z O a a i ú u á a C k a à I b ě O B b b ǒ ú v p b G b à X	grammatical
Z G q F a a a K C k à J A a a s S i F v D u P ú b b b à b u b	grammatical
a ò p a a k W h L a a b b j n b i b w w R h u á b D V g J ó x	grammatical
a H a a a D a à ò b F é b u b X q P W b H W q S b J H X á x ǒ	grammatical
a Q a n Q E ú a a Z ó é a g b b T ò g C L q i Q p G F E b b b	grammatical
a a ù k q J Q j V v a é a x à ǎ a C a I t b t S H b o b C b b	grammatical
a a U Y a J a a è W à A H q C à ǔ ǔ b F p P b o b b b B V C ù	grammatical
a a k a ǎ a M q á v a ò e M A b ǒ S s t b q á ě b V i S b b n	grammatical
a l P a R a a Y Q U E a á á q b D G b w ǎ I b u m P S b U b q	grammatical
a w a F v a W a o é v a s R ǔ H Q y Q C Q p ǔ K b b b p ě b b	grammatical
i è ù w D Y é a a P a a p a r b D O P ó b V b l b x b V M S T	grammatical
m S a J ǔ a a V v X D y a S ǔ a D b ù b O q J G b j ǒ b F b J	grammatical
p u a a T s X ù a n a I è a p e y Z ǒ b X b z b b r à b è E X	grammatical
t J U T C a a ó L P B O S a a B a Z ǔ q b n b F Z b T D b i b	grammatical
w a s i a ú H ù F U a C a a b i C b à ǎ b K H b ǔ F b R k V V	grammatical
ù ǎ L a O k è m X i t W O a a q p a Y t b é b b ò ǎ b W b h J	ungrammatical
à Q a W R V é i a t a r w ě G s W G é m o a L b b b C O b b B	ungrammatical
è Z C a I m K è a a h S a l ǒ U ǔ K ě b i b R ú b b b é C z O	ungrammatical
ǒ ǎ a G ò J p E a ǎ a M w a b b z b U s ò b w ò b o C è w M N	ungrammatical
B a Z w è F E p a r a J h a a w b V b M ú H X b X X K E y b j	ungrammatical
F I Y g a w C v a q a ú a K T A a m s b à m b x q b b v h O U	ungrammatical
I a u a d g V a ǔ a M s a h b b á P ǔ b ě b n h ǔ S E g h j b M	ungrammatical
L z Z U x n a H a w a y ú V à u t a b b Z b b J g J á V ú b ú	ungrammatical
