step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,40.99484,-53.80582046508789,-53.84564208984375,sp2,32,0.001,40.014503479003906
10,0,40.71221,-53.20038604736328,-53.58771896362305,sp2,32,0.001,40.00579833984375
20,1,40.470192,-52.648841857910156,-53.39234924316406,sp2,32,0.001,40.15972900390625
30,1,40.265327,-52.15896987915039,-53.240657806396484,sp2,32,0.001,39.69068908691406
40,2,40.08938,-51.7335090637207,-53.10551452636719,sp2,32,0.001,39.13367462158203
50,3,39.937992,-51.357540130615234,-52.99427032470703,sp2,32,0.001,40.33838653564453
60,3,39.80754,-51.021610260009766,-52.904170989990234,sp2,32,0.001,39.79248809814453
70,4,39.68833,-50.72934341430664,-52.81184387207031,sp2,32,0.001,37.0085334777832
80,5,39.58319,-50.46623229980469,-52.73166275024414,sp2,32,0.001,37.74223327636719
90,5,39.49146,-50.22620391845703,-52.668582916259766,sp2,32,0.001,37.66062545776367
100,6,39.41254,-50.00985336303711,-52.618438720703125,sp2,32,0.001,38.83558654785156
110,6,39.335526,-49.817378997802734,-52.554649353027344,sp2,32,0.001,39.11854553222656
120,7,39.26013,-49.641822814941406,-52.48783493041992,sp2,32,0.001,36.5117073059082
130,8,39.19818,-49.48019790649414,-52.438880920410156,sp2,32,0.001,37.92683410644531
140,8,39.146732,-49.32974624633789,-52.40642166137695,sp2,32,0.001,37.87044906616211
150,9,39.089684,-49.19377136230469,-52.3547248840332,sp2,32,0.001,37.6343994140625
160,10,39.038395,-49.06654357910156,-52.30733108520508,sp2,32,0.001,38.6167106628418
170,10,38.986774,-48.948814392089844,-52.24991226196289,sp2,32,0.001,37.66182327270508
175,10,38.96546,-48.892704010009766,-52.2313346862793,sp2,32,0.001,37.61849594116211
