form	categorical_judgment
ù ù a K C q N g s D x Y G B ǔ ǒ Z o B a L ó x E A E a y G p F	grammatical
á Q O S ó a Z p a M J M ě g B V Z ò A ǒ m k Q t U a è R B u m	grammatical
ǎ u W y t ǒ R à r v è a p a á z D L C Q I a U N X R ǎ q i ó q	grammatical
ě n é a j ǎ s ǔ à w D a o w a F g W J á ě E f C g z s D W t M	grammatical
ǒ L á Z D q a h ǔ p r p l P è p ò p V ě H J a g W o o ù s a B	grammatical
A x é B A ó á D ó a M w S y X p ú T N M a a é d U k G ò q X u	grammatical
E ǒ q g M Z g O F q E ǎ à a F h W u ǔ E r x R M n p a M ǒ M a	grammatical
H ù r r a ù R n I o S U t ě L à ó a r N M v t ò B j X R a r ǔ	grammatical
K ù Q à y V p k O W a y g w a Q á h i a V n Z o p A I t ǎ d i	grammatical
M R H p R F U t ě a r z é Y k i O p a M a o B T i ò R l á á A	grammatical
P K J Z á i H g ú t o à a G ǎ Y a Z ě J H a E a K v g ù n Q x	grammatical
R j N l q a I F r D I ǒ a A ě a Z s m M M i N é j n h G k K h	grammatical
U L C à h H F ò O G o D S a a U ó é à y u T k T J F a u m K q	grammatical
X A r U q N O Y X a U ó p a Q T m a U O X U c V w é F ó j m T	grammatical
a ù a F N H H T a s X K P d R ǒ G D T r ě l w y ú r u l ě U è	grammatical
a J S è k H é G i C Y F K a ò T v a b d á u R W ǎ A o R g á d	grammatical
a Z a j ú j x x J w a O Y j l X ǒ u c A G o j é R f S A q u D	grammatical
a r a O o D B O L ú n ù A a á X H g è l i ǒ q o h x ó V R n ú	grammatical
h R m W ǒ H x ò v v E o y H u k ó a r G a ǎ R w j x B a k p o	grammatical
k ó s j I W i V r D t a r a g u u i é B P a F ò P D W U Z T T	grammatical
m y n g v S z Z q B D ǎ x A L T á a á B j a G h W I ù n ó a Z	grammatical
p Y a n N H R l á l ù E t a V k D a J U z o p j K V ó ó Z D z	grammatical
s J n C U ú U z ò m q i a G a ó á a D L A t Q t t j N N z M C	grammatical
v ò è v h B a B X u E A r X R u l H X F a L a r n Z T L L o S	grammatical
x ě L Y ò a j a U P à n C a ǒ b c ó f G Y N q R A T x o ò á l	grammatical
ù ù Y J l ǒ E D S R G T u m ǎ l S F v S h Y Z b ó j d W O e á	ungrammatical
á Y v B n O D Y W r O E p n V J h S á f s M K t A L ú j R i l	ungrammatical
ǎ o I f r ǎ O ǎ c Y ò h T H I K U ǔ q q ú Z é ǔ x m á I X l h	ungrammatical
ě ǒ X p j R c I u M H S m B B ú d Z ó ù M L t N X T C S D x l	ungrammatical
ò z U z f N Z c w ě U S ǔ à C s à I A c N à U t M D V i O o L	ungrammatical
A N y E u K R á E m à S F ó A a R R B X ǔ j y O K ǔ n ǒ à a F	ungrammatical
D é T f d y B T p n E n N f m D c n D H x t G à d à g ǎ P F ó	ungrammatical
F Z W p ǎ R X O u N F x n f ó ù L ě D ò F E o ǎ é N C R X x r	ungrammatical
I R g Y w i ǎ F B N T g T ò D F A Z z è J D Y N S p t ù j c f	ungrammatical
K o a g g t l w V X W z D R á v k h T F M ǎ ǎ n c ú O j s L è	ungrammatical
N B N W U b à O r F E q ù c z S n ǎ t b f p Q Z R ó V b U a à	ungrammatical
P Q ǎ A u b h F d ú I U ǔ ě n a a x q G F r B G t O à ǒ f U m	ungrammatical
S ù w G j O a á E ó K r e S q W w F q f l D ě ó q N h C h ǔ d	ungrammatical
