step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.06237,-53.93494415283203,-53.94088363647461,soft_tsl2,32,0.001,41.50515365600586
10,0,41.02439,-53.88071823120117,-53.88887405395508,soft_tsl2,32,0.001,40.10773468017578
20,1,40.987167,-53.82749557495117,-53.83778762817383,soft_tsl2,32,0.001,40.824363708496094
30,1,40.95049,-53.77444839477539,-53.78781509399414,soft_tsl2,32,0.001,39.635108947753906
40,2,40.913254,-53.72145462036133,-53.73664474487305,soft_tsl2,32,0.001,39.3989143371582
50,3,40.87645,-53.66802978515625,-53.68650817871094,soft_tsl2,32,0.001,40.711578369140625
60,3,40.83952,-53.61448669433594,-53.636199951171875,soft_tsl2,32,0.001,42.0716552734375
70,4,40.80264,-53.560665130615234,-53.585914611816406,soft_tsl2,32,0.001,40.130027770996094
80,5,40.765903,-53.50699996948242,-53.53593063354492,soft_tsl2,32,0.001,41.09237289428711
90,5,40.728836,-53.4531364440918,-53.48529815673828,soft_tsl2,32,0.001,40.356754302978516
100,6,40.69226,-53.39912414550781,-53.435672760009766,soft_tsl2,32,0.001,40.71797180175781
110,6,40.65554,-53.3450813293457,-53.38569259643555,soft_tsl2,32,0.001,41.37405014038086
120,7,40.61922,-53.2908935546875,-53.336700439453125,soft_tsl2,32,0.001,42.57221603393555
130,8,40.58249,-53.23678970336914,-53.28667068481445,soft_tsl2,32,0.001,40.602169036865234
140,8,40.546196,-53.18280792236328,-53.23744583129883,soft_tsl2,32,0.001,40.1634635925293
150,9,40.50979,-53.12855911254883,-53.188140869140625,soft_tsl2,32,0.001,40.67380905151367
160,10,40.4733,-53.07453536987305,-53.13845443725586,soft_tsl2,32,0.001,39.58935546875
170,10,40.437115,-53.02077865600586,-53.08915710449219,soft_tsl2,32,0.001,40.34159851074219
175,10,40.41892,-52.99391174316406,-53.064292907714844,soft_tsl2,32,0.001,40.39583206176758
