form	categorical_judgment
ù ǔ ǎ a ò y ǎ a ù v a x d v c F V M à h K N Y A V H r a B i x	grammatical
á a P N N ù a ǎ U ǒ H ò y m E U T ò i Y P a h O è z ù r ǒ g Y	grammatical
é B S I i E k G ě a B á a T à a p B n ù k p q j Q n B W c a s	grammatical
ó C A ó Q ú y u R I h x m J ò x y G A G q a a g Q o E ò o a t	grammatical
ǒ u a a L ó à è C r I Q v ǔ m q V j U Z a X à E I u ǔ j z e ǔ	grammatical
B A J K ǒ L C K T C S a Y y O J ò Q F é L a i ú x y m T C E a	grammatical
D O a q N z Q F B m U v E R i Z P a a à b M ù D i F C ǎ G Z ó	grammatical
F a a S a o K j f ò t D R u t q m á T o A q i p t y H ò l t D	grammatical
I E a F a X r ě Y M x ǒ W á á á C Y O A B G ǔ w s T a T C b ó	grammatical
K V n V T D w ǔ k F W ò à ě v E C J a a B L N K ǒ ǒ à Z t a B	grammatical
N C L j k U x H ò ǔ a a m U è V P v H I a b j é à j H Z M k ù	grammatical
P l l P x t a P I o q S a r o L ú a Q V è y w X N h H I ǔ l j	grammatical
S G M F ě è ò E ù J n K a o s F a H z á ě Z O a c ó q á a w D	grammatical
U a a C A P i V á T S z V v w a M ó à N W ě e I ú r p à ǔ b j	grammatical
X è y ú q G C O M ě T ò a y R N J a B j a M ě B B U d g N c o	grammatical
Z a N G K o ǒ è é x x q n x ù F a z o E a m G F k y z é y U O	grammatical
a K z ù V v Y Z ú è è G ǎ I é ǔ N h D i y ǎ u s O K a X n a P	grammatical
a h u w F a I H à w h g à é o g a r P r ǒ Y ě S ǒ i R q i k M	grammatical
g X ò C E m a C j F A L H a a N d O N s m à ú p T Z T ó a E ò	grammatical
j O C a N B à a W á s ù ǎ T I l M è C x y k a C ò t i h à ò o	grammatical
l q a N N x s S a u r x v F Z ǒ j á A p ú a é f c j o d p h Y	grammatical
o ú k E v p y F a M T a S V N a b ù d v V ò c k Z r C ò Z T O	grammatical
q a S Z K ǎ P W z x y L u j x á M S L ǒ x M m v G g a a Z i I	grammatical
t a a L Q U a ù ú r o D u C R t g p á f f à p G p a X Y S O W	grammatical
w q a A ù x H è j P V F Y R B s S a A a J V p Z ǔ v à J á J R	grammatical
ù ǔ ǎ a ò y ǎ a ù v x d v c F V M à h K N Y A V H r a B i x	ungrammatical
á a P N N ù a ǎ b U ǒ H ò y m E U T ò i Y P a h O è z ù r ǒ g Y	ungrammatical
é B S I i E k G ě e a B á a T à a p B n ù k p q j Q n B W c a s	ungrammatical
ó C A ó Q ú y u R I h x m J ò x y G A G q a a g Q o E c ò o a t	ungrammatical
ǒ u ù a L ó à è C r I Q v ǔ m q V j U Z a X à E I u ǔ j z e ǔ	ungrammatical
B A J K ǒ L C K T C S a Y y O J ò Q F é L a i ú x y b T C E a	ungrammatical
D O a q N z Q b F B m U v E R i Z P a a à b M ù D i F C ǎ G Z ó	ungrammatical
F a a S B o K j f ò t D R u t q m á T o A q i p t y H ò l t D	ungrammatical
I E a F M X r ě Y M x ǒ W á á á C Y O A B G ǔ w s T a T C b ó	ungrammatical
K V n V T D w ǔ k F W ò à ě v E C J a a B L N K ǒ c à Z t a B	ungrammatical
N C L j k U x H ò ǔ a a m U è V P v H I w b j é à j H Z M k ù	ungrammatical
P l b l P x t a P I o q S a r o L ú a Q V è y w X N h H I ǔ l j	ungrammatical
S G M F ě è ò E ù J n K a o s F a H z á ě Z O J c ó q á a w D	ungrammatical
U a I C A P i V á T S z V v w a M ó à N W ě e I ú r p à ǔ b j	ungrammatical
X è y ú q G C O M ě T ò a y R N J C B j a M ě B B U d g N c o	ungrammatical
Z a N G K o ǒ è é x x q n x ù F a z o E A m G F k y z é y U O	ungrammatical
a K z ù V v Y Z ú è è G ǎ I é ǔ N h D i y ǎ u s O K a X n e a P	ungrammatical
a h u w e a I H à w h g à é o g a r P r ǒ Y ě S ǒ i R q i k M	ungrammatical
g X b ò C E m a C j F A L H a a N d O N s m à ú p T Z T ó a E ò	ungrammatical
j O C p N B à a W á s ù ǎ T I l M è C x y k a C ò t i h à ò o	ungrammatical
l q a N N x s b S a u r x v F Z ǒ j á A p ú a é f c j o d p h Y	ungrammatical
o ú k E v p y F a M T Q S V N a b ù d v V ò c k Z r C ò Z T O	ungrammatical
q a S Z K ǎ P W z x y L u j x á M S L ǒ x M m v G g a a a Z i I	ungrammatical
t a U L Q U a ù ú r o D u C R t g p á f f à p G p a X Y S O W	ungrammatical
w q a A ù x H è j P V F Y R B s S a A S J V p Z ǔ v à J á J R	ungrammatical
ù ù ǒ u w v l M Q F k ǔ a w S L B a G s ǒ y a E O D à F r d ǔ b	grammatical
á k a G a H è O F l h Y L K E X w a m M g K i z S ú N I u L b ǎ	grammatical
é ó y h L R a U ó s G à a X x i n B J a è Y S c F j L è c r u P	grammatical
ě v m C i R é B R ù P I U G v r H k L n ò j a i I m a a p X N I	grammatical
ǒ V è w a ò ù U s a C l T ě V k è D g X a C C l b c x a x b á w	grammatical
B ǒ o T V è N a v E A i r á T N r q O ǎ y è G ě H m T a P a e j	grammatical
D a R a s o ǒ M L I ó é w S h k u j A ě n z L L w ě a y é l J r	grammatical
G C a s n H a t ù O M y ù ù g é k S V A q t v B V H a y V x G f	grammatical
I R F ě y R è a J o a j o C é ò P Z N a Q P F z I o á ǎ Z O H ò	grammatical
L ǔ ù n E a i B B S M T g F m t k G h ǒ ù D M G j a a J ǎ I Q O	grammatical
O L ú t h ǎ t S U é h a à i a x C X A v y s ǒ A j r Y ǒ á à a N	grammatical
R é è a à P ǔ v a R a á n B w g B M T b d N a H ú u m ò I T ó b	grammatical
T a q p Q ò F L P F G a X P P B ǒ z G ě a t i ù e j Y s r à ǎ i	grammatical
V w W w R W R E a Q Q x a t g a l y s m ǎ m D g K Q E W d z ǒ é	grammatical
Y Y q z i J R U y L a N W D u z á u á Q i Z è E o ò a z ǔ A q a	grammatical
a ú J g m U R C i è n p u a é D l H ú a C é i c k P q h f O k h	grammatical
a Y è a V r v n a f x y o u ú D ù u è M ǎ B ù P é E V J O r G r	grammatical
a r M é a Z v y j ǎ M A J j H a ě s M G y é à r d b B w B g j J	grammatical
h à Y a p ó z S k ò N ǎ k a H W Y Y H J á n V g s R a M C B O B	grammatical
k ǒ ě x Z g F L à O è q s t a g a z é K J P a B s V Y à x A n P	grammatical
m U Q ǒ a ǒ a M E ò W a k G K E D j G U Q ě P E w p m I ú G L ú	grammatical
o u p Q W K a M r ǔ ǎ k h ò s ó r W Q C a Y a S w B H z l E Z k	grammatical
r Y Q a W I a T ǔ ú j L ǔ à B l a é m t e ù d H T L X i j q S T	grammatical
u ó O è F ǔ r a I I R a M j L a ǔ F ù à P ǒ f o K ò I g a t ò ǒ	grammatical
x ó N ǎ m ǔ C s ù E R u Q ě ǒ x L n a Q a w h ù ǎ q l K j a e v	grammatical
ù ù ǒ u w v l M Q F k ǔ a w S f L B a G s ǒ y a E O D à F r d ǔ b	ungrammatical
á k ě G a H è O F l h Y L K E X w a m M g K i z S ú N I u L b ǎ	ungrammatical
é ó f h L R a U ó s G à a X x i n B J a è Y S c F j L è c r u P	ungrammatical
ě v m C i R b é B R ù P I U G v r H k L n ò j a i I m a a p X N I	ungrammatical
ǒ V è w a ò ù U s a C l T ě V k è D g X C C l b c x a x b á w	ungrammatical
B ǒ o T V è f N a v E A i r á T N r q O ǎ y è G ě H m T a P a e j	ungrammatical
D a R a s o ǒ M L I ó é w S h k u j A a ě n z L L w ě a y é l J r	ungrammatical
G C a s n H a t ù O M y ù ù g é k S V A q t v B V H V y V x G f	ungrammatical
I R F ě y R è a J o a j o C d é ò P Z N a Q P F z I o á ǎ Z O H ò	ungrammatical
L ǔ ù n E J i B B S M T g F m t k G h ǒ ù D M G j a a J ǎ I Q O	ungrammatical
O L ú t h ǎ t S U é h a à i a x C X A v y s ǒ A j a r Y ǒ á à a N	ungrammatical
R é è a à P ǔ v Q R a á n B w g B M T b d N a H ú u m ò I T ó b	ungrammatical
T a c q p Q ò F L P F G a X P P B ǒ z G ě a t i ù e j Y s r à ǎ i	ungrammatical
V w W w R W R E a Q Q x d a t g a l y s m ǎ m D g K Q E W d z ǒ é	ungrammatical
Y Y q z i J R U y L a N W D u z á u á Q i Z è E o ò e z ǔ A q a	ungrammatical
a ú J g m U R C i è n p u a é D l H d a C é i c k P q h f O k h	ungrammatical
a Y è a a V r v n a f x y o u ú D ù u è M ǎ B ù P é E V J O r G r	ungrammatical
v r M é a Z v y j ǎ M A J j H a ě s M G y é à r d b B w B g j J	ungrammatical
h à Y a a ó z S k ò N ǎ k a H W Y Y H J á n V g s R a M C B O B	ungrammatical
k ǒ ě x Z g F L à O è q s t a d g a z é K J P a B s V Y à x A n P	ungrammatical
m U Q ǒ c a ǒ a M E ò W a k G K E D j G U Q ě P E w p m I ú G L ú	ungrammatical
o u p Q W K a M r ǔ ǎ k h ò s ó r W Q C c a Y a S w B H z l E Z k	ungrammatical
r Y Q A W I a T ǔ ú j L ǔ à B l a é m t e ù d H T L X i j q S T	ungrammatical
u ó O è F ǔ r ǒ I I R a M j L a ǔ F ù à P ǒ f o K ò I g a t ò ǒ	ungrammatical
x ó N ǎ m ǔ C s ù E R u Q ě ǒ x L n a Q E w h ù ǎ q l K j a e v	ungrammatical
ù ù q g i à a X n ó D è F ò a ú ó P P X K ǔ M a x á v ǎ ù v R C f	grammatical
á Z è n h C Z w a a ò A ǒ R s q W H P a h p X R s F é q t n x ó ù	grammatical
ǎ z w o S P Z v á ó L E ǒ ǒ k p a R a s ò I á ó a L à b L ǒ v b ǒ	grammatical
ě N a a n D r a i S ú ǒ t h T N g B h é ú t N R C i Z t ò P B O L	grammatical
ǒ E F V á N F L X W a a g q r R E s k U s E a ù M é g U ǔ L N l Q	grammatical
A o ǔ ù M i M ù i á B X A H ù g a J C M E H s a u a n Y C G l ǎ j	grammatical
D Z ǔ a v l è S q l A X a p a s J x ě v N ú ě E d g ù ú W i ǒ X d	grammatical
F s t é ú ó N a a ě N E z Y v N N á W ě l j Y ǔ P U w ě W R a Z ó	grammatical
I S V S l a p Z U l r á x S ú u h G m U l D ǔ r q a R l a Z X S Q	grammatical
K v F ò Y a g à K ó à k G ě Y t I M t P a a V à o F K t N ǒ e a p	grammatical
N R G P a s ě M R è j i v a G k u é X O h a u z J d G y i ǔ y ǎ i	grammatical
Q ù h ě W V C ó á ě a z m H K r T a é B l ǒ F I a N T x n ǎ r g ǎ	grammatical
S a Q s a k W D F Q x p z T A ǒ x n Q H a Z ú b B S à U E ó z G o	grammatical
V V F a g ú ù K J Z q J a h é s a C ú b á F ǔ A r P Y f C R á l C	grammatical
Y ě j r B o E a è u ó è D o m P a H ǔ è a s Z S S b T O c F D Y G	grammatical
a é S B N ǎ á R ǒ ó L a Q U a j H S w k K é r e O o l Q D t è x F	grammatical
a O P è h F ǒ h N K H w á L s a q N z Y p k M a z W q ú é G ǔ N è	grammatical
a j z n l r J S M B H á Y R N P y I V Q i a O a M B ó ǎ B M ù Y q	grammatical
g a P T F S I t ǎ l o O a j s M o a d R ò s H F n q G ǔ U q N F K	grammatical
j O P a B ǒ l a w B V k v x ǔ I O Z t w J Y N a ú p N K g x ǎ q G	grammatical
m V h w ù h a à ó a D P q v D K A F ù P y r è ǎ a K E y Z c E j K	grammatical
o y Z N a ú ú ù N X E K r à X L L a T z á C a N g D c w M j ǔ h t	grammatical
r T X r R ú x a é C K o x ò Q à m y J R Q è ò a è Q q p a à d V ò	grammatical
u a ú ù H w F I P C a I W l a V Z ó X y O T s N h ǎ R H c A ù H à	grammatical
x T è a L z ó F F T o k a z A A p S I F ǔ D à i Z L n è h o k a t	grammatical
ù ù q g i à a X n ó D è F ò r ú ó P P X K ǔ M a x á v ǎ ù v R C f	ungrammatical
á Z è n h b C Z w a a ò A ǒ R s q W H P a h p X R s F é q t n x ó ù	ungrammatical
ǎ z w o S P Z v á ó L E ǒ ǒ k p a R a s ò I á ó T L à b L ǒ v b ǒ	ungrammatical
ě N a a n D r a i S ú ǒ t h T N a g B h é ú t N R C i Z t ò P B O L	ungrammatical
ǒ E F V á N F L X W a M g q r R E s k U s E a ù M é g U ǔ L N l Q	ungrammatical
A o ǔ ù M i M ù i á B X A H ù g a J C M E H s é u a n Y C G l ǎ j	ungrammatical
D Z ǔ t v l è S q l A X a p a s J x ě v N ú ě E d g ù ú W i ǒ X d	ungrammatical
F s t é ú ó N a a ě N E z Y v N N á W ě l j Y ǔ P U w ě W R F Z ó	ungrammatical
I S V f l a p Z U l r á x S ú u h G m U l D ǔ r q a R l a Z X S Q	ungrammatical
d K v F ò Y a g à K ó à k G ě Y t I M t P a a V à o F K t N ǒ e a p	ungrammatical
N R G P a c ě M R è j i v a G k u é X O h a u z J d G y i ǔ y ǎ i	ungrammatical
Q ù h ě d W V C ó á ě a z m H K r T a é B l ǒ F I a N T x n ǎ r g ǎ	ungrammatical
