step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.02364,-53.883968353271484,-53.8840217590332,soft_tsl2,32,0.001,42.21757888793945
10,0,40.98102,-53.81392288208008,-53.84372329711914,soft_tsl2,32,0.001,41.20530700683594
20,1,40.93865,-53.743961334228516,-53.80416488647461,soft_tsl2,32,0.001,41.50761795043945
30,1,40.896458,-53.67421340942383,-53.764671325683594,soft_tsl2,32,0.001,40.90178680419922
40,2,40.854237,-53.60457229614258,-53.72513961791992,soft_tsl2,32,0.001,41.5831184387207
50,3,40.811577,-53.53395080566406,-53.6854133605957,soft_tsl2,32,0.001,40.121315002441406
60,3,40.7689,-53.46349334716797,-53.6453742980957,soft_tsl2,32,0.001,40.65544128417969
70,4,40.72609,-53.39219665527344,-53.60582733154297,soft_tsl2,32,0.001,39.26047897338867
80,5,40.683224,-53.320762634277344,-53.56633758544922,soft_tsl2,32,0.001,41.28402328491211
90,5,40.640057,-53.248653411865234,-53.526859283447266,soft_tsl2,32,0.001,41.57212829589844
100,6,40.597244,-53.177162170410156,-53.48744583129883,soft_tsl2,32,0.001,39.295536041259766
110,6,40.55436,-53.10530090332031,-53.448421478271484,soft_tsl2,32,0.001,39.167762756347656
120,7,40.510998,-53.03252410888672,-53.4088134765625,soft_tsl2,32,0.001,38.565345764160156
130,8,40.46785,-52.96003723144531,-53.36944580078125,soft_tsl2,32,0.001,39.61701583862305
140,8,40.424572,-52.88700485229492,-53.330421447753906,soft_tsl2,32,0.001,39.69756317138672
150,9,40.381504,-52.814605712890625,-53.2911491394043,soft_tsl2,32,0.001,40.823036193847656
160,10,40.338158,-52.741371154785156,-53.25218200683594,soft_tsl2,32,0.001,38.5854377746582
170,10,40.294888,-52.6678581237793,-53.21360778808594,soft_tsl2,32,0.001,40.562496185302734
175,10,40.273304,-52.631103515625,-53.194297790527344,soft_tsl2,32,0.001,40.0921630859375
