step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,40.988384,-53.917816162109375,-53.801998138427734,sl2,32,0.001,40.70102310180664
10,0,40.926594,-53.82014083862305,-53.72163391113281,sl2,32,0.001,41.67572021484375
20,1,40.85416,-53.7220344543457,-53.619407653808594,sl2,32,0.001,41.6390380859375
30,1,40.783733,-53.62652587890625,-53.51987075805664,sl2,32,0.001,41.9248046875
40,2,40.71674,-53.53377151489258,-53.42625045776367,sl2,32,0.001,41.64743423461914
50,3,40.651657,-53.44263458251953,-53.33567810058594,sl2,32,0.001,40.15654373168945
60,3,40.587543,-53.353759765625,-53.245609283447266,sl2,32,0.001,41.57246017456055
70,4,40.52852,-53.26765441894531,-53.16499328613281,sl2,32,0.001,39.26287078857422
80,5,40.47101,-53.18370056152344,-53.085968017578125,sl2,32,0.001,40.526458740234375
90,5,40.415257,-53.101898193359375,-53.00899124145508,sl2,32,0.001,40.14866256713867
100,6,40.358185,-53.02304458618164,-52.928409576416016,sl2,32,0.001,38.91114807128906
110,6,40.30252,-52.94614791870117,-52.84939956665039,sl2,32,0.001,40.6938362121582
120,7,40.251286,-52.87081527709961,-52.77878952026367,sl2,32,0.001,41.07647705078125
130,8,40.200066,-52.797611236572266,-52.707061767578125,sl2,32,0.001,40.429466247558594
140,8,40.153107,-52.72603988647461,-52.64266586303711,sl2,32,0.001,40.231353759765625
150,9,40.10529,-52.65690612792969,-52.575931549072266,sl2,32,0.001,41.3057975769043
160,10,40.055607,-52.58932876586914,-52.50474166870117,sl2,32,0.001,39.89027786254883
170,10,40.012768,-52.523712158203125,-52.44642639160156,sl2,32,0.001,40.78818893432617
175,10,39.990406,-52.49126434326172,-52.41511535644531,sl2,32,0.001,40.9747200012207
