step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.066452,-53.957950592041016,-53.92464065551758,sl2,32,0.001,42.12487030029297
10,0,40.9913,-53.82114028930664,-53.84475326538086,sl2,32,0.001,41.07878112792969
20,1,40.918324,-53.68879318237305,-53.76678466796875,sl2,32,0.001,40.58552551269531
30,1,40.847557,-53.5594596862793,-53.69179153442383,sl2,32,0.001,39.79682159423828
40,2,40.778328,-53.4327278137207,-53.61860275268555,sl2,32,0.001,40.7154541015625
50,3,40.71093,-53.30925369262695,-53.54722595214844,sl2,32,0.001,38.882965087890625
60,3,40.645447,-53.1888313293457,-53.478111267089844,sl2,32,0.001,40.17595291137695
70,4,40.58309,-53.072105407714844,-53.41352462768555,sl2,32,0.001,40.39179229736328
80,5,40.521526,-52.95759201049805,-53.34944534301758,sl2,32,0.001,41.359825134277344
90,5,40.461864,-52.845924377441406,-53.28743362426758,sl2,32,0.001,41.82798767089844
100,6,40.403797,-52.73662567138672,-53.22739791870117,sl2,32,0.001,39.21428298950195
110,6,40.347584,-52.63060760498047,-53.169612884521484,sl2,32,0.001,40.98537063598633
120,7,40.29312,-52.52676773071289,-53.114112854003906,sl2,32,0.001,40.7882080078125
130,8,40.239994,-52.425697326660156,-53.05964279174805,sl2,32,0.001,40.36069869995117
140,8,40.18827,-52.32704544067383,-53.006412506103516,sl2,32,0.001,39.73042297363281
150,9,40.138374,-52.23057174682617,-52.95601272583008,sl2,32,0.001,40.14622116088867
160,10,40.089603,-52.136356353759766,-52.90678024291992,sl2,32,0.001,39.468074798583984
170,10,40.042324,-52.04488754272461,-52.85875701904297,sl2,32,0.001,40.254730224609375
175,10,40.019203,-51.99978256225586,-52.83554458618164,sl2,32,0.001,40.873252868652344
