grammatical	ungrammatical
ù ù q p a D V ǎ K ǔ a ó g á X ò Z c d m	ù ù q p a D V ǎ K ǔ Q ó g á X ò Z c d m
ǔ S n é V N k V F W E I s á C H a ǔ a J	ǔ S n é V N k V F W E I s á C H y ǔ a J
á m b a j o ě S p R à o E J p ě E h P p	á m b n j o ě S p R à o E J p ě E h P p
ǎ E n l V ǔ h O a K á ǎ Y J T y ě a w O	ǎ E n l V ǔ h O k K á ǎ Y J T y ě a w O
é L W J b g á à ǔ ǔ a ǒ J r l ǎ u ǒ a c	é L W J b g á à ǔ ǔ a ǒ J j r l ǎ u ǒ a c
è j y b W a T u W p ě x Y N h N T U E ú	è j y b j a T u W p ě x Y N h N T U E ú
ó ě b m w q x a K ǔ j a x Q k L O V ǔ a	ó ě b k w q x a K ǔ j a x Q k L O V ǔ a
ò O Y ú y ě E Z M y b J Y n a J à ǔ E J	ò O Y ú y ě E Z M y b J Y n p J à ǔ E J
ǒ x r Q b u F E N S ǎ p w a ě N n f ò t	ǒ x r Q b u F E N a ǎ p w a ě N n f ò t
A U ò a A T b U á q E L Q D S T f n Y O	A U ò R A T b U á q E L Q D S T f n Y O
B g P n B a e C Z a H m è C K ǎ á b L O	B g P n B a e C Z a d H m è C K ǎ á b L O
D é y s J a ò u t a e ǔ ě g v d Z H E y	D é y s J s ò u t a e ǔ ě g v d Z H E y
E W q K F c z ù t ò z W ǎ I ǒ b a V j Z	E W q K F c z ù t ò z W ǎ I ǒ b a V a j Z
F n F é é R t ǒ ǔ I d a ǔ l G U b h X O	F n F é é R t ǒ ǔ I d a ǔ l G U A h X O
H G d Z X c b y L t p N t q ò a h S g R	H G d Z X c b y L t p N t q i a h S g R
I w ǎ C ù a O ò s a R X ǔ ǎ V Y ù W t X	I w ǎ C ù a O ò s á R X ǔ ǎ V Y ù W t X
K K G á S j L u a q N R a Q ó ǔ D C T Q	K K G á S j L u a q N d a Q ó ǔ D C T Q
L n X ǒ m f O x ǔ q g e a W ǎ Y U S D b	L n X ǒ m f O x ǔ q g e a W ǎ Y U S h b
N E B a l B T b d o J q N S I T G ó S ǒ	N E B a j B T b d o J q N S I T G ó S ǒ
