form	categorical_judgment
ù ù ǒ S ǎ G a ǎ i A ǒ h O Y ó y p v D U n H P f ò F ò W C ǎ W	grammatical
á T M é Q ú W a c C Q M G à b C i E R e h Q W P R F ǒ z R i W	grammatical
ǎ o m r w à ǎ E n F ě à m ú Y ò C ú i a f b ù e L P v r R H O	grammatical
ě ǔ h p h l m ó p o E W G w g g X F R à h K a ǎ U I o D g é J	grammatical
ò M j s T i ú ǎ è r Z C F a E I D ó y O Z V N P w p H X t u k	grammatical
ú o P à x V a ǎ P ǎ L o Q c é j r ù M G D X f ù L L G R q C ǎ	grammatical
D ǎ G ò x G ǒ M N t W a F á z Q V é I E q Q ò h s à ù H I ǔ ù	grammatical
F X H O r g q ǒ ě g r a N ù K é d C V c p p o é V T C è Y O m	grammatical
I R q é G Q L ù V Z ù O ò é w X D W l O R I s á T x D B i z a	grammatical
K l K á X ǎ T C ǎ ǒ V h p z j K S é m h E V E q ù G o a L ú X	grammatical
M w a e n G F T n x I x ù y b E o B U v s U p R L à h Y g X ó	grammatical
P H ǒ ú y T Q ó ò u r S K y s a p f s Q W a i e P R ò I P d e	grammatical
S F X á D a è v v Y v W q N ǎ E t F w k w g k g S i I f ò x Y	grammatical
U n ó z g K ò a M E m ó C W ó s n K á M R J x Q y A à ú è V N	grammatical
X ě O O w q C t u U L A q r ù y W a ǒ ú q s S Z n ò é s ù r y	grammatical
Z g ě è S ó N é M ǎ i L è ú a y N ǎ F o q c y S y Q l H c c b	grammatical
a d a a M M W ù S U u H ǎ l X x v f x r H o M E q W n P W ó C	grammatical
h R á r s D A t N D Q á H m Q ǔ F x a l Q ó L è p ě L u E Y O	grammatical
j h l ě w a è p s q S C é s k v t m E y N i é C d I ǎ F l s o	grammatical
m M à a Z E ǔ x p à ò ǎ à g K r R f b ě O ǔ U W f R A r q ǔ ǎ	grammatical
o a K h Y C ò i P ò á i X ě à q l i L J E s x G D L C y z é ò	grammatical
r H ǔ v S C O q a z ú f s C H N ú o A F B z d ě a B d o H j a	grammatical
t P v a S n k e Y y J w d T ú B g A n M v P L E A ě m y l X ǒ	grammatical
v K A é R l D W a ě á ǒ U i ě U W e P a ǎ I ǔ à u K Z r ě a e	grammatical
x V h K a s à H B x V W ó k w T g u h P X T d m ǔ s h ú N z J	grammatical
ù ù ǒ S ǎ G a ǎ i A ǒ h O Y b ó y p v D U n H P f ò F ò W C ǎ W	ungrammatical
